"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report"
"1224746",2,0,2,0,0,1,0,0
"318683",158,16,159,147,114,77,227,34
"574987",146,12,161,97,66,58,200,21
"257438",55,0,36,32,27,24,68,7
"1052095",11,2,5,5,3,4,11,4
"320497",385,22,360,253,241,166,566,88
"153496",293,23,250,231,160,125,408,48
"1231624",218,19,205,171,142,98,308,37
"2558360",211,18,204,143,127,88,308,48
"2558361",115,12,114,99,67,46,141,13
"1293412",11,1,12,9,9,8,49,2
"1510841",125,10,169,104,81,71,253,30
"661191",64,6,46,37,25,28,107,8
"2070537",7,1,3,2,1,2,0,0
"2478912",3,0,0,1,1,0,6,0
"2697033",27,1,16,9,9,7,43,2
"2762277",21,2,13,7,15,13,28,3
"2560057",96,8,79,61,34,22,147,27
"2500532",899,192,931,511,672,431,1931,302
"2760307",881,129,1111,536,613,588,1734,289
"2589076",795,259,1015,455,448,433,1940,914
"2812658",542,56,545,353,362,251,1185,167
"1529068",462,44,419,286,259,202,845,126
"1545044",1340,134,1511,820,904,900,2304,333
"1077935",1143,97,960,579,595,448,2298,254
"147645",1096,120,1279,612,609,562,2386,316
"82367",1088,92,1056,608,693,515,2961,390
"2560053",992,119,1091,617,578,484,1694,255
"34004",948,88,1063,525,570,399,1931,254
"266",890,97,984,499,599,440,1714,213
"2259340",815,64,827,486,555,383,1509,217
"2065379",725,61,696,379,492,346,1513,226
"1945662",717,59,774,442,471,393,1620,199
"1367847",678,63,624,423,369,286,1326,148
"135740",421,38,458,232,357,225,1272,203
"1499308",98,10,92,55,83,51,207,43
"59779",5,0,2,1,1,2,5,0
"135742",3,0,3,2,0,2,2,0
"2033869",1365,127,1550,822,874,814,2745,344
"1850250",1126,95,983,658,669,511,2503,223
"272942",580,52,572,356,311,237,1268,118
"1075",929,79,709,400,420,363,4000,161
"557760",151,20,181,90,94,73,888,28
"349101",113,20,128,71,83,55,203,14
"992186",87,14,99,58,66,53,208,20
"1917485",712,70,764,450,479,403,1888,166
"2587855",543,57,591,309,371,254,930,112
"1968541",292,27,319,188,188,133,597,90
"2070369",273,19,256,142,146,88,411,33
"1389004",263,19,206,165,129,78,364,47
"1389005",166,18,126,101,93,54,272,36
"664426",151,20,170,107,109,56,284,30
"1389011",98,7,105,47,40,37,191,11
"2785912",48,1,53,30,30,16,110,15
"1402135",785,83,771,485,418,361,1613,170
"83219",430,32,341,264,245,150,788,89
"60137",75,3,65,48,36,27,101,17
"74349",4,0,2,1,1,0,10,1
"2587847",470,37,458,309,278,232,1041,119
"2587846",185,24,193,161,104,109,321,55
"2587850",185,19,183,130,121,91,362,51
"391613",82,10,73,43,67,44,231,19
"540747",1131,116,1260,726,736,606,1914,282
"2494550",514,39,412,346,290,200,863,91
"215743",107,6,85,51,54,47,148,16
"1229727",1253,159,1486,813,822,751,2151,309
"311180",1128,115,1224,691,747,547,1769,248
"1792508",975,75,942,559,562,429,1512,225
"1564506",667,58,704,341,431,312,1515,161
"308754",575,58,638,324,431,273,1048,140
"1188256",9,0,4,4,2,1,3,3
"991905",2615,188,2320,1576,1510,1061,3939,650
"1208324",1186,123,1185,694,789,635,2129,325
"1411902",610,61,582,404,388,263,1116,136
"1758178",448,45,408,306,338,234,887,107
"875171",210,20,198,139,121,104,413,40
"1397108",125,8,141,85,71,67,251,25
"2579971",2031,208,2286,1285,1493,1078,3293,516
"60890",546,31,523,321,334,273,1024,106
"221822",402,35,453,274,241,196,817,80
"1580596",227,29,172,121,109,110,397,37
"1844006",103,10,108,81,80,49,358,27
"681157",52,8,84,31,25,21,87,7
"1826607",1681,143,1468,824,916,772,2306,320
"1396826",536,52,581,339,366,288,1159,136
"2508306",134,8,118,70,86,62,203,32
"2508307",133,9,98,61,58,32,207,28
"999552",389,40,358,228,225,174,785,108
"2789856",1419,134,1550,827,965,723,2047,344
"1549850",591,58,610,360,383,301,1158,126
"1915078",585,40,531,343,380,263,997,130
"2587852",702,66,724,455,537,362,1273,194
"2588299",22,3,35,14,14,8,152,2
"2587858",12,2,9,11,6,1,22,4
"246200",685,67,745,413,381,280,1341,160
"292414",252,25,264,180,161,108,458,51
"2587853",198,18,210,140,162,93,458,72
"2293862",176,17,157,100,113,88,353,28
"185588",6,1,4,2,2,1,16,2
"2009329",1227,119,1312,750,797,667,2065,260
"1335048",1086,105,1064,586,697,507,3878,352
"2588711",1065,111,1208,676,797,672,1875,284
"2494374",1025,78,668,400,355,364,6649,152
"1250539",983,96,993,608,586,432,1671,205
"988812",971,90,1002,585,587,476,1587,239
"1267768",878,72,939,534,507,454,1688,199
"1891787",350,23,326,190,200,124,524,87
"2434",250,22,217,0,154,135,420,61
"391595",211,16,214,121,113,90,373,53
"2169400",818,42,593,416,409,336,3014,158
"561184",815,70,887,497,507,404,1584,188
"398580",801,74,811,478,546,454,1484,214
"195105",767,76,662,405,456,369,2742,246
"880591",2,0,0,0,0,1,1,0
"92947",326,30,319,191,214,157,552,76
"1294273",688,73,693,409,417,321,1153,143
"2602067",223,23,251,184,184,105,550,57
"391616",201,20,178,115,85,79,246,31
"391626",159,16,158,86,108,76,369,30
"1458307",94,7,77,60,50,38,238,24
"1609966",660,58,602,465,411,322,2333,170
"2587163",621,43,685,357,410,301,1234,163
"2613965",572,56,696,406,408,306,1185,159
"1537215",534,39,572,306,341,228,968,115
"2715211",493,44,525,327,320,228,983,139
"564137",482,48,447,281,292,197,1090,88
"2017482",470,38,475,286,293,246,822,125
"290400",470,49,419,309,222,193,758,94
"2587842",459,49,455,270,292,253,849,113
"299262",413,45,476,255,296,200,730,107
"1265309",132,9,121,89,74,66,256,41
"74033",372,60,450,286,267,178,766,112
"2599296",363,33,295,224,210,170,614,92
"245188",343,30,326,232,217,172,946,91
"53501",291,18,237,171,161,109,570,74
"441209",288,19,229,164,143,109,497,49
"2552942",287,28,303,193,203,122,680,87
"1591409",281,25,280,154,203,130,541,57
"2500533",229,17,203,141,107,89,532,56
"2171755",227,16,177,151,138,96,501,63
"1715691",204,14,182,133,114,84,384,47
"2483033",189,17,162,108,127,90,335,35
"1920883",128,19,119,91,111,85,297,30
"666509",119,9,97,75,62,42,169,16
"1579316",109,16,109,83,66,50,250,29
"366602",1423,131,1408,899,908,910,3308,562
"69665",999,98,922,646,662,596,2007,387
"69666",2294,251,2258,1657,2265,2001,6017,3656
"155892",1890,200,0,1338,1388,1354,4701,863
"1679497",1687,335,1861,1124,1301,1251,3918,808
"2708539",1468,140,1308,994,881,868,2620,563
"2010972",1446,171,1692,883,1008,950,2931,609
"509190",2,0,1,0,1,1,0,0
"69395",772,99,812,508,545,568,1838,399
"2774190",970,103,1039,662,906,738,2719,1408
"2591463",856,194,856,579,1042,896,3772,2131
"2561924",813,75,834,527,832,663,2709,1510
"1938605",755,101,863,506,699,618,2235,1057
"2800818",634,90,590,390,565,433,1818,867
"2774189",598,67,624,395,1539,492,1943,1228
"2752515",578,68,602,368,517,436,1574,763
"2579977",300,29,278,180,243,161,630,569
"2813778",266,27,273,163,199,154,605,565
"2562582",189,30,146,124,146,113,419,324
"1532555",177,19,192,134,173,136,673,404
"1827469",173,27,172,138,185,104,427,391
"2560058",133,31,175,100,157,116,497,383
"588932",1361,152,1350,978,1647,1087,3944,3509
"633149",823,94,826,484,692,611,1893,901
"74329",647,68,625,392,540,440,1562,1478
"293",370,41,438,259,444,246,1021,1028
"41276",202,24,236,151,174,103,480,301
"1325724",165,12,143,97,147,93,366,257
"2686094",6275,271,3697,7230,2936,724,5746,1094
"450851",4512,665,4633,3001,5591,9184,63564,15422
"2201350",1582,194,1617,1057,1191,1450,3846,876
"573065",306,33,253,209,197,175,909,85
"1940610",3539,273,3073,2302,1579,1223,4581,576
"1868589",3235,253,2618,2061,1626,1200,3769,620
"2570229",2294,173,1934,1484,1150,811,3003,386
"349215",136,11,121,92,118,62,610,205
"856793",136,15,133,117,101,77,2172,3363
"488538",75,4,77,43,32,29,119,19
"2029849",1794,148,1618,1080,1061,786,2370,500
"394221",593,51,579,400,383,271,907,168
"1434191",551,50,542,417,376,264,1038,189
"2749086",507,45,377,337,304,219,838,122
"1873716",662,58,593,518,433,298,1211,185
"1906738",426,30,430,327,236,203,568,75
"2016196",346,33,264,287,199,173,651,86
"582402",46,2,41,46,34,16,84,12
"949",18,0,6,8,3,3,9,4
"770",14,1,7,0,0,0,0,1
"948",14,0,4,9,3,5,16,0
"574556",7,1,9,4,0,2,4,0
"1248439",7,0,4,7,8,4,8,0
"2640676",58,7,72,42,62,27,153,13
"955",3,0,7,0,6,2,11,0
"1845000",2,1,4,2,3,1,7,1
"779",13,1,15,7,5,4,30,4
"945",7,0,8,1,0,0,9,1
"944",6,0,1,2,2,2,11,1
"35795",4,0,2,2,1,0,19,1
"391036",3,0,3,0,1,0,2,0
"1286528",8,1,4,8,2,2,10,2
"434131",6,0,11,2,3,3,54,1
"2686014",5,1,7,3,4,3,5,3
"222891",3,1,1,1,2,3,7,0
"114277",79,3,71,39,26,34,106,13
"114292",12,0,3,3,7,5,21,2
"114295",10,0,7,5,7,4,22,1
"1129742",8,1,9,7,6,2,26,4
"784",38,1,17,20,18,8,37,1
"2601646",5,0,9,7,3,1,6,1
"2115978",19,1,4,5,3,4,89,3
"696127",13,0,5,5,12,6,39,6
"1802984",9,0,7,12,16,7,16,2
"2486578",16,2,7,9,5,4,42,4
"2163644",10,1,6,2,2,3,21,1
"2043170",236,20,218,157,165,115,498,51
"2582913",232,25,234,161,176,117,433,60
"314260",300,25,265,210,171,137,427,61
"2066024",6,1,3,5,4,3,13,1
"2601575",6,1,2,2,1,3,1,1
"2601668",15,1,7,6,2,2,9,0
"86106",10,1,8,4,4,12,38,1
"91604",37,4,41,29,20,21,94,5
"1414854",35,4,26,27,21,12,222,7
"156889",89,7,95,78,70,48,148,14
"451514",2,0,0,0,1,0,0,0
"1002672",9,0,14,0,3,4,51,0
"2268451",6,2,4,3,2,1,28,1
"1388755",2,0,7,1,5,7,13,3
"1977865",2,1,10,3,9,2,15,2
"1977864",1,1,6,1,6,2,11,1
"335992",5,0,3,5,0,4,18,1
"2563896",5,0,3,2,1,0,15,2
"1925548",6,0,10,7,5,1,18,1
"2161677",38,4,47,38,45,32,76,7
"1034889",4323,435,3245,2661,2027,2089,4433,462
"662548",2506,545,3101,1497,961,1061,2193,276
"434008",2495,407,2503,1410,1145,1190,2415,295
"207745",2395,483,2946,1398,1078,1001,2170,257
"434009",2226,382,2401,1399,1029,1107,2214,236
"1795631",1792,199,1382,974,965,947,2108,200
"2681552",1453,175,1135,894,714,749,1766,168
"2762323",1305,152,1028,795,685,722,1771,162
"2762322",1290,171,1109,826,724,707,1858,174
"282217",1057,112,881,632,466,428,997,103
"434014",863,98,732,495,429,409,918,103
"2774875",860,101,660,522,422,429,1135,131
"2811425",26,5,31,25,15,15,60,3
"2126319",11,10,20,15,14,10,34,4
"1246301",1765,290,1418,1169,940,934,2103,193
"543728",1744,355,1652,1069,909,1014,1884,223
"595537",1451,178,1195,870,818,834,1663,184
"436515",1123,158,1037,690,608,634,1524,153
"795665",2738,334,1603,1172,13466,1517,36909,1185
"2716225",2479,287,1785,1405,2433,1586,17607,1063
"2806262",2140,277,1677,1188,11644,1447,136426,585
"2651974",2019,205,1466,1158,1468,1335,5325,284
"1842537",1395,143,1056,732,1156,1098,4717,216
"434010",1299,156,1015,761,1016,913,3882,165
"2184519",951,301,536,468,2812,3283,4777,100
"2565558",694,58,511,365,514,435,1727,110
"47421",1047,343,567,580,1933,2517,3218,100
"1763535",578,79,507,334,464,422,1480,88
"2518343",1107,215,1273,612,26282,3305,128236,353
"1842533",845,136,851,481,1590,928,4643,147
"2714923",810,97,676,471,545,601,1856,115
"358220",774,152,1032,444,12001,1484,12939,1098
"2478662",611,104,738,375,1207,764,3553,117
"1858609",495,63,461,280,597,453,1986,89
"232721",137,19,104,78,118,97,448,30
"80870",2595,311,2345,1581,1654,1745,4493,441
"1926868",1473,204,1322,832,1268,1342,3605,260
"2743470",1395,175,1211,791,822,958,2182,199
"553814",1003,106,969,636,1121,946,3553,182
"397945",3,0,0,0,0,3,0,0
"80868",613,76,547,363,423,432,1123,91
"535289",94,8,100,52,92,59,243,50
"365046",4851,883,4952,2869,5372,8057,8197,1305
"2741720",1708,213,1290,913,1821,1475,39449,254
"2752316",523,52,496,336,373,452,1707,83
"2822760",363,29,330,198,241,217,696,46
"1842727",2285,293,1764,1361,1418,1457,3783,310
"2509614",2190,217,1652,1175,1403,1478,3878,293
"338969",711,72,589,443,496,452,1660,114
"1484693",541,62,509,327,484,480,2050,93
"81479",430,52,314,219,295,265,902,52
"2597701",1369,138,961,786,901,867,2249,206
"1232667",24,2,9,5,11,6,112,3
"1082851",1291,140,1115,786,765,732,1998,162
"1392005",77,8,54,38,128,39,228,223
"225991",835,129,850,489,658,678,1993,249
"160825",685,70,611,442,408,394,1568,118
"1562974",485,61,501,308,318,305,962,67
"363952",381,47,317,253,240,194,4517,42990
"225992",330,43,319,199,255,218,926,97
"296591",1661,193,1431,1012,1092,1069,2839,199
"1840265",36,0,12,23,21,14,36,1
"1840293",23,1,9,10,5,2,11,0
"1840303",4,1,8,6,0,3,0,0
"1869339",4,1,5,1,3,2,5,3
"2268087",3,1,3,3,4,2,9,0
"1840283",2,0,0,0,0,2,2,0
"1840239",1,0,1,0,0,1,0,0
"1840267",1,0,0,0,1,0,1,0
"365044",1300,164,1089,787,831,830,2201,158
"37448",152,19,128,120,94,82,288,22
"215580",4616,449,3254,2788,2448,4711,4945,516
"2714924",916,89,699,575,566,508,1453,124
"2714925",784,76,596,496,522,481,1255,138
"2792224",112,11,82,64,55,54,328,18
"2735554",75,12,56,42,52,64,181,20
"1715720",1079,116,887,639,747,685,1819,175
"1288495",838,75,608,483,465,472,1474,129
"1546149",105,15,114,63,91,95,328,78
"2714952",4098,405,2839,2330,2132,2199,4740,401
"80866",890,98,766,497,547,504,1835,133
"742013",112,14,115,77,77,76,224,19
"1920191",60,7,64,41,54,32,116,3
"558537",161,24,149,100,121,82,451,33
"180282",152,28,121,128,88,82,444,33
"2816950",1485,157,1112,826,918,1060,2466,237
"1658672",621,46,488,399,373,392,1049,83
"2109914",1100,142,867,640,803,857,1974,171
"596154",94,9,65,53,48,83,658,17
"596153",48,12,40,41,32,37,134,9
"1458426",961,54,670,594,518,505,1318,109
"1458425",778,72,568,452,494,434,1504,105
"80880",1319,166,912,741,971,872,6699,210
"391735",1305,147,1074,822,837,773,2354,166
"2109913",1294,154,1073,782,875,949,2239,242
"2116657",1093,114,942,615,765,817,2030,190
"2109915",790,108,651,519,799,633,1758,122
"1678128",490,64,441,261,312,350,1311,49
"1678129",184,24,153,89,111,106,317,19
"1844971",428,44,366,268,290,330,1057,66
"946483",414,39,305,245,205,194,479,41
"87883",2430,209,2259,1472,1222,865,2426,326
"95486",1922,150,1978,1270,971,726,1997,216
"292",1786,156,1750,1169,845,678,2050,231
"101571",1220,114,1143,815,590,521,1187,141
"482957",1052,90,939,659,497,353,1149,114
"488447",999,83,927,651,502,416,1030,105
"179879",930,67,758,609,451,317,916,113
"1503054",878,76,807,566,423,325,774,113
"95485",699,61,711,464,337,271,834,113
"60550",657,44,596,377,330,251,639,84
"1503055",577,61,574,419,308,263,545,64
"152480",537,50,556,422,275,244,533,68
"488731",497,48,569,335,233,231,449,64
"60552",402,30,345,254,171,166,434,53
"488729",373,26,411,241,133,141,395,40
"488732",267,18,245,199,149,100,271,36
"1207504",216,22,222,141,113,76,225,29
"488446",147,12,138,102,100,56,174,15
"2571746",1507,125,1346,1037,718,549,1446,179
"758782",1210,99,1072,787,585,505,1277,144
"1740163",783,66,654,475,348,295,870,110
"640512",678,69,701,434,439,325,979,88
"1855726",387,40,330,274,232,158,457,69
"2217913",377,36,297,208,172,165,347,38
"1637853",306,22,251,208,139,114,276,59
"758796",304,21,270,193,125,104,220,30
"1637862",299,26,291,178,148,98,296,33
"2811789",287,20,283,208,158,112,291,32
"1637869",257,24,269,144,117,86,306,44
"1097668",248,22,237,175,126,104,277,34
"1795043",237,33,192,134,129,84,252,35
"2811788",232,32,281,169,130,109,280,30
"1795874",169,15,123,84,83,53,191,17
"1705310",149,20,164,97,78,65,179,14
"1179675",68,4,69,60,40,28,88,11
"2732364",40,2,23,28,17,10,21,8
"416344",22,1,19,9,13,18,40,6
"326454",6,0,6,3,1,3,7,2
"28450",1102,109,1090,685,580,458,1309,153
"57975",839,74,694,569,378,359,778,99
"342113",597,55,520,381,284,230,524,81
"1385592",353,27,346,243,182,133,303,46
"1385591",319,28,268,210,165,126,292,40
"1637837",71,4,43,31,28,23,55,11
"1636423",55,6,48,38,23,17,52,12
"1637841",50,8,32,28,12,15,37,14
"1637831",39,1,19,20,23,10,29,5
"13373",36,3,31,14,10,5,22,4
"999541",232,17,191,146,84,99,224,25
"32009",185,26,188,115,108,104,229,41
"41899",1426,118,1424,975,763,647,1517,189
"1176514",18,1,26,9,9,9,17,2
"626418",13,0,9,23,11,11,10,1
"977880",78,6,61,45,28,46,92,12
"82633",3522,339,2969,2332,1677,1503,4400,551
"1042878",596,56,456,374,284,240,704,71
"96344",2554,239,2106,3463,1220,983,4946,438
"68895",2372,192,2056,1478,1236,944,3146,382
"151783",1481,132,1283,955,760,666,1937,236
"119219",1374,98,1093,902,731,614,1968,234
"264198",1129,91,963,792,567,535,1556,194
"1267562",154,7,125,78,60,91,1082,29
"876364",131,18,134,82,58,66,139,20
"2771360",123,14,123,75,45,44,879,29
"1389192",112,6,119,57,58,54,105,19
"1040979",453,41,384,324,189,194,681,76
"1796606",349,37,311,264,195,157,822,55
"367825",100,3,101,63,57,39,109,15
"2547399",1727,147,1477,1106,813,676,1669,229
"1926494",1322,109,1293,871,685,549,1390,171
"2735433",582,43,500,382,317,255,568,63
"2735434",571,54,459,381,238,196,590,60
"2604047",397,27,329,286,202,156,497,54
"2026199",1450,106,1319,913,673,559,1428,188
"1323664",437,40,339,282,186,177,432,57
"2571748",1337,108,1203,844,660,479,1359,141
"92647",1254,100,1005,831,593,466,1306,172
"2571747",1090,91,925,644,533,433,1130,149
"1417228",525,52,462,331,287,175,779,87
"398527",452,45,382,293,254,195,586,74
"2654982",971,78,793,639,444,339,918,113
"391038",931,83,781,601,487,411,1026,108
"134537",859,92,774,517,443,321,1037,123
"754502",853,67,808,604,410,375,970,139
"420953",852,87,785,511,375,338,886,114
"1229205",813,79,691,526,450,394,989,134
"169427",758,87,743,487,441,323,871,97
"60548",742,68,628,461,342,293,743,104
"134536",721,54,665,526,390,294,733,94
"311231",687,66,602,439,320,266,733,91
"2211211",685,47,556,415,338,246,687,85
"169430",652,49,576,420,268,242,663,90
"1761016",643,72,570,411,314,277,678,86
"266265",624,57,533,396,331,265,708,93
"265293",548,55,513,406,274,177,504,68
"311230",429,30,323,248,171,155,441,51
"859655",172,16,137,91,79,86,138,22
"859657",29,3,17,15,17,15,29,4
"1394180",20,2,15,14,20,14,24,5
"1457195",17,2,14,6,4,2,19,6
"859656",13,2,12,10,9,4,14,4
"1262456",3,0,0,0,0,0,0,0
"1130829",1,0,0,0,0,0,0,0
"402626",265,15,231,150,130,115,311,50
"428406",142,15,148,82,79,76,151,27
"190721",890,68,707,537,516,455,1453,162
"105219",636,56,537,398,366,302,872,106
"1310165",74,8,68,40,38,25,63,12
"1944648",10,0,4,7,7,1,8,1
"1310168",2,0,5,1,4,1,2,0
"1416914",12,2,11,11,7,5,17,1
"93221",973,83,826,628,460,357,1018,143
"445709",973,75,771,581,530,435,1258,160
"2518599",797,49,597,488,384,351,873,114
"656178",743,69,592,437,351,306,941,213
"93219",656,59,588,458,314,300,930,110
"656179",643,52,565,441,378,292,742,92
"93218",618,51,497,443,325,260,691,77
"1891094",545,52,455,314,281,219,667,91
"573737",491,36,451,351,237,233,557,75
"93222",444,35,377,290,216,177,503,89
"2814653",1028,75,807,585,501,418,1014,129
"2705547",73,4,69,48,24,30,39,5
"2705548",61,5,52,43,30,23,42,9
"758793",1030,91,900,635,510,427,997,140
"47671",987,80,900,653,519,479,1155,182
"2594795",656,44,540,429,751,323,1141,79
"882378",648,73,486,430,315,272,733,98
"452638",7,3,17,12,8,5,66,3
"556054",60,8,63,36,36,32,75,15
"576611",47,4,0,29,0,34,0,11
"1743162",24,1,21,13,5,14,82,3
"1743174",22,2,26,14,15,12,35,3
"556053",44,23,103,33,32,20,124,15
"2527775",29,3,29,23,11,18,80,6
"1835254",23,1,16,12,16,9,120,4
"1743168",21,2,19,18,10,14,38,4
"2732163",145,21,127,85,78,66,4266,22
"1553431",70,6,43,50,32,33,81,5
"2651972",27,1,29,15,28,20,127,5
"2268024",42,7,54,34,29,39,133,7
"2753607",10133,607,3847,5592,2501,3311,14022,514
"946333",4787,524,6024,2972,1972,2765,4949,454
"420662",2076,259,1387,1148,703,814,2118,149
"2082386",1929,247,1335,1178,750,819,1807,143
"1430884",1,1,0,0,0,3,44,0
"983917",6175,513,3670,3608,2314,2400,5343,446
"395495",4320,388,2622,2523,1619,1729,3820,336
"1050370",1351,93,946,813,691,592,1593,179
"75379",168,10,137,97,104,61,226,175
"426114",172,16,173,93,110,130,200,27
"639200",3195,327,2300,1878,1429,1650,3411,321
"1658665",3017,618,2978,1937,1394,1520,3356,300
"2697032",1833,225,1713,1178,1219,1304,2984,287
"1296669",1582,183,1223,944,795,958,2231,207
"76731",1432,220,1267,875,760,937,2029,198
"392593",1167,131,874,692,653,651,2132,107
"1768242",913,112,681,532,525,603,1544,124
"1746199",1193,95,993,710,615,474,1426,189
"1697043",1154,95,975,738,683,547,1441,200
"463014",1483,112,1131,847,807,864,1655,237
"463025",1453,132,1329,954,787,687,1794,264
"463040",1443,163,1801,898,812,1075,1869,292
"1416806",1341,112,1122,815,744,594,1587,229
"1416803",1233,98,1095,831,672,570,1449,210
"103855",1093,91,907,700,590,496,1483,213
"94624",1078,84,928,673,727,623,5116,462
"123899",776,67,711,505,399,367,1217,189
"1331258",627,57,612,382,351,261,979,125
"1208658",9,1,8,13,7,2,9,1
"568707",1,0,0,0,0,0,2,0
"35814",378,32,331,265,238,172,547,84
"521",326,26,315,195,0,186,553,0
"463024",164,13,191,114,78,81,198,64
"520",86,10,123,83,34,46,107,14
"1208660",35,2,23,28,16,15,66,8
"762376",656,74,734,400,336,264,870,252
"1167634",57,7,76,35,41,51,73,13
"1758194",1217,104,1105,678,642,483,1639,232
"1881016",1046,127,1414,667,1838,515,14128,5717
"2282475",647,68,636,351,395,268,819,167
"217203",2184,288,3807,1115,4214,985,2781,1169
"32002",1754,177,1736,1124,1023,814,2247,569
"217204",979,92,829,661,820,420,1712,613
"1353889",681,60,653,413,348,271,865,205
"1353891",399,39,395,286,197,194,619,89
"72557",9,0,7,4,11,5,48,52
"2488560",2563,191,1931,1530,1247,911,2986,370
"1940612",745,62,649,514,373,314,1167,117
"1437824",1411,137,1267,856,891,685,1849,303
"1851544",1271,115,1129,800,677,578,1559,205
"2028345",483,31,354,296,301,208,656,179
"1007105",254,28,224,159,201,104,536,128
"2716226",137,16,108,87,117,70,218,44
"511",548,67,450,342,423,289,1288,200
"2813780",85,9,66,61,43,36,139,21
"323284",50,2,43,27,28,25,75,22
"206506",439,42,333,278,241,181,907,77
"1036672",181,22,407,149,191,89,421,41
"1247726",171,17,144,127,115,103,377,43
"2163011",188,17,152,108,94,64,298,63
"90245",34,3,18,16,20,12,113,4
"90244",14,2,22,21,23,21,84,12
"1072685",48,2,27,29,17,13,33,6
"643674",39,4,34,19,27,12,56,19
"29575",11,1,11,7,11,4,18,1
"1008459",11,0,7,14,6,7,41,0
"2652177",12,3,12,6,5,5,47,5
"1707785",1744,381,2385,1114,1345,1274,2598,1150
"2769491",1309,404,2186,926,1045,1013,2147,893
"1678028",1094,319,1639,749,1220,884,2813,371
"1593482",1080,235,1194,721,809,746,1589,328
"2765360",961,155,1204,641,1104,695,1649,341
"2709302",26,2,26,22,16,17,23,6
"2709303",22,4,38,11,16,18,29,11
"1141883",2196,314,2243,1446,1642,2211,6472,759
"871742",1877,291,1984,1115,1159,1229,2449,369
"945844",1438,391,1791,919,1162,1198,2271,2402
"864828",1409,370,1374,858,880,876,1916,301
"321985",1252,345,1390,782,838,793,1863,292
"321983",1247,290,1379,828,848,830,1876,320
"2072590",1143,185,1238,709,786,701,1795,283
