"","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report"
"999434",1,0,1,2,1,0,0,0,2,2,0
"545776",8,0,1,0,2,1,2,0,3,1,0
"142",2,0,2,0,0,0,3,2,0,1,1
"1155096",0,0,2,1,1,1,0,0,3,0,0
"412418",0,0,0,0,0,1,0,0,0,1,0
"498738",0,0,0,0,0,0,0,0,1,0,0
"445984",0,0,1,0,0,0,0,0,0,0,0
"445985",0,0,0,1,0,0,0,0,0,0,0
"176",0,0,0,5,1,0,0,0,0,0,0
"44275",0,0,0,0,0,0,0,0,0,0,0
"338215",1,0,0,4,1,0,0,0,0,0,0
"126738",0,0,1,0,0,2,0,1,0,0,1
"590168",3,0,0,11,1,0,3,2,3,2,1
"1307443",0,0,0,1,0,1,0,0,0,0,0
"157688",5,0,4,19,1,4,3,2,1,2,0
"2703941",0,0,0,0,0,1,4,0,0,2,0
"58024",0,0,0,0,0,0,0,0,0,0,0
"2510508",1,0,0,2,1,0,0,0,0,1,0
"2794946",1,0,1,1,1,2,0,0,0,1,0
"10704",2,0,1,4,0,2,0,1,1,2,5
"2301621",0,0,1,3,7,0,0,0,0,0,0
"1873985",0,0,0,0,1,0,0,0,0,0,1
"2713262",0,0,0,0,2,0,0,0,0,0,0
"2662138",0,0,0,1,1,1,0,1,0,2,1
"754070",2,0,0,0,0,1,1,0,3,1,0
"994601",0,0,0,0,0,1,0,0,0,0,0
"2283267",0,0,0,0,8,0,0,1,0,1,0
"2041344",2,0,0,2,1,1,3,1,0,2,0
"2026102",5,0,0,0,0,1,2,0,0,1,0
"641487",0,0,0,0,0,0,0,0,0,0,0
"2656529",2,0,0,0,0,0,0,0,1,0,0
"1414739",0,0,0,0,0,0,1,0,0,0,0
"1131316",2,0,3,2,0,0,1,2,0,3,0
"1587907",0,0,0,0,0,0,0,0,0,0,0
"573591",0,0,0,1,0,0,0,1,0,0,0
"1582151",0,0,0,0,0,0,0,0,0,0,0
"1126885",0,0,0,0,0,0,0,0,0,0,0
"1105171",0,0,0,0,0,0,0,0,0,0,0
"2662295",0,0,2,0,0,0,1,1,0,0,0
"294382",0,0,0,0,0,0,0,0,0,1,0
"741942",1,0,0,1,0,0,1,0,0,1,0
"2599849",2,0,0,0,0,0,0,0,0,0,1
"2059855",2,0,0,0,0,0,0,0,0,0,0
"2079417",0,0,0,3,0,0,0,0,0,0,0
"1500757",0,0,0,2,0,0,0,0,0,3,1
"1161901",0,0,0,0,0,0,0,0,0,0,0
"2725616",2,0,0,0,0,0,0,0,0,1,0
"1718278",0,0,0,0,0,0,0,0,0,0,0
"437329",1,0,0,1,0,0,1,0,0,0,0
"1051143",0,0,0,0,3,1,0,0,0,1,0
"1225862",0,0,1,0,0,0,0,1,1,0,0
"540068",0,0,0,1,1,2,0,0,1,1,0
"540065",0,0,0,0,0,0,0,0,0,0,0
"1993876",0,0,0,0,0,0,0,0,0,0,0
"1993867",3,0,1,0,1,2,1,0,0,2,0
"2560512",0,0,0,2,0,0,0,1,0,1,0
"205876",0,0,0,0,1,0,0,1,1,1,0
"2306284",2,0,2,0,1,4,3,1,0,0,1
"2560783",1,0,2,12,9,1,0,0,61,0,2
"2049886",0,0,1,1,0,0,0,1,1,0,1
"2560594",2,0,0,1,0,1,2,0,0,0,0
"861047",1,0,0,0,0,0,1,0,0,0,0
"466051",3,0,0,0,0,0,1,0,0,1,0
"1954378",0,0,0,0,0,0,0,0,0,0,0
"1954380",0,0,0,0,0,0,0,0,0,0,0
"2734223",1,0,0,0,0,0,0,1,0,1,0
"2733202",0,0,0,0,0,0,1,1,0,0,0
"1982251",1,0,0,0,1,0,0,0,0,0,0
"1982093",0,0,0,2,0,0,1,0,0,0,0
"2560496",1,0,1,0,0,3,0,0,2,0,1
"2169812",2,0,1,3,1,3,3,1,1,4,0
"1982751",1,0,1,0,0,1,0,0,1,1,0
"1982562",0,0,0,2,0,1,0,5,0,1,0
"1920751",0,0,0,0,2,1,0,0,0,2,0
"2560589",1,0,1,0,1,0,0,1,0,0,0
"1636203",0,0,0,0,0,0,0,0,0,0,0
"2734283",0,0,0,0,0,0,0,0,2,4,0
"2560683",0,0,0,0,0,0,0,1,0,0,0
"2560787",0,0,6,4,0,0,0,1,0,0,0
"2560788",0,0,0,3,0,0,0,1,0,0,0
"2560842",0,0,0,0,0,0,0,0,1,3,0
"2560720",0,0,0,0,0,0,0,0,0,0,0
"1982229",3,0,1,0,0,0,1,0,0,0,0
"2734274",3,0,4,3,0,6,4,0,1,6,1
"1982368",0,0,0,1,1,0,0,0,0,0,0
"2560499",0,0,0,1,1,0,1,0,0,0,1
"1982378",0,0,0,0,0,0,0,0,0,0,0
"1982078",0,0,0,0,0,0,0,0,0,0,0
"2734290",1,0,0,0,0,0,0,0,1,1,0
"1406788",0,0,0,0,0,0,0,0,1,0,0
"329254",0,0,1,1,1,1,0,0,0,0,0
"2733205",0,0,0,0,1,0,0,0,0,0,0
"1982106",0,0,0,0,0,0,0,0,0,0,0
"1982239",2,0,0,0,0,0,0,0,0,0,0
"2560486",3,0,0,3,1,1,0,2,0,0,1
"2734261",0,0,0,2,0,1,1,0,0,0,0
"1982554",0,0,0,0,0,0,1,0,0,0,0
"1982557",0,0,0,4,0,0,2,0,0,0,0
"2734246",1,0,0,1,0,0,0,0,3,2,1
"2448213",0,0,0,0,2,1,1,0,0,0,0
"2169655",0,0,0,0,1,0,2,0,3,0,1
"2560703",0,0,1,0,0,1,1,1,0,0,0
"1910992",1,0,1,0,0,0,0,1,1,1,0
"2560656",0,0,0,0,0,1,0,0,0,0,0
"2115965",0,0,0,0,0,0,0,0,0,0,0
"1498228",4,0,0,3,0,2,0,0,0,1,2
"1173297",0,0,0,0,0,1,1,0,0,1,0
"1129194",0,0,0,1,0,0,0,0,0,0,0
"2023998",0,0,1,1,0,1,0,0,0,0,0
"1150991",1,0,0,0,1,6,1,0,0,0,0
"754074",0,0,0,0,0,0,0,0,0,0,0
"754058",0,0,0,1,0,0,0,0,0,0,0
"699370",0,0,0,0,0,0,0,1,0,0,0
"1278479",0,0,0,0,2,1,0,0,0,1,0
"1279082",0,0,2,13,1,1,1,0,0,0,2
"1567014",0,0,0,0,0,0,0,0,0,0,0
"1880590",0,0,0,1,0,0,1,0,0,1,1
"536453",0,0,0,0,0,0,0,0,0,0,0
"536444",0,0,0,0,0,0,1,0,1,0,0
"2588094",0,0,0,0,0,0,0,0,0,0,0
"33771",0,0,0,0,0,0,0,0,0,0,0
"55884",0,0,0,0,0,0,0,0,0,0,0
"2767579",3,0,1,0,1,1,0,0,0,1,0
"137511",0,0,0,0,0,0,0,0,0,0,0
"1560342",0,0,1,0,0,0,0,0,0,0,0
"1458861",0,0,0,0,0,0,0,0,0,0,1
"1913650",1,0,0,1,0,0,1,1,0,1,0
"279006",0,0,0,0,0,0,1,0,0,0,0
"2006136",0,0,0,0,0,0,0,0,0,0,0
"1914851",1,0,1,1,0,0,4,1,0,5,1
"2201163",0,0,0,1,0,0,0,0,0,0,0
"1980950",0,0,0,3,0,2,0,1,2,0,2
"2560301",0,0,0,0,1,1,0,0,0,0,0
"2733083",0,0,0,0,2,0,0,0,1,2,0
"2733081",0,0,0,0,0,0,3,0,0,0,0
"2732975",0,0,0,0,0,0,0,0,0,0,0
"2732985",0,0,1,0,0,1,0,0,0,0,0
"2169990",0,0,0,0,0,0,0,0,0,0,1
"1985292",6,0,0,0,0,2,0,0,1,1,0
"417280",1,0,0,2,1,1,0,0,0,1,0
"2006171",0,0,0,0,0,0,0,0,0,0,0
"1636618",1,0,1,0,2,0,0,1,1,0,0
"2560802",0,0,0,1,0,0,1,9,0,2,0
"2734078",0,0,0,1,0,1,0,0,0,0,0
"1984787",0,0,0,1,0,0,1,0,2,0,1
"2560849",1,0,0,3,2,2,0,0,1,2,0
"1984779",0,0,0,0,0,0,0,0,0,0,0
"2560269",0,0,0,0,0,0,1,0,0,0,0
"1921525",0,0,0,1,0,1,0,0,1,0,0
"2734116",1,0,4,0,3,2,0,0,0,0,0
"115987",0,0,0,0,0,0,0,0,0,0,0
"1231361",3,0,1,2,1,0,1,1,0,1,0
"2734128",0,0,0,1,0,0,0,1,0,0,1
"2752521",1,0,0,0,1,0,1,1,0,1,0
"2734101",0,0,0,0,0,0,0,0,0,0,0
"2734083",0,0,0,0,3,1,1,0,0,1,0
"2734088",1,0,1,1,0,1,1,0,0,1,2
"2734106",0,0,1,2,0,0,0,0,0,0,0
"2560406",1,0,1,1,0,1,2,0,0,1,0
"1921407",0,0,0,0,0,4,0,0,0,0,0
"2560677",0,0,0,0,0,0,0,0,0,0,0
"1918727",0,0,0,0,0,0,0,1,0,0,0
"2560094",2,0,0,0,0,1,0,0,0,1,0
"2560495",0,0,1,4,1,0,1,0,0,1,0
"1987158",0,0,0,0,0,0,0,0,0,0,0
"1983541",0,0,0,0,0,0,0,0,0,0,0
"1636270",0,0,1,0,1,0,0,0,0,0,0
"2725606",4,0,0,2,1,0,0,0,0,1,1
"948071",0,0,0,0,0,0,0,0,0,0,0
"2591033",0,0,0,0,0,0,0,0,0,0,0
"2596674",2,0,1,1,0,0,0,0,0,2,0
"2734259",0,0,0,1,0,0,0,0,0,0,0
"1982591",4,0,0,5,0,1,0,1,0,1,0
"1982592",0,0,2,1,1,1,0,1,0,0,1
"2169962",0,0,1,1,0,0,0,0,0,1,0
"2734190",1,0,0,1,0,1,0,0,2,0,1
"2734189",2,0,0,1,2,0,0,0,1,1,0
"2170216",0,0,0,0,0,0,0,0,0,0,0
"1982596",1,0,0,0,0,1,0,0,0,0,2
"2734160",0,0,1,2,0,1,1,0,0,1,0
"2734159",0,0,1,41,0,0,0,0,0,10,0
"545932",0,0,0,0,0,0,1,0,0,0,0
"1917990",3,0,1,2,2,1,0,2,0,0,0
"1918010",0,0,0,2,0,0,1,0,1,0,1
"1857843",1,0,0,3,1,1,0,1,0,2,0
"298338",0,0,0,0,1,0,0,0,0,0,0
"2732968",1,0,0,0,0,1,0,3,0,1,2
"857312",0,0,0,1,0,1,0,0,0,0,0
"2732932",0,0,0,0,1,0,0,0,0,0,0
"2732931",0,0,3,1,0,0,0,0,2,2,0
"2732694",0,0,0,1,0,0,0,0,0,1,0
"2732693",0,0,0,0,0,0,1,0,0,1,0
"2732690",0,0,0,3,0,0,0,0,0,0,0
"2732684",0,0,0,0,0,0,1,0,0,0,0
"2732937",0,0,0,0,0,0,0,1,0,0,0
"2732939",0,0,0,1,0,0,0,0,0,0,0
"2732918",0,0,0,0,0,0,0,0,0,0,0
"2732925",0,0,0,0,0,0,0,0,0,0,1
"2732913",2,0,0,0,0,0,0,2,0,1,0
"2732912",0,0,0,0,1,0,1,1,1,0,1
"1316739",0,0,0,0,0,0,0,0,0,0,0
"2733951",0,0,0,0,0,0,0,0,0,0,0
"2733942",0,0,0,0,0,1,0,0,0,0,0
"2733928",0,0,1,1,0,0,0,0,0,0,0
"2733926",0,0,0,1,0,1,0,0,0,0,0
"2733919",0,0,0,0,0,0,0,0,0,1,0
"2733904",0,0,0,0,0,0,0,0,0,0,0
"2733896",0,0,0,0,0,0,0,0,0,0,0
"2733894",0,0,0,0,0,0,0,0,0,0,0
"2560297",1,0,0,0,0,0,0,0,0,1,1
"2732017",1,0,0,0,2,2,1,1,0,2,0
"2560651",0,0,0,0,0,1,0,0,0,0,0
"2560546",1,0,0,0,0,0,0,0,0,0,0
"1527770",1,0,0,3,0,1,0,0,1,0,0
"1785960",0,0,1,1,0,0,1,0,0,0,0
"2584487",0,0,0,2,0,1,0,0,2,0,0
"1262513",0,0,0,0,0,1,1,0,1,0,0
"2731621",0,0,0,0,1,0,1,0,2,0,0
"187217",1,0,0,6,0,0,0,0,1,2,0
"2732086",1,0,0,4,1,1,0,0,0,0,0
"1920860",0,0,0,0,0,0,0,0,0,0,0
"2733975",0,0,1,0,0,0,0,0,0,0,0
"150286",0,0,1,0,1,0,0,0,0,0,1
"317878",1,0,4,0,0,2,2,0,0,2,1
"85655",0,0,0,1,0,0,0,1,0,0,0
"2282206",1,0,0,0,0,0,0,0,0,0,0
"261939",0,0,0,1,0,0,0,0,0,0,0
"1273746",2,0,0,1,0,0,3,2,1,1,2
"1454029",0,0,0,0,0,0,0,0,0,0,0
"1592094",0,0,0,0,0,0,0,0,0,0,0
"1859492",1,0,3,1,0,0,0,0,0,0,0
"2010275",0,0,0,0,0,0,0,0,0,0,0
"2005509",0,0,1,3,0,1,5,0,1,2,0
"10275",0,0,0,0,0,0,0,1,0,0,0
"40070",1,0,0,0,1,2,1,0,0,0,0
"10265",1,0,0,0,0,0,0,0,1,0,0
"10282",0,0,0,1,0,0,0,0,0,0,0
"2733296",1,0,0,0,0,0,0,0,0,0,0
"2733297",0,0,0,1,0,0,0,0,0,0,0
"10506",0,0,0,1,0,0,1,0,0,0,0
"113370",0,0,3,0,1,0,0,0,1,0,0
"1146874",0,0,0,0,0,0,0,0,0,0,0
"536079",0,0,0,0,0,0,0,0,0,0,2
"129953",0,0,0,0,0,0,0,0,0,0,0
"1146875",4,0,0,5,0,0,1,4,1,1,0
"190062",1,0,0,0,0,0,0,1,0,1,0
"32613",0,0,0,0,0,0,1,0,0,0,0
"35303",0,0,0,0,0,1,1,1,0,1,0
"1513300",0,0,0,0,0,0,0,0,0,0,0
"11271",1,0,0,0,0,1,1,1,0,0,0
"2560076",1,0,2,0,0,0,0,2,0,2,2
"186458",1,0,0,3,0,1,0,0,0,0,0
"2501972",2,0,0,0,0,0,0,0,0,0,0
"1883068",0,0,0,1,0,0,1,0,0,0,0
"1921703",0,0,0,0,0,0,0,0,0,0,0
"1435457",0,0,0,0,0,0,0,0,0,0,1
"1884456",1,0,0,0,0,0,0,0,0,0,0
"1980533",0,0,0,0,0,0,0,0,0,0,0
"1980517",1,0,1,0,0,1,0,0,0,2,1
"1299308",0,0,0,0,0,1,0,0,0,0,0
"229030",0,0,0,0,0,0,0,0,0,1,0
"1416026",0,0,0,0,0,0,0,0,0,0,1
"2030954",0,0,0,0,0,0,0,0,0,0,0
"349945",0,0,0,0,0,0,0,0,0,0,0
"1206566",0,0,0,0,0,0,0,0,0,0,1
"339419",0,0,0,0,0,0,0,0,0,0,0
"12151",0,0,0,0,0,0,0,0,0,0,0
"312273",0,0,0,0,0,0,0,0,0,0,0
"71030",0,0,0,0,0,0,0,0,0,0,0
"312008",0,0,0,1,0,0,0,0,0,0,0
"445435",0,0,0,0,0,0,0,0,0,0,0
"1324959",0,0,0,0,0,0,0,0,0,0,0
"2364281",0,0,0,0,0,0,0,0,0,0,0
"11041",0,0,0,1,0,0,0,1,1,0,1
"35279",0,0,0,0,0,0,0,1,0,0,0
"2008769",0,0,0,0,0,0,0,0,0,0,0
"39734",0,0,0,0,0,0,0,0,0,0,0
"693995",0,0,0,0,1,0,0,0,0,0,0
"325675",0,0,0,0,0,0,0,0,0,0,0
"2508223",0,0,0,1,0,0,0,0,0,0,0
"12270",0,0,0,0,0,2,0,1,0,0,0
"12258",0,0,0,0,0,0,0,0,0,0,0
"51354",0,0,0,0,0,0,0,0,0,0,0
"1821751",0,0,0,0,0,0,0,0,0,0,0
"138950",0,0,0,0,0,0,0,0,0,0,0
"2003649",0,0,0,0,0,0,0,0,0,0,0
"115232",0,0,0,0,0,0,0,0,0,0,0
"12211",0,0,0,0,0,0,0,0,0,0,0
"526119",1,0,0,0,0,0,3,0,1,1,0
"2065797",0,0,0,0,0,1,0,0,0,0,1
"282786",0,0,0,0,0,0,1,0,0,0,0
"1714367",0,0,0,0,0,0,0,0,0,0,0
"1148491",0,0,0,0,0,0,0,0,0,0,0
"10912",1,0,0,1,0,0,0,0,0,0,1
"10892",3,0,2,5,0,1,0,0,0,1,0
"10981",0,0,1,2,0,0,0,0,0,0,0
"10879",1,0,0,0,0,0,0,0,0,0,0
"2169862",0,0,0,0,0,0,0,0,0,0,0
"1923244",0,0,0,0,0,0,0,0,0,0,0
"1922770",3,0,0,0,0,0,0,0,0,2,0
"1923634",0,0,0,0,0,0,0,0,0,0,0
"1922692",0,0,0,0,0,0,0,0,0,0,0
"1923335",0,0,0,0,0,0,0,0,0,0,0
"1922696",0,0,0,0,0,0,0,0,0,0,0
"1922769",0,0,0,0,0,0,0,0,0,0,0
"1922551",0,0,0,0,0,0,0,0,1,0,0
"1922860",0,0,0,0,0,0,0,0,0,0,0
"1922547",0,0,0,1,0,0,0,0,0,0,0
"1922634",0,0,0,1,0,0,0,0,0,0,0
"1922789",1,0,0,0,0,0,0,0,0,1,0
"1923282",0,0,0,0,0,0,0,0,0,0,0
"1923687",0,0,0,0,0,0,0,0,0,0,0
"1922529",0,0,0,0,0,0,0,0,0,0,0
"1922922",0,0,0,0,0,0,0,0,0,0,0
"1923630",0,0,0,0,0,0,0,0,0,0,0
"1922377",0,0,0,0,0,0,0,0,0,0,0
"1922361",0,0,0,0,0,0,0,0,0,0,0
"1746058",0,0,0,0,0,0,0,0,0,0,0
"1608133",0,0,0,0,0,0,0,0,0,1,0
"325348",1,0,0,0,0,0,0,0,0,1,0
"172220",0,0,0,0,0,0,0,0,0,0,0
"107324",26,0,13,84,5,6,15,16,46,37,30
"153137",0,0,0,0,0,0,0,0,0,0,0
"161494",0,0,0,1,0,1,0,0,1,3,0
"447897",0,0,0,2,0,1,2,2,0,2,1
"166921",3,0,1,1,0,3,0,4,2,0,2
"1962501",0,0,1,4,0,0,0,0,0,0,1
"320432",2,0,0,0,0,0,0,0,0,1,2
"271108",0,0,0,0,0,0,1,0,0,1,0
"1046267",0,0,0,0,0,0,2,0,0,0,0
"1642929",2,0,0,3,0,0,0,1,2,0,0
"207830",0,0,0,0,1,1,0,0,1,0,0
"101850",0,0,1,2,2,0,1,0,1,1,0
"70600",0,0,0,0,0,1,0,0,0,0,0
"51313",0,0,0,1,0,0,0,0,0,0,0
"10464",0,0,0,1,0,1,0,0,0,0,0
"359919",0,0,0,0,0,0,1,0,1,2,0
"166056",3,0,1,0,0,0,0,1,0,1,0
"362830",0,0,0,0,0,0,1,0,0,0,0
"307444",0,0,0,0,0,0,0,0,0,0,0
"307454",1,0,0,0,0,0,0,0,0,0,0
"130556",0,0,1,0,1,0,0,1,0,1,2
"1233675",0,0,0,0,0,0,0,0,0,0,0
"223321",1,0,0,0,0,0,0,0,0,1,0
"71186",0,0,0,0,0,0,0,0,0,0,0
"1910929",0,0,0,0,0,0,0,0,0,0,0
"2170140",0,0,0,0,0,0,0,0,0,0,0
"1379712",0,0,0,0,0,0,0,0,0,0,0
"325455",1,0,1,0,1,0,0,0,0,0,0
"325454",0,0,0,0,0,0,0,0,0,0,0
"333938",1,0,1,0,0,0,0,0,0,0,0
"2170410",0,0,0,0,0,0,0,0,0,0,0
"185880",0,0,0,0,3,0,0,0,0,0,0
"2747321",0,0,0,0,0,0,0,0,0,0,0
"2053981",0,0,0,0,0,0,0,0,0,0,0
"1128424",0,0,0,0,0,1,0,0,1,0,0
"10484",2,0,1,0,0,0,1,1,0,0,0
"379529",0,0,0,1,0,0,0,0,0,1,0
"2493124",0,0,0,0,0,0,0,1,0,1,0
"2419666",0,0,0,0,0,0,0,0,0,0,0
"1868660",0,0,0,0,0,0,0,0,0,0,0
"1932713",0,0,0,0,0,0,0,0,1,0,0
"2023155",0,0,0,0,0,0,0,0,0,0,0
"224911",0,0,0,1,0,0,0,0,0,1,1
"258594",0,0,3,0,0,0,0,0,0,0,0
"2696058",0,0,1,1,0,1,1,1,1,0,0
"2740298",0,0,0,1,0,0,0,1,0,0,1
"375451",0,0,0,0,0,0,0,0,0,0,0
"234826",0,0,0,0,0,0,0,0,0,1,0
"1840301",0,0,2,0,1,1,0,0,0,0,0
"1840297",0,0,1,0,1,1,1,2,0,4,2
"2082385",0,0,0,11,0,2,0,0,0,0,0
"257310",0,0,0,0,0,0,0,0,0,0,0
"1247414",0,0,0,0,0,0,0,0,0,0,0
"1236608",0,0,0,0,0,0,0,0,1,0,0
"2565559",0,0,0,0,0,4,1,0,0,1,0
"453602",0,0,0,1,0,0,0,1,0,0,0
"1934254",0,0,0,0,0,0,0,0,0,0,0
"2742647",0,0,0,0,0,0,0,0,0,0,0
"2742674",1,0,0,0,0,1,0,0,0,1,0
"2773706",0,0,0,0,0,1,0,0,0,0,1
"861906",1,0,0,0,0,3,1,3,0,1,0
"2810405",0,0,0,0,0,0,0,0,0,0,0
"2675796",0,0,0,0,0,0,1,0,0,0,0
"2675790",0,0,0,5,0,0,1,1,0,1,0
"118099",0,0,1,1,0,0,0,0,0,0,0
"634503",2,0,0,0,0,0,1,0,0,3,0
"529507",2,0,2,2,0,0,1,1,0,0,0
"383749",0,0,0,0,1,0,0,0,0,0,0
"127906",0,0,0,1,0,2,1,0,1,0,0
"263",0,0,0,0,0,0,0,0,0,0,0
"1427364",13,0,0,0,5,8,0,0,0,0,3
"197575",1,0,0,1,0,0,0,1,0,0,0
"1304890",0,0,0,0,0,0,0,2,0,0,0
"246195",0,0,1,0,1,1,0,0,2,1,1
"47874",0,0,1,9,0,2,1,2,0,1,0
"2636055",3,0,2,6,1,1,2,1,0,1,2
"29554",0,0,3,4,1,1,1,0,0,11,0
"243275",0,0,0,0,0,0,0,0,0,0,0
"160",2,0,1,4,4,1,2,0,0,4,1
"498743",1,0,0,1,0,0,0,0,1,0,1
"759914",1,0,1,0,1,0,0,0,1,0,0
"1266923",0,0,0,1,0,0,0,1,0,0,0
"1176423",0,0,0,0,0,0,0,0,0,0,0
"1701828",0,0,0,0,0,0,0,0,0,0,0
"1109713",4,0,1,5,1,1,0,2,1,5,0
"2178923",0,0,1,1,0,0,0,0,0,1,0
"906669",0,0,0,0,0,0,0,0,0,0,1
"31754",0,0,0,1,0,0,0,0,0,0,0
"2126933",0,0,0,0,0,0,1,0,0,0,0
"2283265",0,0,0,0,17,0,0,0,0,1,0
"1239381",0,0,0,0,0,0,1,0,0,0,0
"1567453",0,0,0,0,0,0,0,2,0,0,0
"1647473",3,0,3,0,2,0,0,1,1,2,1
"1097754",1,0,0,1,0,0,0,0,0,0,0
"1195075",0,0,0,0,0,0,0,0,1,0,0
"205870",1,0,0,1,0,0,0,0,0,0,0
"1993879",2,0,0,0,2,1,0,0,0,0,0
"1982096",0,0,0,0,0,2,1,0,1,0,0
"2201441",1,0,3,1,3,0,0,0,0,0,1
"2734256",2,0,0,0,0,1,0,3,0,1,0
"2734221",0,0,1,0,1,3,0,1,1,3,0
"2734228",0,0,0,0,0,1,0,0,0,0,0
"1623278",0,0,0,0,0,0,0,0,0,0,0
"1982240",0,0,1,0,0,0,0,0,0,1,0
"2169612",0,0,0,0,0,0,0,0,0,0,1
"2734213",2,0,0,0,0,0,0,0,0,0,0
"2560158",0,0,0,1,0,1,1,0,0,1,0
"1982365",0,0,0,0,0,0,0,0,0,0,0
"1982092",0,0,1,0,0,1,0,1,0,0,0
"1921713",0,0,0,1,0,0,0,4,0,0,0
"1981023",0,0,0,0,0,0,0,0,0,0,0
"1633149",0,0,0,0,0,0,0,0,0,0,0
"2560395",0,0,2,0,1,0,1,0,0,2,0
"2560161",0,0,0,0,0,0,0,1,1,0,0
"2733170",0,0,0,1,0,7,2,0,0,0,1
"1982575",2,0,0,1,1,0,0,2,0,0,1
"2560220",3,0,0,0,0,0,0,0,0,1,0
"1982570",0,0,1,0,0,2,0,3,0,1,0
"2448216",1,0,0,0,0,0,0,0,1,0,0
"1109716",0,0,0,0,0,0,0,0,0,1,2
"1982236",0,0,0,0,0,0,1,0,0,2,0
"2508071",0,0,1,0,0,1,0,0,0,0,0
"2588093",0,0,0,0,0,0,0,0,0,0,0
"1262527",0,0,2,0,0,0,1,0,1,0,0
"1883374",1,0,0,1,0,0,0,1,0,0,0
"1883365",0,0,0,0,1,2,0,0,0,1,0
"1985303",0,0,0,1,0,0,0,0,0,0,0
"1980949",0,0,0,0,0,0,0,0,0,0,1
"1915208",0,0,1,0,0,0,1,0,0,0,0
"2752534",1,0,2,0,0,0,0,0,1,0,0
"1984776",2,0,0,0,0,1,0,2,1,1,2
"2734127",0,0,0,0,1,1,0,0,0,0,0
"2734142",0,0,0,0,0,0,1,0,0,2,0
"261726",0,0,1,1,0,0,1,0,1,0,0
"2560131",0,0,1,2,0,0,2,1,0,0,0
"2734156",1,0,0,0,0,0,0,0,0,0,0
"2594891",2,0,0,1,0,0,0,0,0,3,0
"2733098",0,0,0,0,0,0,0,0,0,0,0
"1921705",0,0,1,0,0,0,0,0,0,0,0
"2557554",1,0,0,0,0,0,0,1,1,0,0
"2712958",0,0,0,0,0,0,0,0,0,0,0
"2489597",0,0,1,1,0,0,0,0,0,0,0
"1921187",0,0,0,0,1,0,0,0,0,1,0
"188350",0,0,0,0,0,0,0,0,0,0,0
"440250",0,0,0,0,0,0,0,0,0,0,0
"1857845",1,0,0,4,0,0,1,1,0,0,1
"1918721",0,0,0,1,0,1,0,0,0,0,1
"2732689",1,0,0,0,0,0,1,0,1,0,0
"2733918",0,0,0,0,0,0,0,0,0,0,0
"2733938",0,0,0,0,0,0,0,0,0,0,0
"2733923",1,0,1,0,0,0,0,0,0,0,0
"2731935",0,0,0,1,0,0,0,0,0,0,0
"2733959",0,0,0,2,0,0,0,0,0,0,0
"2731981",0,0,0,0,0,0,0,0,0,0,0
"2732927",0,0,0,0,0,0,0,0,0,0,0
"2733995",0,0,0,2,0,0,0,0,0,0,1
"2560233",0,0,0,0,2,0,0,0,0,1,0
"2732966",0,0,0,0,1,2,4,1,0,0,0
"1073767",0,0,0,0,0,0,0,0,0,0,0
"2733978",1,0,0,0,0,0,0,0,0,0,0
"317858",3,0,1,2,0,0,0,0,0,0,0
"320884",0,0,0,0,0,0,0,0,0,0,0
"756285",0,0,0,1,0,0,0,0,0,0,0
"1273750",0,0,0,2,0,0,0,0,0,0,0
"1592100",0,0,0,0,0,0,0,0,0,0,0
"1590154",0,0,1,0,0,0,0,1,0,0,0
"1391456",0,0,0,0,0,0,0,0,1,0,0
"455364",1,0,0,0,0,1,0,2,0,9,0
"2065215",0,0,0,0,0,1,1,2,0,0,0
"10286",2,0,2,2,1,2,2,1,0,0,0
"190065",1,0,0,0,0,0,0,0,0,0,1
"513550",0,0,0,0,0,0,0,0,0,0,0
"326574",0,0,0,5,0,0,0,0,0,3,1
"1985362",0,0,0,0,0,0,0,0,0,0,0
"164416",0,0,0,0,0,0,0,0,0,0,0
"59563",0,0,0,0,0,0,0,0,0,0,0
"2169998",1,0,0,0,0,0,0,0,0,0,0
"116056",0,0,0,0,0,0,0,0,0,0,0
"154339",0,0,0,0,0,0,0,0,0,0,0
"1911600",0,0,0,0,0,0,0,0,0,0,0
"228582",0,0,0,0,0,1,0,0,0,0,0
"2499607",1,0,0,0,0,0,0,0,0,0,0
"2732908",0,0,0,0,0,0,0,0,0,0,0
"12777",0,0,0,0,0,0,0,0,0,0,0
"12844",0,0,0,0,0,0,0,0,0,0,0
"12196",0,0,0,0,0,0,1,0,0,1,0
"358104",0,0,0,0,0,0,0,0,0,0,0
"145856",0,0,0,0,0,0,0,0,0,0,0
"1299306",1,0,0,1,0,0,0,0,0,0,1
"675845",0,0,1,1,0,0,0,0,0,0,0
"2560198",0,0,0,0,0,0,0,0,0,0,0
"1004049",0,0,0,0,0,0,0,0,1,0,0
