"","X0n7bM2TOMPOOA100365.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"2560589",0,3,0,4,0,0,0,0,0,0,1
"1636203",0,2,0,0,0,0,0,0,0,0,0
"2734283",0,1,1,0,2,0,0,0,0,0,1
"2560683",0,2,0,0,1,0,0,0,0,0,0
"2560787",0,1,0,0,0,1,0,6,28,0,0
"2560788",0,1,0,0,0,0,0,0,1,0,0
"2560842",0,2,0,0,0,0,1,0,0,0,0
"2560720",0,1,0,0,0,0,0,1,0,0,0
"1982229",0,1,0,0,1,2,0,0,1,0,0
"2734274",0,2,5,0,4,5,1,0,3,2,1
"1982368",0,1,0,3,0,0,0,0,1,0,0
"2560499",0,2,1,0,0,2,0,1,0,0,0
"1982378",0,1,0,0,0,0,0,0,0,0,0
"1982078",0,2,0,0,0,0,1,0,0,0,0
"2734290",0,1,1,0,1,0,0,0,0,0,0
"1406788",0,1,1,0,0,0,0,1,0,0,0
"329254",0,1,0,0,0,0,1,0,0,0,0
"2733205",0,1,0,0,0,0,0,1,0,0,1
"1982106",0,1,2,0,0,0,0,0,0,0,0
"1982239",0,1,0,0,1,0,0,1,0,0,0
"2560486",0,1,2,1,1,0,39,0,0,0,0
"2734261",0,1,0,4,3,1,0,0,0,2,0
"1982554",0,1,0,0,0,0,0,0,0,0,0
"1982557",0,1,0,0,0,0,0,0,0,1,0
"2734246",0,1,0,0,0,1,2,1,0,0,0
"2448213",0,1,0,0,0,0,1,1,0,0,0
"2169655",0,1,2,0,0,0,0,2,0,0,0
"2560703",0,1,0,0,0,0,0,0,0,0,0
"1910992",0,1,0,0,0,0,0,0,2,2,0
"2560656",0,1,0,0,0,1,0,0,0,0,0
"2115965",0,1,0,0,0,0,0,0,0,0,0
"1498228",0,6,3,0,0,0,0,0,0,0,0
"1173297",0,2,0,0,0,1,1,4,0,0,0
"1129194",0,1,0,0,0,0,0,0,0,0,0
"2023998",0,1,0,0,0,0,0,0,0,0,0
"1150991",0,1,1,0,0,0,1,0,0,0,0
"754074",0,1,0,0,0,0,0,0,0,0,0
"754058",0,1,0,0,1,0,0,0,0,0,0
"699370",0,1,1,0,0,0,0,0,1,0,0
"1278479",0,1,2,0,0,0,0,0,1,0,0
"1279082",0,1,1,0,0,2,1,1,1,3,1
"1567014",0,1,0,0,0,0,0,0,0,0,0
"1880590",0,1,0,0,0,0,1,0,0,0,0
"536453",0,1,0,0,0,0,0,0,0,0,0
"536444",0,1,0,0,0,0,0,0,0,0,0
"2588094",0,1,0,0,0,0,0,0,0,0,0
"33771",0,1,0,0,0,0,0,0,0,0,0
"55884",0,1,0,0,0,0,0,0,0,0,0
"2767579",0,1,0,1,0,1,1,3,0,0,0
"137511",0,1,0,0,0,0,0,0,0,0,0
"1560342",0,1,0,0,0,0,0,0,0,0,0
"1458861",0,1,0,0,0,0,0,0,0,0,0
"1913650",0,2,1,0,1,0,0,0,1,0,1
"279006",0,1,0,0,0,1,0,0,0,1,0
"2006136",0,1,0,0,0,0,0,0,0,0,0
"1914851",0,5,1,1,0,3,3,0,0,1,0
"2201163",0,2,0,0,0,0,0,0,0,0,0
"1980950",0,1,0,0,0,0,1,0,0,0,0
"2560301",0,1,2,0,0,0,0,2,0,0,0
"2733083",0,3,0,0,0,0,0,0,0,1,0
"2733081",0,2,0,0,0,0,0,0,0,0,0
"2732975",0,1,0,0,0,0,0,0,0,0,0
"2732985",0,1,0,0,0,0,0,1,0,0,0
"2169990",0,1,0,0,0,0,0,0,1,0,0
"1985292",0,3,2,0,1,0,0,0,2,1,0
"417280",0,2,0,0,5,2,1,1,1,2,0
"2006171",0,1,0,0,0,0,0,0,0,0,0
"1636618",0,4,0,0,0,0,0,0,0,1,0
"2560802",0,3,0,0,0,0,0,0,3,2,0
"2734078",0,1,0,0,0,0,0,0,0,0,0
"1984787",0,2,0,0,0,1,0,0,0,1,0
"2560849",0,2,1,0,2,0,0,0,1,0,1
"1984779",0,1,0,0,0,0,0,0,0,0,0
"2560269",0,2,3,0,1,0,0,0,1,0,0
"1921525",0,2,0,0,0,0,0,1,0,1,0
"2734116",0,2,0,0,0,0,0,1,0,2,0
"115987",0,1,0,0,0,1,0,0,0,0,0
"1231361",0,2,0,1,0,0,0,1,2,0,0
"2734128",0,1,0,1,0,0,0,0,2,0,0
"2752521",0,1,0,0,0,0,1,0,1,0,0
"2734101",0,1,0,0,0,0,0,0,0,0,0
"2734083",0,1,1,0,0,0,0,2,0,0,0
"2734088",0,1,1,0,0,1,0,0,2,2,0
"2734106",0,1,0,0,0,0,0,0,0,0,0
"2560406",0,1,0,0,1,0,5,1,0,2,1
"1921407",0,1,0,0,0,0,0,0,0,0,0
"2560677",0,1,0,0,0,0,0,0,0,0,0
"1918727",0,1,1,0,0,0,0,0,0,0,0
"2560094",0,1,1,0,1,0,0,1,0,0,2
"2560495",0,1,3,0,0,0,0,1,0,0,0
"1987158",0,1,0,0,0,0,0,0,0,0,0
"1983541",0,1,0,0,0,0,0,0,0,0,0
"1636270",0,1,0,0,0,1,0,0,0,0,0
"2725606",0,1,1,1,1,0,0,0,3,1,0
"948071",0,1,0,0,0,0,0,0,0,0,0
"2591033",0,1,0,0,0,0,0,0,0,0,0
"2596674",0,1,0,1,0,0,0,1,0,0,10
"2734259",0,3,1,0,0,1,0,1,0,1,0
"1982591",0,5,2,1,2,1,1,1,1,2,0
"1982592",0,1,0,0,0,2,2,0,0,2,0
"2169962",0,1,0,0,0,0,1,0,0,2,0
"2734190",0,2,0,0,0,0,0,0,0,0,0
"2734189",0,1,0,0,1,0,1,1,1,0,0
"2170216",0,1,0,0,0,0,0,0,0,0,0
"1982596",0,1,0,0,0,0,0,0,3,0,2
"2734160",0,1,0,0,0,0,0,0,0,0,0
"2734159",0,1,1,0,0,0,0,0,1,0,0
"545932",0,1,0,0,0,0,0,0,0,0,0
"1917990",0,1,0,0,0,1,0,0,0,1,0
"1918010",0,1,0,0,0,0,1,0,1,0,0
"1857843",0,3,0,3,0,0,0,1,1,1,0
"298338",0,1,0,0,0,0,0,0,0,0,0
"2732968",0,1,0,0,1,0,0,0,1,1,0
"857312",0,1,0,0,0,0,0,1,0,1,0
"2732932",0,4,0,0,1,1,1,0,0,0,3
"2732931",0,1,2,0,0,0,0,1,1,0,0
"2732694",0,2,0,0,0,0,2,0,0,0,0
"2732693",0,1,0,1,0,0,1,1,0,0,0
"2732690",0,1,0,0,0,0,0,0,1,1,1
"2732684",0,1,0,0,0,0,0,1,1,0,0
"2732937",0,2,0,0,0,0,1,0,2,1,0
"2732939",0,1,0,0,0,0,0,0,0,0,0
"2732918",0,3,0,0,0,0,0,0,0,0,0
"2732925",0,1,0,0,0,0,0,0,0,1,0
"2732913",0,3,1,0,0,0,0,2,2,0,0
"2732912",0,1,0,0,0,0,0,0,1,0,0
"1316739",0,1,0,0,0,0,0,0,0,0,0
"2733951",0,1,0,0,1,0,0,0,0,0,0
"2733942",0,1,0,0,0,0,1,0,0,1,0
"2733928",0,1,0,0,0,0,0,0,0,0,0
"2733926",0,1,0,0,0,0,0,0,0,1,0
"2733919",0,1,1,0,0,0,0,0,1,0,4
"2733904",0,1,0,0,0,0,0,0,1,0,1
"2733896",0,1,0,0,0,0,0,0,1,0,0
"2733894",0,1,0,0,0,0,0,0,0,0,0
"2560297",0,1,0,0,0,0,0,0,1,1,1
"2732017",0,1,0,0,0,0,0,2,0,1,0
"2560651",0,1,0,0,0,0,0,0,0,1,0
"2560546",0,1,0,0,0,0,0,0,0,0,0
"1527770",0,1,0,0,1,0,0,0,0,0,0
"1785960",0,1,0,0,0,0,0,0,0,0,0
"2584487",0,1,0,0,0,0,0,0,0,0,0
"1262513",0,2,0,0,0,0,0,0,0,0,0
"2731621",0,1,0,0,0,0,0,0,0,1,0
"187217",0,1,2,0,0,0,0,0,0,0,0
"2732086",0,1,0,0,0,0,0,0,1,0,0
"1920860",0,1,0,0,0,0,0,0,0,0,0
"2733975",0,1,0,0,0,0,0,0,0,0,0
"150286",0,1,0,0,0,0,0,1,1,0,0
"317878",0,1,0,1,1,0,0,0,0,0,0
"85655",0,1,1,0,1,2,1,3,1,0,0
"2282206",0,2,0,0,0,0,0,0,0,0,0
"261939",0,1,1,0,0,0,0,1,0,0,0
"1273746",0,2,0,0,0,0,1,2,4,0,1
"1454029",0,1,0,0,0,0,0,0,0,0,0
"1592094",0,1,0,0,0,0,0,0,0,0,0
"1859492",0,2,3,1,0,0,0,0,2,0,0
"2010275",0,1,0,0,0,0,0,0,0,0,0
"2005509",0,7,0,0,1,0,0,1,1,0,0
"10275",0,2,0,0,0,0,0,0,0,0,0
"40070",0,2,0,0,2,0,1,1,0,0,0
"10265",0,1,0,0,0,1,0,0,0,1,0
"10282",0,1,0,0,0,0,0,0,0,0,0
"2733296",0,1,1,0,0,0,0,1,1,0,0
"2733297",0,1,0,0,0,0,0,0,0,0,0
"10506",0,1,0,0,0,0,0,0,1,0,0
"113370",0,1,0,1,0,0,1,1,2,1,0
"1146874",0,1,0,0,0,0,0,0,0,0,0
"536079",0,1,1,0,0,0,1,0,0,0,0
"129953",0,1,0,0,0,0,0,1,0,0,0
"1146875",0,5,2,1,1,0,3,3,2,0,0
"190062",0,1,0,0,0,0,1,0,1,0,0
"32613",0,1,0,0,0,0,0,0,0,0,0
"35303",0,1,0,0,1,0,0,0,3,0,0
"1513300",0,1,0,0,0,0,0,0,0,0,0
"11271",0,1,0,0,0,0,1,0,1,0,0
"2560076",0,1,1,0,0,0,1,0,1,2,0
"186458",0,1,0,0,0,0,1,0,0,0,0
"2501972",0,1,0,0,0,1,0,0,0,0,0
"1883068",0,1,0,0,0,0,0,0,0,0,0
"1921703",0,1,0,0,0,0,0,0,0,0,0
"1435457",0,1,1,0,0,0,0,0,0,0,0
"1884456",0,1,0,0,0,0,0,0,0,0,0
"1980533",0,1,0,0,0,0,0,0,0,0,0
"1980517",0,1,1,0,0,0,0,1,0,0,0
"1299308",0,1,0,0,0,0,0,0,0,0,0
"229030",0,1,0,0,0,0,0,0,1,0,0
"1416026",0,1,1,0,0,0,0,0,0,0,0
"2030954",0,1,0,0,0,1,1,0,0,0,0
"349945",0,1,0,1,0,0,0,0,0,0,0
"1206566",0,1,0,0,0,0,0,0,0,0,0
"339419",0,1,0,0,0,0,0,0,0,0,0
"12151",0,1,0,0,0,0,0,0,0,0,0
"312273",0,1,0,0,0,0,0,0,0,1,0
"71030",0,1,0,0,0,0,0,0,0,0,0
"312008",0,1,0,0,0,0,0,0,0,0,0
"445435",0,1,0,0,0,0,0,0,0,0,0
"1324959",0,1,0,0,0,0,0,0,0,0,0
"2364281",0,1,0,0,0,0,0,0,0,1,0
"11041",0,1,0,0,0,0,0,0,0,0,0
"35279",0,1,0,0,0,0,0,0,0,0,0
"2008769",0,1,0,0,0,0,0,0,0,0,0
"39734",0,1,0,0,0,0,0,0,0,0,0
"693995",0,2,1,0,0,0,0,0,0,0,0
"325675",0,1,0,0,0,0,0,0,0,0,0
"2508223",0,1,0,0,0,0,0,0,0,0,0
"12270",0,4,1,0,0,0,1,0,0,1,0
"12258",0,1,0,0,0,0,0,0,0,0,0
"51354",0,1,0,0,0,0,0,0,0,0,0
"1821751",0,1,1,0,0,0,0,0,0,0,0
"138950",0,1,0,0,0,0,0,0,0,0,0
"2003649",0,1,0,0,0,0,0,0,0,0,0
"115232",0,1,0,0,0,0,0,0,0,0,0
"12211",0,1,0,0,0,0,0,0,0,0,0
"526119",0,1,0,0,1,0,1,1,0,0,0
"2065797",0,1,0,0,0,0,0,0,0,0,0
"282786",0,1,0,0,0,0,0,0,0,0,0
"1714367",0,1,0,0,0,0,1,0,0,0,0
"1148491",0,1,0,0,0,0,0,0,0,0,1
"10912",0,2,0,0,0,0,0,0,0,0,0
"10892",0,1,0,0,0,1,2,0,0,0,1
"10981",0,1,2,0,0,0,0,0,0,0,0
"10879",0,1,2,0,0,0,0,0,0,0,0
"2169862",0,1,0,0,0,0,0,0,0,0,0
"1923244",0,3,0,0,0,0,0,0,0,0,0
"1922770",0,2,1,0,0,0,0,0,1,0,0
"1923634",0,1,0,0,0,0,0,0,0,0,0
"1922692",0,1,0,0,0,0,0,0,0,0,0
"1923335",0,1,0,0,0,0,0,0,0,0,0
"1922696",0,1,0,0,0,0,0,0,0,0,0
"1922769",0,1,0,0,0,0,0,0,0,0,1
"1922551",0,1,0,0,0,1,0,0,0,0,0
"1922860",0,1,0,0,0,0,0,0,0,0,0
"1922547",0,1,0,0,0,0,0,0,0,0,0
"1922634",0,1,0,0,0,0,0,0,0,0,0
"1922789",0,1,0,0,0,0,0,0,0,0,0
"1923282",0,1,0,0,0,0,0,0,0,0,0
"1923687",0,1,0,0,0,0,0,0,0,0,0
"1922529",0,1,0,0,0,0,0,0,0,0,0
"1922922",0,1,0,0,0,0,0,0,0,0,0
"1923630",0,1,0,0,0,0,0,0,0,0,0
"1922377",0,1,0,0,0,0,0,0,0,0,0
"1922361",0,1,0,0,0,0,0,0,0,0,0
"1746058",0,1,0,0,0,0,0,0,0,0,0
"1608133",0,1,0,0,0,0,0,0,0,0,0
"325348",0,3,0,0,0,0,0,1,0,0,0
"172220",0,1,0,0,0,0,0,0,0,0,0
"107324",0,1,0,0,0,31,6,7,0,320,41
"153137",0,1,0,0,0,0,0,0,0,0,0
"161494",0,4,1,0,0,2,1,0,1,1,1
"447897",0,2,1,0,0,1,1,0,2,0,0
"166921",0,2,0,0,2,1,2,3,3,1,0
"1962501",0,2,1,0,0,1,0,1,0,1,1
"320432",0,1,0,0,0,0,0,0,0,0,0
"271108",0,1,0,0,0,0,1,0,0,0,0
"1046267",0,1,0,0,0,0,0,0,0,0,0
"1642929",0,1,1,1,0,0,0,0,1,0,0
"207830",0,1,2,0,0,0,0,1,0,0,0
"101850",0,1,0,0,0,0,0,1,0,0,0
"70600",0,1,1,0,1,0,0,0,0,0,0
"51313",0,1,0,1,0,0,0,0,0,0,0
"10464",0,2,0,0,1,0,0,0,0,0,0
"359919",0,2,0,0,0,1,0,2,2,0,0
"166056",0,1,0,0,0,0,1,1,0,0,0
"362830",0,1,0,0,0,0,0,1,0,0,0
"307444",0,1,0,0,0,0,0,0,0,0,0
"307454",0,1,0,0,0,0,0,0,2,0,0
"130556",0,1,0,0,2,0,1,0,2,0,0
"1233675",0,2,0,0,0,0,0,0,0,0,0
"223321",0,2,0,0,0,0,0,0,2,0,0
"71186",0,1,0,0,0,0,0,0,0,0,0
"1910929",0,1,0,0,0,0,0,0,0,0,0
"2170140",0,1,0,0,0,0,0,0,0,0,0
"1379712",0,1,0,0,0,0,0,0,0,0,0
"325455",0,1,0,0,0,0,0,0,0,0,1
"325454",0,1,0,0,0,0,0,0,0,0,0
"333938",0,1,0,0,0,1,0,1,0,0,0
"2170410",0,1,0,0,0,0,0,0,0,0,0
"185880",0,1,0,0,0,0,0,0,0,0,0
"2747321",0,2,0,0,0,0,0,0,0,0,0
"2053981",0,1,0,0,0,0,0,0,0,0,0
"1128424",0,2,0,0,1,0,1,0,0,0,0
"10484",0,1,0,0,0,0,0,0,0,0,0
"379529",0,3,0,0,0,0,0,0,0,0,0
"2493124",0,3,1,0,0,1,0,0,2,0,1
"2419666",0,2,1,0,0,0,0,0,0,0,0
"1868660",0,2,0,0,0,0,0,0,0,0,0
"1932713",0,1,0,0,0,0,0,0,0,0,0
"2023155",0,1,0,0,0,0,0,0,0,0,0
"224911",0,0,1,0,0,1,0,0,0,0,0
"258594",0,0,2,0,0,0,1,0,0,0,0
"2696058",0,0,1,0,1,1,1,2,0,0,0
"2740298",0,0,1,4,0,1,0,0,0,2,0
"375451",0,0,1,0,0,0,0,0,0,0,0
"234826",0,0,2,0,0,1,0,0,1,0,0
"1840301",0,0,2,0,1,0,0,0,0,0,0
"1840297",0,0,1,0,2,0,1,0,2,1,4
"2082385",0,0,1,0,0,0,0,0,0,0,0
"257310",0,0,1,0,0,0,0,0,0,0,0
"1247414",0,0,1,0,0,0,0,0,0,0,0
"1236608",0,0,1,0,0,0,0,0,0,0,0
"2565559",0,0,1,0,0,0,1,0,0,0,0
"453602",0,0,1,0,0,0,0,0,0,0,0
"1934254",0,0,1,0,0,0,0,0,0,0,0
"2742647",0,0,1,0,0,0,0,0,0,0,0
"2742674",0,0,1,0,0,1,0,3,0,2,0
"2773706",0,0,1,0,0,0,0,0,1,0,0
"861906",0,0,1,1,2,0,1,7,1,0,0
"2810405",0,0,1,0,0,0,0,0,0,1,0
"2675796",0,0,1,0,1,0,0,0,0,2,0
"2675790",0,0,1,0,1,0,0,0,0,2,1
"118099",0,0,1,0,0,0,0,0,0,0,0
"634503",0,0,1,0,0,2,0,2,0,1,0
"529507",0,0,5,0,0,0,0,0,1,1,1
"383749",0,0,1,0,0,0,0,0,0,0,0
"127906",0,0,1,0,0,0,0,0,0,0,0
"263",0,0,6,0,0,1,0,0,0,0,0
"1427364",0,0,2,0,0,0,0,0,0,0,0
"197575",0,0,1,1,0,0,0,0,0,0,0
"1304890",0,0,1,0,0,0,0,0,0,0,0
"246195",0,0,1,0,0,0,0,0,0,0,1
"47874",0,0,1,0,3,2,0,6,3,3,1
"2636055",0,0,1,0,0,0,0,4,3,0,2
"29554",0,0,1,2,1,0,1,0,1,4,0
"243275",0,0,1,0,0,0,0,0,0,0,0
"160",0,0,1,1,1,1,2,0,2,0,0
"498743",0,0,1,0,0,0,0,0,0,0,0
"759914",0,0,2,0,0,0,1,0,1,2,0
"1266923",0,0,1,0,0,1,0,0,0,0,0
"1176423",0,0,2,0,0,0,0,0,0,0,0
"1701828",0,0,2,0,0,0,0,0,0,0,0
"1109713",0,0,2,0,1,0,1,1,1,2,1
"2178923",0,0,1,0,0,0,1,0,0,0,0
"906669",0,0,1,0,0,0,0,0,0,0,0
"31754",0,0,1,0,0,0,0,1,0,1,0
"2126933",0,0,1,0,0,0,0,0,0,0,0
"2283265",0,0,1,0,0,0,0,2,0,3,2
"1239381",0,0,1,0,0,0,0,0,0,0,0
"1567453",0,0,1,0,1,0,0,0,0,0,0
"1647473",0,0,1,0,0,1,0,0,1,2,1
"1097754",0,0,1,0,0,0,0,0,0,0,1
"1195075",0,0,1,0,1,0,0,0,0,0,0
"205870",0,0,1,0,1,0,0,0,0,0,0
"1993879",0,0,1,0,0,0,1,0,1,0,1
"1982096",0,0,1,0,0,1,0,0,0,0,0
"2201441",0,0,2,0,0,1,0,2,0,1,0
"2734256",0,0,1,0,1,1,0,0,3,1,0
"2734221",0,0,1,0,0,0,1,2,0,1,0
"2734228",0,0,1,0,1,0,0,0,0,0,0
"1623278",0,0,3,0,0,0,0,0,0,0,0
"1982240",0,0,3,1,0,0,0,0,0,0,0
"2169612",0,0,1,0,0,0,0,0,0,0,0
"2734213",0,0,2,0,1,0,0,0,0,0,0
"2560158",0,0,2,0,1,0,0,0,0,0,0
"1982365",0,0,2,0,1,0,0,0,0,0,0
"1982092",0,0,1,0,0,0,0,0,0,0,0
"1921713",0,0,1,1,1,0,0,0,0,0,0
"1981023",0,0,1,0,0,0,0,0,0,0,0
"1633149",0,0,1,0,0,0,0,0,0,0,0
"2560395",0,0,1,0,0,0,0,0,0,0,0
"2560161",0,0,1,0,0,0,0,0,0,0,0
"2733170",0,0,1,0,0,0,0,1,0,0,1
"1982575",0,0,1,0,0,3,0,2,4,0,0
"2560220",0,0,1,0,0,0,0,0,0,1,3
"1982570",0,0,1,0,0,0,1,0,1,2,1
"2448216",0,0,1,0,0,0,0,1,0,0,0
"1109716",0,0,1,0,0,0,0,1,0,2,0
"1982236",0,0,1,0,0,0,0,1,0,0,0
"2508071",0,0,1,0,0,0,1,1,1,0,0
"2588093",0,0,1,0,0,0,0,0,0,0,0
"1262527",0,0,1,0,0,0,0,0,2,0,0
"1883374",0,0,1,0,0,0,0,0,0,0,0
"1883365",0,0,1,0,0,0,1,0,0,0,0
"1985303",0,0,1,0,0,0,0,0,0,0,0
"1980949",0,0,1,0,0,0,1,1,0,0,0
"1915208",0,0,2,0,1,0,0,0,0,0,0
"2752534",0,0,3,0,0,1,1,0,0,1,0
"1984776",0,0,2,0,0,0,4,0,3,0,0
"2734127",0,0,2,0,0,0,0,0,0,0,0
"2734142",0,0,1,0,0,0,1,1,1,0,0
"261726",0,0,1,0,0,1,0,0,0,0,0
"2560131",0,0,1,0,0,0,3,0,0,0,0
"2734156",0,0,1,0,0,0,0,0,0,0,0
"2594891",0,0,1,0,0,0,1,0,2,0,0
"2733098",0,0,1,0,0,0,1,0,0,0,0
"1921705",0,0,1,0,0,0,0,0,0,0,0
"2557554",0,0,1,0,0,0,0,0,1,1,0
"2712958",0,0,1,0,1,0,0,0,0,0,0
"2489597",0,0,1,0,0,0,0,1,2,0,0
"1921187",0,0,1,0,0,0,0,0,0,0,0
"188350",0,0,1,0,0,0,0,0,0,0,0
"440250",0,0,1,0,0,0,0,0,0,0,0
"1857845",0,0,1,0,0,0,0,0,0,0,0
"1918721",0,0,1,0,1,0,0,0,0,0,0
"2732689",0,0,1,0,0,0,0,0,0,0,0
"2733918",0,0,1,0,0,0,0,0,0,0,8
"2733938",0,0,1,0,0,0,0,0,0,0,0
"2733923",0,0,1,0,0,0,0,0,0,0,0
"2731935",0,0,1,0,0,0,0,2,0,0,0
"2733959",0,0,1,0,0,0,0,0,0,0,0
"2731981",0,0,1,0,0,0,0,0,0,0,0
"2732927",0,0,1,0,0,0,0,0,0,0,0
"2733995",0,0,1,0,0,0,0,1,0,0,0
"2560233",0,0,1,0,0,0,0,0,0,1,0
"2732966",0,0,1,0,0,0,0,0,1,0,0
"1073767",0,0,1,0,0,0,0,0,0,0,0
"2733978",0,0,1,0,0,0,0,0,2,0,0
"317858",0,0,2,0,1,0,2,1,1,0,1
"320884",0,0,1,0,0,0,0,0,0,0,0
"756285",0,0,1,0,0,0,0,0,0,0,0
"1273750",0,0,1,0,0,1,0,1,0,0,0
"1592100",0,0,2,0,0,0,0,0,0,0,0
"1590154",0,0,1,1,0,0,0,0,0,1,0
"1391456",0,0,1,0,0,0,0,0,0,0,0
"455364",0,0,3,0,0,0,1,0,0,0,1
"2065215",0,0,1,0,1,0,0,0,0,0,0
"10286",0,0,2,0,0,0,1,1,0,0,0
"190065",0,0,2,0,1,0,0,0,0,0,1
"513550",0,0,1,0,0,0,0,0,0,0,0
"326574",0,0,1,0,0,1,2,0,2,0,1
"1985362",0,0,2,0,0,0,0,0,0,0,0
"164416",0,0,1,0,0,0,0,0,0,0,0
"59563",0,0,1,0,0,0,0,0,0,0,0
"2169998",0,0,1,0,1,0,0,0,0,0,0
"116056",0,0,1,0,0,0,0,0,0,0,0
"154339",0,0,1,0,0,0,0,0,0,0,0
"1911600",0,0,1,0,0,0,0,0,0,0,0
"228582",0,0,1,0,0,0,0,0,0,0,0
"2499607",0,0,1,0,0,0,0,0,0,0,0
"2732908",0,0,1,0,0,1,0,1,0,0,0
"12777",0,0,1,0,0,0,0,0,0,0,0
"12844",0,0,2,0,0,0,0,0,0,0,0
"12196",0,0,1,0,4,1,0,0,0,0,0
"358104",0,0,1,0,0,0,0,0,0,0,0
"145856",0,0,1,0,0,0,0,0,0,0,0
"1299306",0,0,1,0,0,1,0,0,0,0,0
"675845",0,0,1,0,0,0,0,0,0,0,0
"2560198",0,0,1,0,0,0,0,0,0,0,0
"1004049",0,0,1,0,0,0,0,0,0,0,0
"2138326",0,0,1,0,0,0,0,0,0,0,0
"1923345",0,0,1,0,0,0,0,0,0,0,0
"1922768",0,0,1,0,0,0,0,0,0,0,0
"1922593",0,0,1,0,0,0,0,0,0,0,0
"1923350",0,0,1,0,0,0,0,0,0,0,0
"1922680",0,0,1,0,0,0,0,0,0,0,0
"1923612",0,0,1,0,0,0,0,0,0,0,0
"1923154",0,0,1,0,0,0,0,0,0,0,0
"1923626",0,0,1,0,0,0,0,0,0,0,0
"1923486",0,0,1,0,0,0,0,0,0,0,0
"1923650",0,0,1,0,0,0,0,0,0,0,1
"1922713",0,0,1,0,0,0,0,0,0,0,0
"1740646",0,0,1,0,1,0,0,0,0,0,0
"2164101",0,0,1,0,0,0,1,0,0,2,0
"1565088",0,0,1,0,0,0,0,0,0,0,0
"10455",0,0,1,0,0,0,0,0,0,0,0
"1987479",0,0,1,0,0,0,0,0,1,0,0
"2169746",0,0,2,0,1,0,1,1,1,0,0
"2072024",0,0,1,0,0,0,0,0,0,0,0
"128941",0,0,4,0,0,0,0,0,0,0,0
"2169739",0,0,1,0,0,0,0,0,0,0,0
"1985403",0,0,1,0,0,0,0,0,0,0,0
"2170113",0,0,1,0,0,0,0,0,0,0,0
"1513201",0,0,1,0,0,0,0,0,0,0,0
"2747320",0,0,1,1,0,0,0,0,0,0,0
"2011078",0,0,1,0,0,0,0,0,0,0,0
"270161",0,0,2,0,0,0,0,0,0,1,0
"300186",0,0,1,0,0,0,0,0,0,0,0
"687355",0,0,1,0,0,0,0,0,0,0,0
"1619220",0,0,1,0,0,0,0,1,0,0,0
"285013",0,0,1,0,0,0,0,0,1,0,0
"523909",0,0,1,0,0,2,0,1,0,2,0
"935547",0,0,0,0,0,0,0,0,0,0,0
"1121028",0,0,0,0,0,0,0,0,0,0,0
"453842",0,0,0,0,0,0,0,0,0,0,0
"320483",0,0,0,0,0,0,0,0,0,0,0
"360910",0,0,0,1,0,0,0,1,0,0,1
"65699",0,0,0,0,0,0,0,0,0,0,0
"2742661",0,0,0,0,0,0,2,0,1,0,0
"2742671",0,0,0,0,0,0,0,0,0,0,0
"2566012",0,0,0,0,0,0,1,0,0,2,0
"2048776",0,0,0,1,0,1,0,0,0,0,0
"566546",0,0,0,0,0,0,0,0,0,0,0
"2773705",0,0,0,0,0,0,0,0,0,0,0
"1938820",0,0,0,0,1,1,5,2,2,1,2
"2518975",0,0,0,1,0,1,0,2,1,3,0
"1157951",0,0,0,0,0,0,0,0,1,0,1
"452803",0,0,0,0,2,0,0,1,0,0,0
"190893",0,0,0,7,0,38,0,0,0,0,11
"1160720",0,0,0,0,0,0,0,0,0,0,1
"1288394",0,0,0,0,0,0,0,0,0,0,0
"1675689",0,0,0,2,0,0,0,2,0,0,0
"47735",0,0,0,4,1,0,0,0,0,0,0
"545123",0,0,0,0,3,0,1,2,1,1,0
"53558",0,0,0,2,1,2,0,2,0,2,0
"140",0,0,0,1,0,0,3,0,3,1,0
"476211",0,0,0,0,0,0,0,0,0,0,0
"1437364",0,0,0,0,0,0,0,0,0,0,0
"1462747",0,0,0,0,0,0,0,0,0,0,0
"1583098",0,0,0,1,0,3,0,0,0,4,0
"49928",0,0,0,0,0,0,0,0,0,0,0
"55802",0,0,0,1,0,0,0,0,0,1,0
"2591131",0,0,0,0,0,0,1,0,3,0,0
"2653750",0,0,0,0,0,0,0,0,0,0,0
"881953",0,0,0,0,0,0,0,0,0,0,0
"2725614",0,0,0,0,1,1,1,0,0,0,0
"1572712",0,0,0,0,0,0,0,0,0,0,0
"1887643",0,0,0,0,0,0,1,0,0,0,0
"1691958",0,0,0,0,1,0,0,0,0,0,0
"1573458",0,0,0,11,0,0,1,1,1,1,1
"2315217",0,0,0,0,0,0,0,0,1,1,0
"1056831",0,0,0,0,0,0,0,0,2,0,1
"1097753",0,0,0,0,0,0,0,0,0,0,0
"2003502",0,0,0,0,1,1,0,2,0,0,0
