"","iYASM2TOMPOOA050195.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report"
"2060312",939,1389,977,671,925,737,1657,751,772,1175,130
"2067415",764,1250,668,673,637,453,1282,565,739,895,252
"2604537",483,664,393,401,451,247,809,405,422,580,59
"2185142",195,303,169,159,183,126,348,149,172,231,29
"1267766",500,677,469,353,389,314,847,370,376,540,56
"361183",410,559,342,331,325,236,593,319,308,445,55
"476157",191,215,117,150,120,78,245,103,146,155,19
"692370",904,1326,864,750,845,549,1600,762,942,1105,158
"2338327",965,1489,805,719,785,570,1558,730,932,1140,150
"1982042",810,1033,603,550,649,434,1216,554,683,797,105
"2055955",264,410,289,292,286,203,428,211,284,363,34
"450378",1093,1570,916,896,976,606,1601,930,785,1315,150
"2798724",683,831,653,506,563,320,882,501,464,700,93
"1348774",477,663,417,376,453,298,757,383,367,584,62
"192812",822,1227,602,622,720,442,1113,635,651,982,119
"1532023",841,1272,618,659,770,396,1103,659,669,1009,130
"266951",380,534,290,268,395,222,542,343,338,436,55
"502682",466,597,362,324,331,263,632,298,322,456,63
"1648404",208,223,159,171,193,96,309,152,148,222,30
"543877",562,784,466,419,512,625,931,504,525,651,91
"645517",613,761,495,412,542,304,846,434,470,628,90
"1892855",2947,4673,3604,2599,2987,1973,2964,2898,2368,3551,558
"2771430",1579,2393,1743,1336,1588,1582,1384,1652,1403,1857,302
"335406",1200,1459,856,983,1052,644,1902,983,816,1346,166
"2759707",956,1459,695,838,912,360,1219,776,654,1236,161
"192",2325,4306,2127,2086,2267,1402,3845,2591,1099,3391,426
"652764",773,1236,618,656,664,286,1154,754,414,1029,106
"709810",684,1156,615,619,596,339,1100,700,358,1005,131
"664962",611,1116,501,538,618,293,973,714,274,894,76
"2202148",2143,3723,1883,1880,2066,747,3084,2158,1050,3019,326
"137722",900,1550,682,796,800,269,1331,794,416,1198,136
"862719",583,948,624,539,475,155,862,586,279,776,96
"528244",1161,1986,927,972,1035,351,1774,1173,554,1577,175
"682998",703,1130,695,604,686,227,1014,758,334,1032,93
"286727",562,893,439,465,480,235,842,514,280,746,84
"1226968",579,1045,510,515,523,184,826,543,281,744,98
"1064539",360,671,313,329,322,198,623,396,155,497,59
"2775420",1951,9559,10011,1824,2427,771,5236,2680,881,3467,916
"2233999",1445,6983,3722,1281,1639,507,3846,1721,664,2398,744
"2602016",3692,3988,1954,2548,3419,924,4456,3088,2426,4604,342
"2602015",2890,3367,1531,2064,2647,702,3655,2434,2009,3572,266
"1663591",735,1028,487,520,664,205,1170,656,358,948,102
"1639348",611,817,354,539,570,189,856,542,318,857,69
"431944",209,273,137,162,205,58,302,175,96,258,14
"342108",789,1030,489,611,658,218,1142,695,389,1034,77
"414684",1694,2665,1258,1416,1613,547,2481,1733,890,2290,246
"269796",3,5,9,3,4,4,4,1,2,6,1
"2594003",2301,2505,1848,1414,1759,629,2473,2363,1348,3353,257
"1110502",1645,2504,1130,1299,1641,536,2368,1552,841,2319,216
"1441467",1512,2213,1023,1439,1345,465,2094,1443,900,2124,225
"2220096",1327,2003,1133,996,1260,1121,1835,1298,722,1759,198
"111831",887,1330,676,847,814,223,1452,918,441,1124,131
"2048283",173,197,132,106,127,43,251,120,77,177,10
"2785908",101,127,73,55,82,38,140,88,66,107,12
"2785911",61,79,37,38,40,30,83,38,46,60,5
"1891279",101,113,68,72,89,44,150,100,69,124,18
"1123366",41,70,50,34,48,19,89,43,26,71,5
"1612173",774,1082,439,568,681,216,1022,664,366,921,92
"1150469",584,931,397,494,579,169,848,535,278,781,77
"1288970",409,474,290,325,416,122,590,365,227,534,54
"1549855",94,118,74,65,81,19,127,73,43,118,10
"1401328",4,11,4,13,3,2,16,9,9,15,1
"1193729",7,10,5,3,4,3,9,12,1,7,2
"2768162",1397,2934,1303,1533,1411,476,2035,1610,864,1949,300
"2768161",1177,2660,1332,1413,1359,493,1874,1646,728,1820,274
"2018065",124,339,122,132,158,40,203,209,81,206,23
"257708",915,1911,757,939,908,246,1340,1024,471,1214,182
"207340",132,440,141,164,148,39,217,186,86,204,27
"94",3514,4820,2316,2923,3258,1378,5302,3314,1715,4821,405
"1296990",137,214,94,135,142,39,200,137,78,190,17
"265959",227,285,124,201,209,77,282,207,113,240,21
"714995",27,23,9,8,18,7,46,21,11,28,2
"265960",121,269,98,148,126,44,203,142,86,183,22
"634177",99,195,59,112,92,46,191,107,59,171,22
"65958",94,171,73,96,110,28,177,113,66,154,16
"33995",105,184,71,78,88,30,143,82,78,122,8
"215221",14,10,3,2,6,2,13,5,0,10,2
"2771361",1389,3670,1690,1494,1592,489,2301,1926,948,2212,367
"926570",181,313,121,155,143,49,265,165,70,255,26
"349163",131,204,80,135,106,35,164,123,87,173,13
"1484109",1042,1583,633,951,904,272,1481,900,543,1231,133
"1969806",948,1473,634,874,873,270,1461,886,531,1229,147
"435",424,563,235,336,331,150,607,331,212,460,46
"1076596",86,171,64,76,88,18,147,68,57,140,10
"2592655",88,157,75,66,96,30,118,91,63,123,11
"2259883",0,1,0,1,1,0,1,8,1,2,0
"431306",81,75,42,64,53,14,81,55,44,94,8
"481145",7,15,4,9,1,1,12,6,2,7,2
"1006554",3,2,10,0,3,1,7,5,2,8,1
"1266844",3,10,3,2,2,3,5,6,3,6,3
"481146",28,43,18,35,19,19,48,36,20,36,5
"146474",27,39,17,29,24,8,39,34,12,52,1
"104102",30,42,15,25,29,8,35,22,11,34,2
"446692",18,22,6,20,22,6,32,14,13,24,0
"2500548",8,12,6,3,4,0,9,2,5,11,1
"1633874",5,1,3,6,1,2,7,7,1,3,0
"65959",2,3,0,0,0,0,1,0,0,3,0
"272568",666,1081,476,603,633,180,978,631,370,836,96
"1288313",63,102,59,63,72,34,128,78,45,106,13
"290633",81,106,38,84,75,22,87,68,39,93,8
"1224746",0,2,1,0,1,0,2,1,0,0,0
"318683",120,159,77,92,78,34,158,82,54,174,16
"574987",82,161,58,47,65,21,146,68,41,115,12
"257438",29,36,24,40,26,7,55,22,14,51,0
"1052095",8,5,4,6,9,4,11,5,2,5,2
"320497",292,360,166,245,241,88,385,223,159,333,22
"153496",184,250,125,176,158,48,293,138,113,215,23
"1231624",131,205,98,106,121,37,218,136,92,201,19
"2558360",148,204,88,104,143,48,211,131,73,170,18
"2558361",77,114,46,63,59,13,115,75,35,89,12
"1293412",11,12,8,13,5,2,11,5,8,11,1
"1510841",83,169,71,95,86,30,125,70,48,138,10
"661191",26,46,28,31,34,8,64,34,13,59,6
"2070537",0,3,2,1,0,0,7,1,1,1,1
"2478912",1,0,0,3,1,0,3,3,0,1,0
"2697033",10,16,7,4,9,2,27,15,6,12,1
"2762277",13,13,13,15,14,3,21,12,12,9,2
"2560057",35,79,22,46,49,27,96,31,32,58,8
"2500532",473,931,431,409,421,302,899,465,260,689,192
"2760307",461,1111,588,445,462,289,881,500,285,641,129
"2589076",411,1015,433,343,467,914,795,532,207,670,259
"2812658",338,545,251,259,268,167,542,288,159,412,56
"1529068",216,419,202,177,196,126,462,250,141,360,44
"1545044",810,1511,900,730,751,333,1340,747,471,1031,134
"1077935",489,960,448,435,462,254,1143,557,264,711,97
"147645",567,1279,562,537,546,316,1096,563,301,755,120
"82367",570,1056,515,478,519,390,1088,499,307,763,92
"2560053",576,1091,484,544,544,255,992,581,290,841,119
"34004",490,1063,399,433,516,254,948,537,281,753,88
"266",481,984,440,458,479,213,890,457,256,668,97
"2259340",462,827,383,385,391,217,815,403,243,607,64
"2065379",420,696,346,354,365,226,725,388,241,568,61
"1945662",423,774,393,366,361,199,717,369,223,571,59
"1367847",364,624,286,344,353,148,678,318,186,471,63
"135740",233,458,225,195,234,203,421,218,146,275,38
"1499308",49,92,51,52,62,43,98,52,34,69,10
"59779",2,2,2,2,2,0,5,2,1,3,0
"135742",6,3,2,4,2,0,3,1,2,3,0
"2033869",756,1550,814,652,733,344,1365,744,390,1038,127
"1850250",585,983,511,496,474,223,1126,520,290,742,95
"272942",331,572,237,269,309,118,580,313,202,420,52
"1075",342,709,363,312,359,161,929,345,225,515,79
"557760",94,181,73,74,88,28,151,118,43,131,20
"349101",61,128,55,40,58,14,113,69,30,93,20
"992186",68,99,53,50,60,20,87,52,36,95,14
"1917485",458,764,403,364,406,166,712,429,231,557,70
"2587855",315,591,254,265,256,112,543,318,194,325,57
"1968541",190,319,133,192,162,90,292,163,130,248,27
"2070369",133,256,88,125,133,33,273,109,75,167,19
"1389004",126,206,78,102,133,47,263,120,61,172,19
"1389005",80,126,54,43,76,36,166,60,37,122,18
"664426",103,170,56,71,77,30,151,53,50,128,20
"1389011",37,105,37,37,51,11,98,40,16,52,7
"2785912",41,53,16,34,23,15,48,25,13,38,1
"1402135",406,771,361,348,357,170,785,432,216,536,83
"83219",234,341,150,169,182,89,430,202,111,317,32
"60137",42,65,27,46,43,17,75,35,15,63,3
"74349",0,2,0,3,2,1,4,1,0,4,0
"2587847",269,458,232,228,222,119,470,268,138,379,37
"2587846",115,193,109,102,123,55,185,107,58,153,24
"2587850",120,183,91,97,99,51,185,102,55,140,19
"391613",41,73,44,33,52,19,82,44,18,70,10
"540747",671,1260,606,598,653,282,1131,611,343,920,116
"2494550",290,412,200,241,261,91,514,258,159,424,39
"215743",55,85,47,41,39,16,107,49,41,88,6
"1229727",747,1486,751,703,684,309,1253,770,388,1110,159
"311180",661,1224,547,619,610,248,1128,595,323,897,115
"1792508",520,942,429,446,450,225,975,483,263,747,75
"1564506",340,704,312,295,332,161,667,324,171,425,58
"308754",311,638,273,296,254,140,575,295,165,442,58
"1188256",2,4,1,8,2,3,9,7,2,6,0
"991905",1367,2320,1061,1087,1260,650,2615,1306,805,1894,188
"1208324",681,1185,635,560,628,325,1186,626,435,900,123
"1411902",338,582,263,284,322,136,610,314,200,456,61
"1758178",259,408,234,223,252,107,448,256,159,384,45
"875171",96,198,104,81,94,40,210,89,47,134,20
"1397108",68,141,67,62,75,25,125,62,39,125,8
"2579971",1202,2286,1078,1014,1175,516,2031,1160,662,1682,208
"60890",312,523,273,289,291,106,546,284,139,385,31
"221822",240,453,196,231,218,80,402,215,111,330,35
"1580596",111,172,110,96,110,37,227,104,63,163,29
"1844006",53,108,49,54,66,27,103,59,47,72,10
"681157",26,84,21,26,28,7,52,28,10,50,8
"1826607",716,1468,772,578,708,320,1681,626,435,988,143
"1396826",332,581,288,253,295,136,536,304,168,492,52
"2508306",56,118,62,65,67,32,134,65,40,104,8
"2508307",68,98,32,51,60,28,133,73,22,95,9
"999552",203,358,174,187,182,108,389,191,99,288,40
"2789856",764,1550,723,632,734,344,1419,770,405,1080,134
"1549850",310,610,301,326,304,126,591,293,194,433,58
"1915078",335,531,263,260,278,130,585,291,161,426,40
"2587852",442,724,362,363,389,194,702,374,198,541,66
"2588299",6,35,8,9,8,2,22,13,5,22,3
"2587858",11,9,1,6,2,4,12,11,6,13,2
"246200",378,745,280,333,364,160,685,387,172,509,67
"292414",147,264,108,116,118,51,252,119,77,217,25
"2587853",131,210,93,87,111,72,198,91,65,154,18
"2293862",79,157,88,67,99,28,176,82,52,130,17
"185588",2,4,1,2,5,2,6,3,3,3,1
"2009329",746,1312,667,558,674,260,1227,673,330,925,119
"1335048",567,1064,507,455,467,352,1086,501,319,798,105
"2588711",636,1208,672,530,617,284,1065,675,373,869,111
"2494374",342,668,364,267,293,152,1025,326,178,436,78
"1250539",567,993,432,474,486,205,983,588,299,825,96
"988812",556,1002,476,464,485,239,971,560,280,689,90
"1267768",471,939,454,411,492,199,878,416,222,647,72
"1891787",188,326,124,126,157,87,350,158,113,265,23
"2434",136,217,135,129,116,61,250,138,66,204,22
"391595",107,214,90,72,96,53,211,117,61,131,16
"2169400",346,593,336,267,334,158,818,309,200,450,42
"561184",462,887,404,389,451,188,815,473,224,653,70
"398580",430,811,454,330,388,214,801,452,223,671,74
"195105",377,662,369,317,383,246,767,413,209,574,76
"880591",0,0,1,2,0,0,2,0,2,2,0
"92947",223,319,157,155,191,76,326,189,106,277,30
"1294273",392,693,321,297,344,143,688,404,203,516,73
"2602067",132,251,105,108,120,57,223,126,85,182,23
"391616",101,178,79,81,76,31,201,76,40,125,20
"391626",103,158,76,70,112,30,159,86,43,142,16
"1458307",53,77,38,43,48,24,94,49,47,78,7
"1609966",387,602,322,314,346,170,660,346,192,486,58
"2587163",324,685,301,266,327,163,621,316,156,490,43
"2613965",331,696,306,323,300,159,572,331,155,441,56
"1537215",320,572,228,261,275,115,534,301,134,405,39
"2715211",326,525,228,244,312,139,493,292,177,430,44
"564137",261,447,197,200,217,88,482,243,142,301,48
"2017482",233,475,246,225,239,125,470,266,157,375,38
"290400",240,419,193,195,224,94,470,253,130,330,49
"2587842",254,455,253,224,270,113,459,244,153,379,49
"299262",279,476,200,198,251,107,413,220,127,358,45
"1265309",79,121,66,59,71,41,132,58,28,95,9
"74033",213,450,178,185,201,112,372,220,137,322,60
"2599296",195,295,170,165,174,92,363,174,102,218,33
"245188",198,326,172,175,171,91,343,176,80,229,30
"53501",164,237,109,126,117,74,291,115,83,205,18
"441209",144,229,109,117,100,49,288,127,64,169,19
"2552942",169,303,122,156,138,87,287,136,106,200,28
"1591409",164,280,130,128,160,57,281,149,93,222,25
"2500533",104,203,89,68,123,56,229,100,78,189,17
"2171755",142,177,96,107,102,63,227,133,84,161,16
"1715691",137,182,84,97,114,47,204,80,51,162,14
"2483033",120,162,90,72,86,35,189,103,64,143,17
"1920883",84,119,85,82,79,30,128,66,51,118,19
"666509",66,97,42,79,59,16,119,52,43,101,9
"1579316",88,109,50,52,56,29,109,52,25,78,16
"366602",1028,1408,910,970,775,562,1423,898,867,1135,131
"69665",723,922,596,689,545,387,999,714,732,778,98
"69666",1907,2258,2001,1754,1270,3656,2294,1497,2259,1887,251
"155892",1432,0,1354,1333,1097,863,1890,1298,1513,1583,200
"1679497",1363,1861,1251,1284,997,808,1687,1112,1397,1564,335
"2708539",981,1308,868,932,742,563,1468,791,909,1026,140
"2010972",1139,1692,950,1155,830,609,1446,935,1046,1228,171
"509190",0,1,1,1,0,0,2,0,0,0,0
"69395",618,812,568,547,495,399,772,509,658,668,99
"2774190",680,1039,738,633,556,1408,970,708,660,823,103
"2591463",577,856,896,497,514,2131,856,601,719,755,194
"2561924",578,834,663,508,534,1510,813,611,668,795,75
"1938605",568,863,618,497,443,1057,755,534,542,662,101
"2800818",441,590,433,377,407,867,634,396,441,496,90
"2774189",409,624,492,391,360,1228,598,365,413,537,67
"2752515",375,602,436,339,400,763,578,406,402,515,68
"2579977",146,278,161,145,144,569,300,164,158,173,29
"2813778",150,273,154,182,142,565,266,178,147,240,27
"2562582",155,146,113,86,110,324,189,111,93,170,30
"1532555",149,192,136,125,123,404,177,102,116,188,19
"1827469",125,172,104,114,101,391,173,134,105,183,27
"2560058",113,175,116,118,97,383,133,114,83,125,31
"588932",952,1350,1087,950,942,3509,1361,1021,929,1260,152
"633149",513,826,611,471,459,901,823,504,467,657,94
"74329",450,625,440,391,339,1478,647,405,340,560,68
"293",241,438,246,257,212,1028,370,270,235,343,41
"41276",141,236,103,117,134,301,202,153,111,195,24
"1325724",94,143,93,99,109,257,165,97,87,142,12
"2686094",1973,3697,724,788,3317,1094,6275,1939,1817,4486,271
"450851",5658,4633,9184,6952,3581,15422,4512,4535,10625,4425,665
"2201350",1430,1617,1450,1480,959,876,1582,1065,1584,1358,194
"573065",213,253,175,191,190,85,306,196,131,266,33
"1940610",1862,3073,1223,1546,1452,576,3539,1661,984,2293,273
"1868589",1556,2618,1200,1292,1434,620,3235,1384,933,2010,253
"2570229",1038,1934,811,936,989,386,2294,982,673,1457,173
"349215",107,121,62,81,110,205,136,1313,81,189,11
"856793",125,133,77,78,142,3363,136,1393,714,169,15
"488538",62,77,29,44,39,19,75,32,30,66,4
"2029849",1165,1618,786,859,1091,500,1794,1057,661,1604,148
"394221",386,579,271,290,318,168,593,321,248,495,51
"1434191",388,542,264,300,364,189,551,321,270,477,50
"2749086",294,377,219,185,312,122,507,263,195,400,45
"1873716",408,593,298,314,388,185,662,390,273,575,58
"1906738",262,430,203,207,249,75,426,242,152,407,30
"2016196",186,264,173,164,173,86,346,146,126,242,33
"582402",23,41,16,33,22,12,46,16,11,33,2
"949",12,6,3,5,15,4,18,4,2,18,0
"770",0,7,0,9,0,1,14,4,1,0,1
"948",5,4,5,6,2,0,14,8,2,9,0
"574556",3,9,2,4,4,0,7,3,1,11,1
"1248439",3,4,4,1,2,0,7,2,1,7,0
"2640676",51,72,27,51,56,13,58,37,22,79,7
"955",4,7,2,5,2,0,3,5,3,8,0
"1845000",0,4,1,1,2,1,2,1,0,5,1
"779",6,15,4,5,6,4,13,12,8,8,1
"945",2,8,0,1,1,1,7,0,1,1,0
"944",6,1,2,2,7,1,6,4,5,6,0
"35795",3,2,0,1,1,1,4,1,1,0,0
"391036",1,3,0,0,3,0,3,0,3,0,0
"1286528",12,4,2,7,8,2,8,7,1,10,1
"434131",1,11,3,1,5,1,6,1,1,4,0
"2686014",2,7,3,3,4,3,5,6,1,5,1
"222891",3,1,3,2,1,0,3,4,1,2,1
"114277",62,71,34,48,50,13,79,37,25,74,3
"114292",4,3,5,4,8,2,12,5,1,11,0
"114295",8,7,4,4,3,1,10,3,2,1,0
"1129742",11,9,2,1,4,4,8,5,0,15,1
"784",34,17,8,18,30,1,38,19,10,33,1
"2601646",3,9,1,3,1,1,5,0,0,2,0
"2115978",7,4,4,6,4,3,19,3,5,22,1
"696127",12,5,6,0,8,6,13,8,3,9,0
"1802984",5,7,7,12,11,2,9,9,4,11,0
"2486578",12,7,4,11,4,4,16,7,4,10,2
"2163644",7,6,3,2,11,1,10,4,0,11,1
"2043170",182,218,115,109,138,51,236,150,73,213,20
"2582913",192,234,117,165,161,60,232,165,99,220,25
"314260",235,265,137,141,191,61,300,178,91,252,25
"2066024",8,3,3,0,6,1,6,2,2,3,1
"2601575",7,2,3,0,5,1,6,0,2,4,1
"2601668",4,7,2,3,3,0,15,5,1,3,1
"86106",23,8,12,4,4,1,10,6,7,8,1
"91604",31,41,21,41,26,5,37,13,15,34,4
"1414854",24,26,12,15,29,7,35,24,16,29,4
"156889",64,95,48,54,55,14,89,56,29,88,7
"451514",0,0,0,0,0,0,2,0,0,3,0
"1002672",4,14,4,5,4,0,9,6,2,9,0
"2268451",3,4,1,3,1,1,6,2,2,1,2
"1388755",6,7,7,3,3,3,2,2,3,5,0
"1977865",4,10,2,1,4,2,2,4,0,4,1
"1977864",2,6,2,1,1,1,1,2,0,4,1
"335992",1,3,4,3,2,1,5,2,0,6,0
"2563896",4,3,0,0,0,2,5,3,0,6,0
"1925548",7,10,1,4,3,1,6,12,2,5,0
"2161677",30,47,32,28,29,7,38,30,9,46,4
"1034889",2134,3245,2089,1862,1766,462,4323,1590,1074,2525,435
"662548",986,3101,1061,822,894,276,2506,868,535,1338,545
"434008",1138,2503,1190,1010,949,295,2495,971,679,1426,407
"207745",924,2946,1001,833,959,257,2395,878,605,1376,483
"434009",1078,2401,1107,914,892,236,2226,890,601,1315,382
"1795631",932,1382,947,804,714,200,1792,746,548,1036,199
"2681552",753,1135,749,757,658,168,1453,640,391,992,175
"2762323",633,1028,722,621,541,162,1305,524,385,874,152
"2762322",679,1109,707,596,591,174,1290,566,379,860,171
"282217",566,881,428,496,450,103,1057,478,275,696,112
"434014",465,732,409,351,409,103,863,385,252,578,98
"2774875",431,660,429,396,367,131,860,408,246,632,101
"2811425",16,31,15,13,23,3,26,16,6,28,5
"2126319",6,20,10,6,6,4,11,10,4,12,10
"1246301",903,1418,934,736,739,193,1765,701,525,1152,290
"543728",998,1652,1014,825,816,223,1744,803,539,1265,355
"595537",821,1195,834,688,617,184,1451,667,419,1048,178
"436515",611,1037,634,562,516,153,1123,515,383,768,158
"795665",1065,1603,1517,809,947,1185,2738,1233,575,2285,334
"2716225",1345,1785,1586,1115,1114,1063,2479,1125,757,2050,287
"2806262",1129,1677,1447,967,935,585,2140,1208,688,1864,277
"2651974",1017,1466,1335,818,815,284,2019,906,590,1453,205
"1842537",685,1056,1098,575,589,216,1395,597,407,984,143
"434010",598,1015,913,489,527,165,1299,522,417,880,156
"2184519",489,536,3283,401,769,100,951,294,208,682,301
"2565558",388,511,435,319,302,110,694,310,219,514,58
"47421",381,567,2517,314,318,100,1047,323,179,511,343
"1763535",342,507,422,264,266,88,578,271,202,457,79
"2518343",417,1273,3305,370,387,353,1107,532,1162,1942,215
"1842533",450,851,928,393,401,147,845,445,582,948,136
"2714923",437,676,601,364,371,115,810,374,280,598,97
"358220",448,1032,1484,411,397,1098,774,471,899,1572,152
"2478662",312,738,764,292,313,117,611,338,461,731,104
"1858609",241,461,453,207,215,89,495,238,261,485,63
"232721",62,104,97,60,54,30,137,59,54,104,19
"80870",1504,2345,1745,1331,1158,441,2595,1235,873,1952,311
"1926868",855,1322,1342,777,675,260,1473,686,651,1139,204
"2743470",753,1211,958,659,607,199,1395,674,450,1046,175
"553814",528,969,946,467,457,182,1003,513,479,849,106
"397945",0,0,3,0,0,0,3,0,0,0,0
"80868",351,547,432,310,290,91,613,314,179,549,76
"535289",72,100,59,55,46,50,94,45,23,66,8
"365046",3666,4952,8057,3499,3104,1305,4851,3462,3373,4776,883
"2741720",896,1290,1475,795,727,254,1708,743,658,1087,213
"2752316",276,496,452,252,235,83,523,238,183,364,52
"2822760",194,330,217,151,160,46,363,164,122,265,29
"1842727",1324,1764,1457,1032,1090,310,2285,1089,814,1588,293
"2509614",1221,1652,1478,1049,890,293,2190,952,807,1387,217
"338969",403,589,452,327,362,114,711,341,228,547,72
"1484693",320,509,480,243,283,93,541,230,212,399,62
"81479",214,314,265,171,169,52,430,191,110,278,52
"2597701",754,961,867,616,629,206,1369,628,476,996,138
"1232667",6,9,6,5,7,3,24,6,5,6,2
"1082851",732,1115,732,656,627,162,1291,668,394,903,140
"1392005",44,54,39,25,32,223,77,35,24,38,8
"225991",488,850,678,468,439,249,835,494,314,723,129
"160825",396,611,394,323,293,118,685,327,239,506,70
"1562974",300,501,305,257,212,67,485,244,174,355,61
"363952",201,317,194,151,171,42990,381,187,136,281,47
"225992",196,319,218,174,153,97,330,224,94,247,43
"296591",849,1431,1069,734,779,199,1661,905,495,1204,193
"1840265",20,12,14,9,24,1,36,14,21,30,0
"1840293",9,9,2,8,8,0,23,5,3,24,1
"1840303",0,8,3,1,0,0,4,0,0,7,1
"1869339",3,5,2,2,1,3,4,0,1,1,1
"2268087",3,3,2,1,1,0,3,1,2,3,1
"1840283",0,0,2,1,0,0,2,0,1,0,0
"1840239",0,1,1,0,0,0,1,3,0,1,0
"1840267",0,0,0,1,0,0,1,0,0,0,0
"365044",662,1089,830,566,565,158,1300,581,377,854,164
"37448",63,128,82,69,66,22,152,59,28,105,19
"215580",2890,3254,4711,1918,2471,516,4616,2274,1280,5198,449
"2714924",432,699,508,384,383,124,916,371,299,620,89
"2714925",461,596,481,359,350,138,784,330,243,552,76
"2792224",41,82,54,39,59,18,112,53,37,79,11
"2735554",47,56,64,56,35,20,75,35,35,53,12
"1715720",633,887,685,516,481,175,1079,481,333,791,116
"1288495",483,608,472,422,335,129,838,368,266,544,75
"1546149",94,114,95,63,67,78,105,73,66,104,15
"2714952",1729,2839,2199,1474,1483,401,4098,1564,885,2398,405
"80866",430,766,504,434,451,133,890,461,304,759,98
"742013",69,115,76,64,53,19,112,44,39,91,14
"1920191",31,64,32,25,45,3,60,17,19,74,7
"558537",87,149,82,60,68,33,161,74,47,115,24
"180282",79,121,82,71,70,33,152,84,46,95,28
