"","TECcM2TOMPOOA051310.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report"
"2277",7,20,6,0,3,5,8,4,13,8,9
"181486",14,19,21,3,7,24,22,17,9,16,22
"184117",58,70,50,5,25,76,91,29,61,58,48
"2271",20,20,29,7,11,29,26,14,25,25,18
"76887",4,10,4,1,0,5,14,6,4,5,1
"164451",4,6,2,0,1,3,2,1,7,5,7
"985052",3,4,2,0,0,3,8,0,3,3,3
"2269",18,33,10,4,4,39,33,20,24,19,14
"1365176",12,15,7,2,5,13,14,1,22,8,13
"2620628",7,13,8,0,4,8,12,9,11,7,7
"1550241",5,8,5,0,1,7,7,5,5,1,3
"56636",11,25,15,3,8,14,21,10,18,16,11
"229980",11,20,11,3,7,11,17,8,9,8,8
"160233",20,31,22,1,6,25,31,14,22,17,19
"54259",3,4,7,0,2,2,1,3,4,1,1
"1200300",12,25,17,0,12,19,23,8,20,11,24
"2275",6,13,6,0,2,2,2,6,5,10,3
"94694",2,9,3,1,5,1,3,3,1,3,4
"2280",1,12,2,0,0,5,3,2,1,3,5
"84599",1,2,0,0,0,4,1,3,2,1,3
"54254",10,8,5,0,3,8,9,5,5,3,2
"1273541",10,16,17,2,5,12,12,12,15,17,7
"54248",4,14,8,3,4,11,7,5,11,11,8
"54252",9,11,11,1,3,15,16,5,17,8,5
"2641160",14,25,11,0,2,8,18,9,8,25,12
"2285",2,15,4,0,1,5,3,2,3,6,5
"43080",4,11,11,4,5,15,16,1,5,6,4
"41673",4,7,5,1,4,4,9,0,8,1,0
"312539",3,6,4,0,2,4,6,5,4,3,3
"282676",6,5,3,0,4,15,7,2,10,3,3
"563177",4,5,1,0,1,3,1,1,5,7,1
"2283",0,4,3,0,0,2,2,2,4,2,0
"1006005",3,5,9,0,3,2,1,5,6,1,5
"1532350",0,5,5,1,0,9,6,3,10,2,4
"79601",2,3,3,0,3,9,14,0,6,10,5
"69656",2,10,1,4,1,1,7,0,3,1,1
"111955",1,4,1,0,1,3,2,1,1,9,2
"1294262",8,15,5,0,3,20,15,5,15,10,6
"1670455",9,11,9,1,2,9,14,5,7,8,7
"41675",0,5,3,0,1,7,2,3,5,2,1
"2287",4,3,1,0,3,3,7,1,9,7,3
"2635519",28,24,20,4,12,32,26,15,11,22,32
"242703",5,22,19,3,14,8,19,13,14,13,23
"200415",5,4,3,1,2,4,2,2,2,2,0
"683846",3,4,2,1,3,2,4,5,6,4,3
"374847",3,11,6,2,4,10,12,3,7,7,9
"1291540",23,50,29,7,12,42,45,16,40,39,25
"1577791",9,21,10,0,3,12,18,7,8,10,10
"1406512",14,8,3,1,0,12,9,3,7,6,15
"273075",2,14,6,0,7,7,11,11,10,6,18
"273116",4,3,5,1,2,4,2,1,5,1,4
"333146",2,3,0,0,0,15,3,1,3,2,1
"74969",0,1,0,0,1,1,2,0,0,0,0
"263820",2,4,4,1,0,2,2,4,5,7,1
"1673428",3,1,6,0,3,4,4,3,8,4,5
"439481",5,12,10,1,2,7,5,2,5,8,5
"673860",10,6,6,0,4,4,11,4,4,4,8
"2282148",1,5,6,1,2,3,5,3,1,4,2
"1920749",0,3,4,0,0,2,0,1,7,1,0
"2594042",8,8,8,1,2,6,27,4,10,6,10
"89593",8036,18407,13731,1896,7258,7997,14705,10617,9386,7015,14461
"716546",5063,8665,13535,2069,16615,6845,20048,6768,7510,11653,14053
"4891",710,1435,1088,135,521,815,1309,631,1047,695,943
"34346",16,53,37,4,45,19,33,25,31,19,35
"5267",300,607,455,48,205,338,560,247,427,351,368
"162474",61,161,106,26,84,90,166,65,109,90,96
"5234",106,237,153,15,87,160,168,104,172,103,145
"6033",11,34,23,2,12,22,25,14,15,16,18
"423054",1203,1481,1196,138,1562,1102,2700,1755,1069,1010,1262
"5820",364,712,562,85,228,449,694,311,479,358,522
"5864",73,157,182,14,73,89,133,93,109,89,111
"5873",65,121,117,13,48,120,115,47,116,77,90
"340080",0,1,4,0,1,1,3,2,1,4,2
"33847",59,171,105,15,33,90,150,78,113,297,181
"38748",75,166,129,11,73,108,160,92,102,125,152
"227086",6,8,10,11,4,0,17,6,1,1,18
"1286322",736,1510,1240,121,467,1020,1385,666,1070,826,945
"5690",51,106,93,7,38,55,88,62,62,53,60
"5782",38,107,97,6,42,45,70,38,46,44,90
"2898",4,12,25,4,11,6,24,11,10,15,27
"464988",1,11,3,0,8,0,3,3,4,4,12
"55529",5,12,10,0,4,5,13,10,5,7,18
"5741",28,40,25,5,12,30,44,20,39,33,32
"279303",9,14,8,0,0,3,5,8,4,2,3
"1109710",0,7,6,0,0,2,4,1,1,1,1
"1647475",1,7,3,0,0,3,1,1,5,2,3
"2719575",1,7,1,0,0,3,0,1,3,1,2
"1327959",1,7,0,0,0,2,2,1,0,3,1
"1524882",3,7,2,0,1,6,4,1,2,3,3
"1647305",2,6,2,0,1,3,4,0,0,2,0
"2656534",1,6,7,0,2,2,4,0,1,1,2
"2794947",1,5,4,0,1,1,0,2,3,3,7
"658401",3,5,4,0,0,2,0,2,3,1,1
"1109711",4,5,4,0,1,2,1,3,4,4,1
"1414737",2,5,4,1,0,1,2,2,3,0,0
"1647476",6,5,3,0,0,2,2,4,3,1,9
"1458831",2,4,3,0,1,1,2,1,0,4,5
"10702",6,4,5,0,1,2,6,1,1,2,3
"1690818",2,4,7,0,1,3,5,2,4,4,1
"2601610",1,4,6,0,4,4,6,3,4,4,2
"981330",2,4,5,0,2,5,5,1,4,4,4
"2315704",0,4,0,0,0,0,1,0,0,0,2
"1647304",3,3,2,0,2,2,0,1,0,4,4
"1647470",0,3,1,0,0,2,0,0,4,0,0
"416419",4,3,1,0,1,1,3,2,2,1,2
"2517971",0,3,5,0,4,2,3,1,0,1,4
"1647472",1,3,0,1,0,2,0,0,0,0,0
"691963",1,3,0,2,1,3,1,2,3,6,2
"754066",1,3,5,0,1,1,2,1,3,4,3
"2182360",0,3,3,0,3,2,7,7,4,7,6
"984175",0,3,0,0,0,0,1,0,0,0,0
"1647474",0,3,3,0,0,2,2,1,4,2,3
"1664246",1,3,1,0,0,1,1,1,1,2,0
"1887644",0,3,1,0,0,4,3,0,4,0,0
"1838072",1,3,0,1,0,3,1,1,0,0,0
"1821559",0,3,0,1,0,4,2,0,0,0,0
"1805457",1,3,5,1,1,3,2,0,3,2,1
"1821563",0,2,0,0,0,0,1,0,2,0,1
"2591211",1,2,1,0,0,0,1,1,0,0,0
"2591031",2,2,1,1,0,3,0,0,0,1,1
"2593268",0,2,0,0,0,0,0,0,2,0,1
"2599838",0,2,1,0,0,0,1,1,1,2,0
"2599845",0,2,0,0,0,0,0,0,0,0,0
"1527493",0,2,1,0,1,3,2,1,1,8,2
"1109717",1,2,3,0,0,1,1,1,0,0,0
"1308863",0,2,0,0,0,0,0,0,0,0,0
"1109712",2,2,0,0,0,2,15,1,2,9,2
"45764",2,2,0,1,1,5,2,0,3,3,1
"2315475",0,2,2,0,0,0,2,0,0,0,0
"1089121",2,2,0,1,0,0,2,2,5,1,3
"1838062",2,2,4,0,2,1,1,1,0,0,0
"2283304",0,2,0,0,0,0,0,0,0,1,1
"1071177",0,2,0,0,0,0,0,0,0,0,0
"1414742",0,2,0,0,0,3,0,7,1,1,0
"1589748",0,2,2,0,0,1,2,0,1,0,1
"2729575",0,2,2,0,2,2,1,0,1,1,0
"2126925",0,2,2,0,0,1,0,0,0,0,5
"909297",1,1,0,0,0,1,0,1,0,0,0
"984186",0,1,1,0,0,0,2,0,0,0,0
"2743909",1,1,1,0,0,3,1,2,0,1,2
"1538804",0,1,0,0,1,0,0,0,0,0,0
"2250336",0,1,0,0,0,0,0,0,1,1,0
"2571253",0,1,0,0,0,0,0,1,0,1,0
"2557579",0,1,0,0,0,0,0,0,0,0,0
"2250352",0,1,0,0,0,0,0,0,0,0,0
"2283249",0,1,0,0,0,0,0,2,0,3,0
"2507858",0,1,0,0,0,0,0,0,0,0,0
"2507854",0,1,0,0,0,0,0,0,1,1,1
"2488789",0,1,1,0,0,3,1,0,1,7,0
"2419978",0,1,0,0,0,2,1,0,0,0,0
"691966",0,1,0,0,1,0,0,0,0,0,0
"2696356",0,1,0,0,0,0,1,0,0,0,0
"1458863",0,1,0,0,0,0,0,0,0,0,0
"2742114",0,1,0,0,0,0,0,0,0,0,1
"747763",1,1,3,0,0,1,1,0,3,0,2
"753085",0,1,0,1,0,0,1,0,0,0,0
"2686278",0,1,0,0,0,0,0,0,0,0,0
"754053",0,1,0,0,0,0,0,0,1,0,0
"1643326",0,1,0,0,0,0,0,0,0,0,0
"330398",0,1,2,0,0,0,0,0,0,0,0
"2656526",0,1,5,0,0,1,0,0,1,0,0
"1647471",0,1,1,0,0,0,1,1,1,2,1
"1964565",0,1,0,0,0,1,4,0,2,1,1
"2591132",0,1,2,0,0,1,1,2,0,0,1
"370623",11,1,2,3,1,6,2,0,4,2,6
"1868596",0,1,0,0,0,0,0,0,0,0,0
"2608321",0,1,0,0,0,0,0,0,1,0,0
"1647309",1,1,2,0,1,2,1,0,4,1,3
"322855",0,1,0,0,0,0,1,0,0,0,0
"2601626",0,1,0,0,0,0,1,0,0,0,0
"2599852",1,1,1,0,1,0,1,1,1,0,0
"1327037",2,1,0,0,0,0,1,0,0,0,1
"319522",3,1,1,0,1,1,1,1,2,0,2
"2759389",0,1,0,0,0,1,0,0,1,1,0
"2656540",1,1,0,0,1,5,3,0,3,0,1
"1983555",0,1,2,0,0,1,1,0,3,4,5
"1327970",0,1,2,0,0,0,0,0,0,0,0
"1838081",0,1,0,0,0,0,1,1,0,2,0
"2761110",0,1,0,0,0,0,0,0,0,0,0
"2562717",69,121,105,7,34,86,97,45,86,57,74
"1993872",2,3,1,1,0,2,2,1,4,1,3
"1195070",4,2,11,0,0,1,5,3,2,4,6
"1034114",0,1,1,0,0,1,1,0,0,0,0
"1034152",0,1,1,0,0,0,2,0,0,5,0
"2562522",0,59,1,1,0,1,2,0,2,1,0
"2560593",0,32,0,0,1,0,0,0,0,0,0
"2560591",0,4,0,0,1,0,3,1,1,0,1
"2315863",22,42,39,4,24,35,67,9,41,38,40
"1982898",18,20,35,2,8,25,29,13,21,23,13
"1982900",3,13,12,0,2,7,3,0,4,4,1
"1623295",6,12,5,1,0,4,7,3,5,5,6
"1982897",7,12,10,0,5,10,4,6,5,10,8
"1982899",4,4,8,4,0,8,16,3,5,7,3
"2562661",21,44,33,3,14,30,34,12,41,23,27
"1089129",0,4,0,0,0,0,1,0,0,0,0
"373405",0,2,0,0,0,0,0,0,0,0,0
"1211282",0,2,1,0,2,1,0,0,1,1,1
"1089111",0,1,1,0,0,0,2,0,0,2,1
"1041807",0,1,1,0,1,0,1,0,0,0,0
"1034136",0,1,0,0,0,0,0,1,2,0,0
"1211281",0,1,0,0,0,0,0,0,0,0,0
"1993862",0,1,1,0,0,0,0,0,0,0,0
"1993863",0,1,0,0,0,0,0,0,0,0,1
"1993865",0,1,0,0,0,0,2,0,6,0,1
"1032892",0,1,0,0,0,0,2,0,0,0,0
"1993873",1,1,0,2,0,1,1,0,1,1,0
"2733155",14,18,14,3,6,23,18,8,8,20,18
"2733152",6,17,22,1,5,18,19,10,21,17,19
"2733153",11,16,18,3,5,11,17,8,12,18,17
"2733154",5,11,12,1,5,6,8,3,7,8,10
"1982880",10,25,15,5,7,9,19,12,14,11,18
"1982881",0,6,3,0,3,0,3,1,2,1,2
"1982879",1,3,5,0,4,4,3,2,10,4,7
"1982895",1,2,18,0,11,5,13,4,4,3,9
"2562663",6,27,15,3,5,13,19,4,14,9,12
"2560504",0,4,1,0,1,2,1,1,1,1,0
"2562660",7,20,13,1,4,15,17,6,10,10,23
"1034112",0,1,0,0,0,0,1,0,0,1,0
"1983734",1,10,8,0,2,0,3,1,4,5,8
"1623277",1,4,2,2,1,2,1,0,4,1,4
"2700041",1,4,3,0,2,0,4,2,2,4,7
"1983735",0,2,0,0,0,0,0,1,0,1,2
"1983744",1,8,5,0,1,4,5,3,4,1,6
"1623301",0,7,3,0,1,2,2,2,4,0,2
"2734220",2,5,0,0,0,0,1,0,0,0,0
"2734219",0,3,1,1,0,1,3,0,1,0,0
"1993887",0,3,0,0,0,0,0,0,0,0,0
"1776684",0,1,0,0,0,0,0,0,2,3,1
"2560792",0,12,1,2,2,3,1,10,0,2,1
"1211643",5,12,6,1,4,8,10,6,6,7,6
"2171586",1,3,0,2,1,2,0,1,4,1,1
"1982084",0,2,0,0,0,0,0,0,1,0,0
"1982080",0,1,0,0,0,0,0,0,0,0,0
"2170239",1,3,4,0,0,1,3,2,1,1,2
"2520510",1,2,0,0,0,2,1,1,2,3,1
"2315855",6,7,11,1,1,1,22,4,8,5,8
"2734266",2,6,0,2,8,1,2,4,0,1,8
"2734267",1,2,0,0,0,2,5,1,2,2,1
"2201166",1,6,5,1,3,1,6,0,1,3,4
"1034137",0,1,1,0,0,0,0,0,0,0,0
"2170253",6,3,2,1,1,2,1,1,0,1,3
"1982357",2,4,4,0,2,2,1,2,5,0,4
"1982358",5,4,3,1,1,2,8,2,1,1,2
"1623280",3,2,1,0,1,0,2,1,1,0,0
"2169633",3,2,4,1,0,2,0,4,0,1,1
"2169634",2,2,0,0,0,4,3,2,4,0,2
"205879",1,1,0,0,0,0,1,1,1,1,0
"1034111",0,1,0,0,0,0,0,0,0,0,0
"2233782",1,1,2,0,0,0,4,0,3,3,1
"279383",2,4,3,0,4,0,3,2,2,0,3
"1981048",0,1,0,0,0,0,0,1,0,0,0
"1981049",0,1,0,0,0,0,0,0,0,0,1
"2734268",3,8,9,0,2,6,3,2,3,2,3
"2734242",7,8,4,2,2,4,5,0,0,5,4
"1623285",2,7,0,0,0,0,3,0,5,2,3
"2762717",0,1,2,0,0,1,4,0,1,1,4
"2560595",0,7,5,0,0,2,3,1,3,2,2
"2570373",2,5,3,0,1,2,5,0,5,5,2
"2560688",0,2,0,0,2,1,0,3,1,2,0
"1982747",2,3,3,0,2,4,9,8,5,1,5
"2301302",3,2,9,1,1,11,5,15,4,1,0
"1982746",7,1,1,0,1,8,23,13,3,3,2
"2734243",4,7,8,1,0,10,13,1,11,2,4
"2315856",1,4,2,0,2,4,1,0,3,1,2
"1982102",2,2,3,0,2,2,0,1,0,2,0
"2734251",0,6,0,1,0,0,4,0,1,0,0
"2560847",1,3,2,1,0,2,1,0,0,3,2
"2560848",2,2,1,0,0,0,1,5,1,0,1
"2560509",2,6,5,0,1,5,0,0,5,3,0
"2169611",2,6,4,0,1,1,3,0,6,2,4
"1982563",0,2,0,0,1,0,0,1,0,1,0
"2219090",0,1,0,0,0,1,0,0,0,0,1
"2560513",0,1,0,0,0,0,0,0,0,0,0
"2169635",1,2,1,0,0,11,9,1,3,8,0
"2169636",1,1,0,0,4,2,7,1,4,1,3
"373407",0,1,1,0,0,0,0,0,0,0,0
"2201169",3,1,1,2,0,2,3,0,0,0,0
"2560506",3,5,1,0,1,4,3,2,1,3,5
"2182400",1,2,0,0,0,1,0,0,0,0,0
"2560485",1,5,2,0,0,2,3,2,6,1,0
"2734217",2,4,1,0,0,1,4,0,5,1,2
"2169652",3,4,0,0,1,1,4,2,2,0,1
"2560502",1,4,1,0,0,1,2,0,1,2,2
"2041855",1,2,0,0,0,1,0,0,0,0,0
"2560719",1,2,9,0,0,0,3,0,0,1,1
"2560590",0,4,1,0,0,0,4,0,0,0,0
"2560359",2,4,0,0,1,2,0,2,4,0,0
"2560778",1,4,2,0,1,1,2,3,2,1,1
"1982098",1,2,1,0,1,1,3,2,1,1,2
"2734227",0,1,0,0,0,2,0,1,0,0,0
"2744421",1,1,0,0,0,0,2,2,1,0,4
"2560303",1,2,0,0,1,1,1,1,0,0,0
"2560298",1,1,1,1,1,3,6,1,6,3,2
"2560492",1,4,0,1,0,1,1,1,1,1,0
"2734264",3,2,3,0,2,1,6,1,2,1,3
"2744423",5,2,2,0,1,1,6,2,2,4,3
"1982560",0,2,0,0,1,1,3,2,4,0,0
"2734263",3,1,4,0,1,2,9,1,2,2,2
"1910991",0,2,0,0,0,0,0,0,1,0,1
"1910993",0,2,1,2,0,4,0,1,1,1,0
"2734280",2,2,1,0,1,2,0,2,2,2,1
"2734281",1,1,1,0,0,0,0,1,2,2,8
"2734252",2,4,4,0,8,2,2,3,4,2,5
"2734254",0,1,0,0,0,1,1,3,1,1,2
"2734255",1,1,0,0,0,0,0,0,1,0,3
"2733156",2,3,2,0,0,0,0,0,3,3,2
"2733158",0,1,0,0,0,1,0,1,1,0,0
"2560782",1,4,0,0,0,1,3,0,2,0,1
"2560489",2,3,0,0,0,1,6,2,1,3,4
"1982241",0,1,0,0,0,0,1,3,1,0,0
"2560487",1,3,3,0,0,0,1,0,0,1,1
"2560490",0,1,0,0,1,0,0,0,0,0,0
"2560497",0,1,2,0,0,0,0,0,0,0,0
"2560511",0,1,0,0,0,0,0,0,0,0,0
"2560493",1,3,0,1,0,3,3,2,2,1,0
"2734239",8,3,74,0,2,4,4,2,2,2,3
"2169870",0,1,0,0,0,0,0,0,1,0,2
"2169871",0,1,0,0,0,0,0,0,1,0,0
"2734272",1,3,0,1,0,2,1,0,3,6,2
"2734257",0,1,0,0,0,0,0,0,1,0,0
"2734258",0,1,1,0,0,2,0,0,0,0,1
"2744481",1,1,0,0,0,1,2,1,0,0,3
"2734249",0,3,2,1,0,0,1,0,1,0,1
"2560784",0,1,2,1,0,0,3,18,0,1,1
"2560625",0,3,2,0,0,1,1,1,0,0,0
"2734279",1,3,2,0,0,3,3,0,2,11,0
"2734215",3,3,8,1,2,3,4,2,3,2,1
"2734225",0,1,0,0,0,0,0,0,0,1,27
"2734226",0,1,0,0,0,0,0,0,0,0,0
"2734236",3,3,8,0,0,3,4,3,4,3,5
"2734241",0,3,0,0,1,1,5,1,0,1,2
"2734276",0,2,0,1,0,1,1,0,1,1,1
"2734278",1,2,3,0,1,1,2,1,0,2,3
"2734292",0,2,1,0,2,3,1,7,3,3,1
"2560588",1,2,5,1,4,2,1,0,3,6,2
"2560494",0,2,0,0,0,0,1,0,1,0,0
"2560500",0,2,0,0,1,3,4,0,2,1,3
"2560501",0,1,1,0,0,1,0,0,1,0,0
"2560505",0,1,2,0,0,1,3,0,1,2,3
"2560721",0,1,0,0,0,0,0,1,0,0,0
"2560407",2,2,0,0,1,4,3,1,2,0,4
"2560608",1,2,1,0,1,3,2,1,2,0,0
"2733160",0,1,1,0,0,1,0,0,1,0,0
"2733161",0,1,0,0,0,0,0,1,0,0,0
"2734218",1,2,0,0,0,0,0,1,1,0,0
"2734230",2,2,4,0,0,1,0,1,1,1,0
"2734245",1,2,1,0,1,7,5,0,2,2,1
"2734247",3,2,1,0,1,1,2,1,0,0,2
"2734250",1,2,2,1,1,0,0,0,5,2,0
"1982152",0,2,0,0,0,1,0,0,0,0,0
"1982369",0,1,0,0,0,3,0,9,0,0,2
"466052",0,2,0,0,0,0,0,0,0,0,1
"1982091",0,2,0,0,0,2,4,1,0,1,0
"1982087",1,2,1,0,1,1,0,0,0,0,0
"1982373",1,1,1,0,0,1,0,0,1,0,0
"1982374",0,1,0,0,0,0,0,0,0,0,1
"1982375",1,2,3,0,3,1,0,2,0,0,2
"1909389",0,1,2,0,0,1,1,1,0,0,2
"1982151",0,2,1,3,1,2,2,1,1,0,1
"1982261",0,1,0,0,0,0,0,0,0,0,0
"1982265",0,1,0,0,0,0,1,0,0,0,0
"1982569",1,2,0,1,1,0,0,1,0,0,0
"2050979",0,2,1,0,0,0,1,0,2,0,0
"1982237",0,2,0,0,0,0,0,0,0,0,4
"2560503",0,1,0,0,0,0,0,1,1,0,0
"1623275",0,1,0,0,0,0,0,0,3,0,0
"2560650",0,1,0,0,0,0,0,0,0,0,0
"2734262",0,1,0,1,0,0,0,0,1,0,0
"205872",0,1,0,0,0,5,4,0,4,5,4
"2560139",0,1,0,0,0,0,0,0,0,1,0
"2041859",0,1,0,0,0,0,0,0,0,0,0
"1982363",0,1,1,0,1,0,1,0,0,0,0
"2734214",0,1,1,0,0,1,0,4,0,0,0
"2560360",1,1,0,0,1,0,0,1,0,1,1
"2734244",0,1,0,0,0,0,0,0,0,0,0
"1921712",0,1,0,0,0,0,2,0,0,0,0
"85154",0,1,0,0,0,0,0,0,0,0,0
"2734238",3,1,0,1,0,0,6,1,1,0,0
"2734237",0,1,0,2,1,1,0,0,0,0,0
"2005060",0,1,0,0,0,0,1,0,1,1,3
"2734231",0,1,0,1,0,0,0,0,1,0,0
"2705462",0,1,0,0,0,0,0,0,0,0,0
"2734229",5,1,1,1,1,6,1,1,0,1,5
"2560514",0,1,0,0,0,2,2,2,0,0,2
"1921117",0,1,0,0,0,0,0,0,0,0,0
"1918720",0,1,0,0,0,0,0,0,0,0,0
"2734275",0,1,0,0,0,0,0,0,0,0,0
"1982567",1,1,4,1,0,1,0,0,1,3,4
"2169651",0,1,0,0,0,0,0,0,1,0,0
"2560785",2,1,1,1,2,2,0,49,1,2,1
"2734284",3,1,2,0,0,7,4,0,1,5,1
"2734286",0,1,1,0,1,0,0,0,0,0,1
"2169613",1,1,3,1,0,1,3,2,6,2,7
"2560484",2,1,3,1,1,1,2,1,1,1,1
"2560111",0,1,0,0,0,0,0,0,0,0,0
"2560387",0,1,0,0,1,0,1,0,0,1,1
"2560388",2,1,4,0,0,1,0,0,0,0,0
"1982561",1,1,0,0,0,0,0,1,1,0,0
"1982228",0,1,1,0,1,1,0,0,0,0,1
"374422",0,1,1,0,0,1,1,1,0,2,3
"2734291",0,1,1,1,2,3,0,3,1,1,1
"36343",0,1,0,0,0,0,0,0,0,0,0
"546805",8,17,3,1,4,7,10,7,9,9,6
"1007869",6,13,15,0,5,15,13,3,8,4,10
"2201420",1,3,1,0,0,0,2,0,2,1,1
"1493510",1,3,0,0,0,0,0,0,0,0,0
"2593333",2,3,1,0,0,1,1,1,0,0,2
"1913591",3,2,2,0,0,0,0,1,2,0,0
"1273754",1,2,0,0,0,0,1,0,0,0,1
"1273755",0,2,1,0,0,2,1,0,1,0,1
"1161927",0,2,1,0,1,0,5,1,0,2,0
"2589665",1,2,0,0,0,0,0,0,0,0,1
"2024252",0,2,1,0,0,0,0,0,0,0,0
"1124849",0,2,0,0,0,0,1,0,1,0,2
"2713256",0,2,0,1,0,0,3,0,0,1,1
"1458860",0,2,0,0,0,0,0,0,0,0,0
"1026955",0,1,2,0,0,0,0,0,0,0,0
"1883368",0,1,0,0,0,2,0,0,0,0,1
"929833",0,1,1,0,0,0,2,0,2,0,0
"1567487",1,1,0,0,1,0,0,0,0,0,0
"1079999",0,1,0,0,0,0,0,0,7,0,1
"1003177",0,1,0,0,0,0,0,0,0,0,0
"2547425",0,1,0,0,0,0,0,1,0,0,0
"445685",0,1,0,0,0,0,0,0,0,1,0
"2767570",0,1,0,0,1,0,0,2,1,0,4
"2596673",0,1,0,0,0,0,2,1,0,0,0
"2588520",0,1,0,0,0,0,0,0,2,0,0
"1503929",0,1,1,1,3,2,2,0,3,3,2
"445686",0,1,3,0,0,0,1,0,0,0,2
"407392",0,1,0,0,0,1,0,0,0,0,0
"1892568",11,12,8,0,1,7,10,4,10,3,6
"227470",1,3,2,0,0,1,4,0,1,1,0
"1985325",1,2,1,0,0,0,1,0,0,0,0
"1914165",0,2,1,0,0,0,4,1,1,1,0
"1913652",1,2,3,0,0,2,1,1,1,0,0
"1985329",0,1,0,0,0,1,0,0,0,0,1
"1985328",0,1,2,0,0,2,0,1,3,0,0
"1198137",1,1,4,0,0,3,1,2,0,1,1
"10663",0,1,2,0,0,3,1,1,2,1,0
"1913654",1,1,2,0,0,2,1,1,1,1,2
"1913653",0,1,1,0,0,1,1,0,1,0,0
"1133560",2,4,6,0,3,3,4,1,2,3,3
"2006134",0,4,0,0,1,0,0,0,1,0,2
"1980948",0,3,1,0,0,0,0,1,0,0,0
"2560300",0,1,1,0,1,2,0,1,0,1,3
"2594900",5,6,3,0,2,7,7,1,7,4,9
"1980923",1,3,3,0,2,3,3,1,0,0,3
"2732982",1,2,2,0,0,2,4,0,1,3,1
"2732983",0,2,1,0,0,1,0,0,0,0,0
"2578230",0,1,0,0,0,0,0,0,0,0,0
"2732972",0,1,0,0,0,0,0,1,0,0,0
"2732974",0,1,1,0,0,0,0,0,1,0,0
"260373",0,3,0,0,0,0,0,0,0,0,0
"1966265",1,1,0,0,0,0,1,1,0,0,0
"1914852",0,4,0,0,0,1,0,0,2,3,0
"1914850",0,2,0,1,1,0,1,1,0,1,3
"2508196",1,1,3,0,0,2,0,4,1,1,1
"1198140",1,4,0,0,1,4,1,2,0,0,2
"1985293",1,3,1,0,1,1,1,1,0,0,0
"1984784",0,2,0,0,0,1,0,0,0,0,0
"1984783",0,1,2,0,0,0,1,1,3,3,0
"2560302",0,1,0,0,0,1,0,0,0,0,0
"2562722",1,1,2,1,0,0,4,0,1,0,2
"2520516",0,1,1,0,0,1,2,0,0,1,1
"2734089",0,4,2,0,0,2,3,1,3,2,1
"2560286",2,4,0,1,0,3,5,3,1,1,0
"1980925",2,2,3,0,0,0,2,2,2,1,2
"1980926",1,2,3,0,0,1,3,0,2,0,1
"2734129",5,4,9,0,4,6,8,3,7,12,6
"2560700",2,4,0,0,2,3,3,1,1,2,2
"1198980",0,4,0,0,0,0,0,4,0,0,1
"2734130",0,1,0,0,0,0,0,0,0,0,0
"2738374",0,1,0,0,0,1,0,0,1,0,0
"2752533",0,2,0,0,0,1,0,0,1,1,1
"2734115",0,1,1,0,0,0,3,0,0,1,0
"2560671",0,3,0,0,0,0,2,0,3,1,1
"2734111",0,3,2,0,0,0,0,0,0,0,1
"2560687",0,1,0,0,0,0,0,0,0,0,0
"2169882",3,2,2,1,0,1,1,1,0,0,1
"2169883",3,1,1,0,0,1,0,0,1,2,1
"2734080",0,2,1,0,0,0,1,0,1,0,0
"2734081",0,1,0,0,0,1,0,0,0,0,0
"2560244",0,3,0,0,0,0,4,0,0,0,1
"2560261",1,3,2,0,1,1,4,1,1,4,0
"2734085",1,2,0,0,1,0,0,0,0,1,2
"2560086",0,2,0,0,0,0,0,0,1,0,0
"2560752",0,2,1,0,0,0,2,0,0,0,0
"2560400",0,1,0,0,0,0,1,0,0,2,0
"2560628",0,1,0,0,0,1,1,1,1,1,0
"2752547",0,2,1,0,0,0,1,0,0,0,1
"2734102",0,2,0,0,2,1,0,0,0,0,0
"2734109",1,2,0,0,0,1,0,0,0,0,0
"2733109",0,2,2,0,0,2,0,0,0,1,0
"2734123",1,2,0,0,0,1,2,0,3,0,0
"2562339",0,1,0,0,0,0,0,0,0,1,0
"1980944",3,1,1,0,0,1,4,1,2,1,1
"2738809",0,1,1,0,0,1,1,0,1,0,1
"2734158",0,1,0,0,0,0,1,0,1,0,0
"2560680",0,1,0,0,0,0,0,0,0,0,1
"2560676",0,1,0,0,0,0,0,0,0,0,0
"2733139",0,1,0,0,0,0,0,0,0,0,0
"2734150",1,1,0,0,0,0,0,0,0,1,0
"2560337",0,1,0,0,1,0,0,0,0,1,2
"2560336",1,1,1,0,2,0,0,0,0,0,0
"2560834",1,1,0,0,0,0,0,0,0,0,1
"2734147",0,1,2,1,0,1,3,0,1,3,0
"2734144",2,1,1,0,0,0,0,0,0,0,0
"2734143",0,1,0,0,0,0,0,0,0,1,0
"2752794",0,1,0,0,0,0,0,2,0,0,0
"2734141",0,1,1,0,0,0,2,0,0,0,0
