"","X0n7bM2TOMPOOA100365.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"2734215",3,0,6,0,0,5,2,2,4,1,2
"2734225",1,0,0,0,0,0,1,0,0,27,0
"2734226",1,0,0,0,0,0,0,0,0,0,0
"2734236",3,2,2,0,5,5,3,3,1,5,2
"2734241",3,0,3,0,1,1,1,1,2,2,0
"2734276",2,1,1,1,0,3,1,0,1,1,0
"2734278",2,1,14,3,1,0,2,0,3,3,0
"2734292",2,2,3,0,3,2,3,2,5,1,0
"2560588",2,2,2,0,2,2,6,1,2,2,0
"2560494",2,0,0,0,0,1,0,0,0,0,1
"2560500",2,0,1,1,0,0,1,1,3,3,0
"2560501",1,1,3,1,0,4,0,1,2,0,0
"2560505",1,2,4,1,1,2,2,1,1,3,1
"2560721",1,2,1,0,0,0,0,0,0,0,0
"2560407",2,3,2,2,2,3,0,5,5,4,3
"2560608",2,0,2,0,1,0,0,3,1,0,0
"2733160",1,0,1,0,1,0,0,0,0,0,0
"2733161",1,0,0,0,0,0,0,0,0,0,0
"2734218",2,1,1,0,1,3,0,1,0,0,0
"2734230",2,2,4,0,0,5,1,2,3,0,2
"2734245",2,0,3,0,1,4,2,2,0,1,0
"2734247",2,0,2,0,1,2,0,0,0,2,1
"2734250",2,3,2,0,2,4,2,0,2,0,0
"1982152",2,0,0,1,0,0,0,0,0,0,0
"1982369",1,1,0,1,0,0,0,2,0,2,0
"466052",2,1,0,0,0,1,0,0,0,1,0
"1982091",2,0,0,0,0,3,1,0,0,0,1
"1982087",2,0,4,0,2,0,0,2,0,0,1
"1982373",1,1,0,0,0,0,0,0,1,0,0
"1982374",1,0,0,0,0,0,0,0,0,1,0
"1982375",2,0,1,0,3,2,0,0,0,2,0
"1909389",1,1,1,0,0,3,0,3,1,2,2
"1982151",2,0,1,2,0,5,0,1,1,1,0
"1982261",1,0,1,0,0,0,0,0,0,0,0
"1982265",1,0,0,0,0,0,0,0,0,0,0
"1982569",2,0,3,1,3,2,0,0,0,0,0
"2050979",2,0,4,0,0,1,0,0,0,0,1
"1982237",2,0,0,0,0,0,0,0,0,4,0
"2560503",1,3,0,0,0,0,0,1,0,0,1
"1623275",1,0,2,1,0,1,0,0,0,0,1
"2560650",1,0,1,0,0,1,0,0,0,0,0
"2734262",1,1,0,0,0,0,0,0,1,0,0
"205872",1,1,1,0,0,2,5,0,5,4,0
"2560139",1,0,0,0,0,0,1,0,1,0,0
"2041859",1,0,0,0,0,0,0,0,0,0,0
"1982363",1,0,1,0,0,1,0,1,0,0,0
"2734214",1,0,2,0,3,1,0,0,0,0,1
"2560360",1,2,0,0,0,1,1,0,0,1,0
"2734244",1,0,0,0,0,0,0,0,0,0,0
"1921712",1,0,0,0,0,0,0,1,0,0,0
"85154",1,0,0,0,1,0,0,0,0,0,0
"2734238",1,1,1,0,2,4,0,1,2,0,0
"2734237",1,0,0,0,0,0,0,1,1,0,0
"2005060",1,2,3,1,0,2,1,1,2,3,1
"2734231",1,0,0,0,1,0,0,0,1,0,0
"2705462",1,0,0,0,0,0,0,0,0,0,0
"2734229",1,0,1,0,2,3,1,0,1,5,1
"2560514",1,1,5,0,0,4,0,0,0,2,0
"1921117",1,0,0,0,1,0,0,0,0,0,0
"1918720",1,0,1,0,0,0,0,0,0,0,0
"2734275",1,0,0,0,0,0,0,0,0,0,0
"1982567",1,0,1,0,3,2,3,0,2,4,0
"2169651",1,0,0,0,0,0,0,0,0,0,0
"2560785",1,5,6,3,1,1,2,3,2,1,1
"2734284",1,2,4,1,2,4,5,1,4,1,0
"2734286",1,0,0,0,1,0,0,0,0,1,0
"2169613",1,1,3,0,4,0,2,1,2,7,0
"2560484",1,0,2,0,3,1,1,1,3,1,2
"2560111",1,0,0,0,1,2,0,0,0,0,0
"2560387",1,0,2,0,2,1,1,0,1,1,0
"2560388",1,0,1,0,0,1,0,0,0,0,0
"1982561",1,0,0,0,0,0,0,1,1,0,0
"1982228",1,0,0,0,0,0,0,0,0,1,0
"374422",1,0,0,0,2,1,2,1,1,3,0
"2734291",1,1,1,0,2,1,1,1,2,1,0
"36343",1,0,0,0,0,0,0,0,0,0,0
"546805",17,7,8,1,2,16,9,8,10,6,3
"1007869",13,2,16,20,10,14,4,3,8,10,4
"2201420",3,0,0,0,0,3,1,3,0,1,0
"1493510",3,0,0,0,0,1,0,0,0,0,0
"2593333",3,0,3,0,3,5,0,1,0,2,0
"1913591",2,2,2,0,0,1,0,3,0,0,3
"1273754",2,0,0,0,1,0,0,0,0,1,1
"1273755",2,1,0,1,0,1,0,0,0,1,1
"1161927",2,1,6,0,1,1,2,0,2,0,2
"2589665",2,0,0,0,0,1,0,0,0,1,0
"2024252",2,0,0,0,0,0,0,0,0,0,0
"1124849",2,1,1,0,0,4,0,1,3,2,0
"2713256",2,3,7,0,2,3,1,0,2,1,2
"1458860",2,0,0,0,1,0,0,0,0,0,0
"1026955",1,1,0,0,1,1,0,0,3,0,0
"1883368",1,0,0,0,1,1,0,0,2,1,0
"929833",1,0,0,0,0,5,0,0,0,0,0
"1567487",1,0,0,0,0,0,0,0,0,0,0
"1079999",1,2,1,0,0,1,0,7,0,1,0
"1003177",1,0,0,0,0,0,0,0,1,0,0
"2547425",1,0,1,0,0,0,0,0,0,0,0
"445685",1,1,0,0,0,0,1,1,0,0,0
"2767570",1,0,20,0,1,0,0,1,2,4,1
"2596673",1,1,0,0,0,1,0,0,0,0,0
"2588520",1,0,1,0,0,0,0,0,0,0,0
"1503929",1,1,2,0,0,3,3,1,1,2,2
"445686",1,0,0,0,0,0,0,0,3,2,2
"407392",1,0,1,0,0,1,0,0,0,0,0
"1892568",12,6,11,0,9,11,3,7,4,6,2
"227470",3,0,0,0,0,0,1,1,0,0,0
"1985325",2,0,1,0,2,1,0,1,0,0,0
"1914165",2,0,3,0,1,4,1,1,1,0,0
"1913652",2,2,0,0,2,1,0,0,1,0,2
"1985329",1,0,2,0,1,0,0,0,1,1,0
"1985328",1,1,0,0,0,3,0,1,0,0,0
"1198137",1,0,0,0,2,3,1,1,0,1,1
"10663",1,1,3,1,2,1,1,3,0,0,0
"1913654",1,2,4,0,0,0,1,0,0,2,0
"1913653",1,1,0,1,1,0,0,0,2,0,0
"1133560",4,3,10,0,3,4,3,2,2,3,4
"2006134",4,0,0,0,0,3,0,0,1,2,0
"1980948",3,0,1,0,1,1,0,0,1,0,0
"2560300",1,1,0,0,0,1,1,0,0,3,0
"2594900",6,4,8,1,3,5,4,6,5,9,0
"1980923",3,3,2,0,1,3,0,3,1,3,0
"2732982",2,0,0,0,2,1,3,0,1,1,1
"2732983",2,0,0,0,2,0,0,1,1,0,0
"2578230",1,0,0,0,0,0,0,1,0,0,0
"2732972",1,0,0,0,0,0,0,0,1,0,0
"2732974",1,0,0,0,0,0,0,0,0,0,1
"260373",3,0,0,0,0,0,0,0,0,0,0
"1966265",1,2,2,0,2,0,0,0,0,0,2
"1914852",4,3,0,0,2,0,3,0,0,0,0
"1914850",2,2,2,0,0,0,1,1,5,3,0
"2508196",1,3,3,0,4,0,1,2,2,1,1
"1198140",4,1,0,0,1,3,0,2,0,2,0
"1985293",3,1,0,0,0,0,0,0,0,0,0
"1984784",2,0,0,0,0,1,0,0,0,0,0
"1984783",1,0,1,0,0,0,3,1,0,0,0
"2560302",1,1,3,0,0,1,0,0,1,0,0
"2562722",1,0,1,1,1,2,0,1,1,2,0
"2520516",1,2,5,0,1,0,1,0,0,1,2
"2734089",4,2,2,1,0,3,2,1,0,1,0
"2560286",4,3,0,0,3,1,1,2,1,0,0
"1980925",2,0,2,0,0,4,1,1,2,2,0
"1980926",2,2,5,0,0,1,0,1,0,1,0
"2734129",4,8,11,3,8,3,12,7,1,6,3
"2560700",4,1,2,0,2,1,2,2,1,2,1
"1198980",4,0,0,0,1,0,0,0,0,1,0
"2734130",1,0,0,0,0,0,0,0,0,0,0
"2738374",1,0,1,0,0,0,0,0,0,0,0
"2752533",2,3,1,0,0,2,1,0,2,1,0
"2734115",1,0,1,0,0,0,1,0,0,0,0
"2560671",3,2,1,0,0,0,1,0,2,1,0
"2734111",3,0,2,0,0,2,0,0,0,1,0
"2560687",1,1,0,0,0,0,0,0,1,0,0
"2169882",2,2,1,0,0,0,0,0,0,1,0
"2169883",1,0,1,0,0,2,2,1,0,1,3
"2734080",2,1,1,0,1,2,0,0,0,0,1
"2734081",1,0,0,0,0,3,0,0,1,0,0
"2560244",3,4,0,0,0,1,0,3,0,1,0
"2560261",3,3,3,0,0,1,4,4,1,0,0
"2734085",2,0,0,0,0,0,1,0,0,2,1
"2560086",2,0,0,1,1,0,0,0,0,0,0
"2560752",2,0,0,0,0,0,0,1,0,0,0
"2560400",1,0,0,0,1,0,2,0,2,0,1
"2560628",1,0,2,1,0,0,1,3,2,0,1
"2752547",2,0,1,0,0,0,0,0,3,1,0
"2734102",2,0,0,0,1,0,0,0,1,0,0
"2734109",2,0,1,0,0,1,0,0,0,0,0
"2733109",2,3,0,0,0,0,1,1,0,0,0
"2734123",2,0,0,0,0,1,0,2,0,0,0
"2562339",1,0,0,0,0,0,1,0,0,0,0
"1980944",1,0,0,1,0,4,1,1,0,1,0
"2738809",1,0,1,0,1,2,0,2,1,1,1
"2734158",1,2,1,0,0,1,0,0,0,0,0
"2560680",1,0,1,0,0,0,0,0,0,1,0
"2560676",1,0,0,0,0,0,0,0,0,0,1
"2733139",1,0,0,0,0,0,0,0,0,0,1
"2734150",1,0,0,0,0,0,1,0,0,0,0
"2560337",1,0,6,1,1,0,1,0,0,2,0
"2560336",1,0,1,0,0,1,0,0,0,0,0
"2560834",1,1,0,0,1,1,0,1,0,1,0
"2734147",1,1,2,0,0,0,3,0,1,0,1
"2734144",1,0,3,0,0,1,0,0,0,0,0
"2734143",1,1,0,0,0,1,1,0,0,0,0
"2752794",1,0,2,1,0,2,0,0,0,0,0
"2734141",1,0,0,0,0,0,0,1,0,0,0
"2734140",1,0,2,0,0,1,0,0,1,0,1
"2734084",1,0,0,0,3,3,0,2,1,5,1
"2752797",1,0,2,0,0,0,0,0,0,0,0
"2734136",1,0,0,0,0,0,0,0,0,0,0
"2734122",1,0,0,0,1,1,3,0,0,4,0
"2560540",1,0,0,0,0,0,0,1,0,0,0
"1980947",1,0,0,0,2,2,3,0,2,0,0
"1984796",1,0,0,1,0,1,0,0,0,0,0
"1925780",1,1,0,0,0,0,0,0,0,0,0
"1922212",1,0,0,0,0,0,0,0,0,0,0
"1921704",1,0,0,0,0,0,0,1,0,0,0
"1984777",1,0,3,0,0,0,0,0,0,0,0
"499235",1,0,2,0,0,1,0,1,0,0,0
"431894",1,0,0,0,0,1,0,0,0,1,0
"1084719",1,0,1,0,2,0,0,0,1,0,1
"2560474",1,0,0,0,0,0,0,0,0,0,0
"2590948",4,2,4,3,4,5,2,3,9,3,4
"2713257",4,1,7,0,5,5,2,0,3,5,0
"2590877",3,0,0,0,1,1,1,0,0,1,0
"1188795",3,4,2,0,1,4,0,2,2,0,2
"2053812",3,3,2,0,1,4,0,0,0,1,1
"754069",3,1,1,0,0,0,0,1,0,0,0
"2053723",2,1,0,0,0,1,0,1,0,0,0
"1131315",2,1,1,0,1,0,0,3,7,3,1
"2565510",2,1,3,1,0,0,0,2,1,3,0
"2182408",2,1,1,0,0,4,0,1,1,1,1
"179237",2,0,6,1,1,1,1,0,1,3,1
"2708562",2,1,0,0,0,3,0,0,2,0,0
"1417599",1,1,1,0,0,3,1,1,0,0,0
"1622116",1,0,0,0,0,1,0,0,0,0,0
"2315703",1,0,2,4,1,0,1,2,0,3,0
"1235689",1,1,35,1,1,0,0,0,0,1,1
"1563661",1,0,1,0,0,2,2,0,2,1,1
"2583039",1,0,0,0,0,0,0,0,1,0,0
"1054968",1,0,0,0,0,0,0,0,0,1,0
"1526550",1,0,0,0,0,0,0,0,0,0,0
"1461743",1,0,1,0,0,0,0,0,0,0,0
"2108116",1,3,1,0,0,0,0,0,0,0,0
"2053813",1,2,1,0,0,4,0,0,0,0,0
"926066",1,0,0,0,0,0,0,0,0,0,0
"2604899",1,1,1,0,0,1,1,1,1,0,0
"1881421",1,0,0,0,0,0,0,0,0,0,0
"1978007",1,4,1,2,0,1,2,0,1,1,1
"644524",3,0,4,0,1,1,3,3,1,0,0
"1195073",2,1,3,0,4,3,2,3,0,5,0
"242527",1,0,5,0,6,0,3,0,3,3,0
"1136535",1,2,4,0,1,3,3,2,4,4,3
"2560611",3,2,1,0,0,3,1,1,0,0,0
"2529391",2,1,2,0,4,4,8,1,1,2,0
"2529390",2,0,1,0,0,2,0,1,1,0,0
"1922330",1,1,0,0,0,0,0,0,0,0,0
"2184035",1,0,0,0,0,0,0,0,2,0,0
"279280",2,6,4,0,1,1,2,1,1,3,0
"2734260",1,0,1,0,0,1,1,1,1,1,0
"2560658",1,1,5,7,0,1,0,0,2,0,0
"2560692",1,1,42,26,0,0,0,1,0,0,0
"2047764",1,0,1,0,0,1,0,4,0,0,0
"1231360",1,0,2,0,0,0,0,0,0,0,0
"2734187",1,1,0,0,0,0,0,0,0,0,0
"388452",1,0,0,0,0,0,0,0,0,0,1
"10752",1,0,0,0,0,0,0,0,0,0,0
"2734191",1,0,2,0,1,0,0,0,0,0,0
"1985720",4,0,3,0,0,1,1,0,0,4,0
"2732686",2,1,1,0,1,3,0,5,0,1,0
"110456",1,0,2,2,2,0,0,0,0,0,0
"2732677",1,2,4,1,0,0,0,1,0,0,0
"2732683",1,1,0,1,0,0,2,0,1,2,0
"477967",3,1,3,0,0,2,1,2,0,3,0
"2732909",2,0,0,0,0,1,0,0,0,0,0
"2732929",3,1,2,0,2,2,1,2,2,1,3
"2732930",2,0,0,0,1,0,0,1,2,2,1
"2731677",3,1,0,0,0,2,3,0,1,1,0
"2731675",1,0,0,0,0,0,0,0,0,0,0
"2733956",3,0,1,0,1,0,0,0,1,1,0
"2733922",3,3,0,0,0,1,0,5,0,0,0
"2733941",3,0,1,0,0,1,1,0,0,1,1
"2733892",3,1,0,0,1,0,0,0,2,0,0
"1985736",2,0,0,0,1,1,1,0,0,1,0
"1985734",1,0,0,0,0,0,0,0,0,1,0
"1985730",2,0,0,0,0,3,1,2,1,0,0
"2733939",2,0,0,0,1,2,0,1,0,0,0
"151528",2,0,2,0,0,0,0,0,0,1,0
"1920774",2,0,0,0,0,3,3,2,0,1,2
"2733946",1,0,3,1,1,2,0,7,0,0,0
"2733945",1,0,0,0,0,0,0,0,0,0,0
"2731928",1,0,0,0,0,0,0,0,0,0,1
"2733920",1,0,0,0,0,0,0,0,0,1,0
"2733937",1,0,0,0,0,0,0,0,0,0,0
"2560657",1,0,0,0,0,0,0,0,0,0,0
"1415145",1,1,0,0,0,0,0,0,0,0,0
"2572874",27,19,23,5,15,22,18,21,44,44,9
"1911929",2,2,5,0,0,1,0,3,1,2,0
"1922327",2,1,3,0,3,5,8,1,2,2,0
"1921016",1,0,0,0,0,1,0,0,0,0,0
"2560335",1,0,0,0,0,2,0,0,0,0,0
"2732970",5,0,1,0,0,0,0,0,2,0,0
"1857846",1,1,0,0,1,0,0,0,0,0,0
"2732969",1,0,1,0,0,0,0,1,0,0,0
"632112",3,0,0,0,0,0,0,1,0,1,0
"1857844",3,3,1,0,0,0,0,0,0,1,0
"2041210",1,0,0,0,0,1,0,0,1,0,0
"2510941",1,0,0,0,0,0,1,0,0,1,0
"2560112",7,9,1,0,0,1,0,0,0,0,0
"2560156",1,0,0,0,1,1,0,1,0,0,0
"2733998",1,1,0,0,0,0,0,0,1,0,0
"2733999",1,0,0,0,0,0,0,0,0,0,0
"187218",1,1,6,0,2,2,3,0,1,0,0
"2733996",1,0,0,0,0,1,0,0,0,0,0
"1978922",2,4,1,0,0,3,3,1,1,0,0
"2555548",2,0,3,1,0,1,2,1,4,2,0
"1636182",1,0,0,0,0,1,0,0,1,1,0
"2099338",1,0,0,0,0,0,0,1,0,0,1
"2267403",1,0,0,0,1,1,0,0,0,0,0
"2419930",1,1,0,0,0,2,1,0,0,0,0
"2601680",1,0,2,0,0,0,0,0,1,0,0
"2169532",3,2,0,0,0,4,3,1,0,1,0
"2169536",1,1,2,0,1,2,2,1,2,1,0
"2731622",1,0,0,0,0,0,0,0,0,0,0
"2734031",6,5,0,0,1,0,0,0,0,1,0
"2732068",2,0,0,0,0,0,1,1,1,0,0
"2560227",1,0,0,0,0,0,0,0,0,1,0
"2734037",1,0,0,0,0,0,0,0,0,0,0
"2732062",1,0,0,0,0,0,0,0,0,0,0
"1920866",1,0,0,0,0,1,0,0,1,0,0
"2734029",1,0,1,0,0,0,0,0,0,0,0
"10294",48,37,37,4,27,44,39,27,26,29,14
"10319",43,32,33,2,27,25,34,21,19,16,8
"180252",9,2,5,0,5,5,3,4,2,2,0
"180255",2,2,2,0,5,6,3,3,1,4,0
"10358",18,22,22,2,6,21,16,4,15,15,4
"10365",13,12,10,2,9,11,18,21,2,13,4
"10397",12,3,7,3,9,9,0,7,2,8,1
"40272",5,4,7,0,2,5,0,1,0,0,0
"548689",5,5,25,1,0,3,1,1,2,3,2
"33706",4,2,4,0,1,7,4,0,1,2,2
"10379",6,3,2,0,3,7,6,3,3,4,0
"10375",5,3,2,2,3,3,2,0,3,1,0
"548687",2,1,3,1,1,2,1,0,0,1,0
"35249",1,3,6,0,2,5,1,0,0,4,1
"548688",1,7,3,0,2,10,3,6,4,3,1
"180230",11,6,7,0,7,11,3,9,2,4,1
"10401",2,1,0,0,1,1,2,0,2,6,0
"508441",1,0,0,0,1,1,0,1,0,0,0
"389214",2,1,2,0,2,1,0,2,3,0,0
"1513231",1,0,3,0,0,1,1,0,0,0,1
"1349409",79,36,57,6,45,61,47,32,69,55,15
"2107708",65,20,40,4,28,31,23,25,16,24,7
"1349410",62,45,43,6,25,54,34,48,27,24,10
"2107709",52,27,37,1,26,29,13,43,20,19,9
"1605721",41,25,58,4,27,36,18,12,30,37,14
"2107707",25,17,16,5,19,21,16,22,21,26,7
"1450746",6,1,3,0,1,4,5,0,0,0,0
"1903266",4,4,1,0,0,2,0,1,1,2,0
"1100043",2,3,3,0,4,3,2,2,2,3,0
"762905",1,0,0,0,0,0,0,0,0,0,0
"1262528",2,1,4,0,1,1,1,1,2,0,0
"1273751",2,0,0,1,0,0,1,3,5,1,0
"1262530",1,2,0,0,0,0,0,0,0,0,0
"1273748",1,0,3,1,3,1,0,1,1,2,0
"1273749",1,2,3,0,1,1,1,1,1,1,1
"1273752",1,1,0,0,1,0,0,1,0,0,0
"1454028",1,0,0,0,0,0,0,0,0,0,0
"1592101",1,0,0,0,0,0,0,0,0,0,0
"1391455",1,0,0,0,0,0,0,0,0,0,0
"1678078",18,9,8,3,5,11,8,7,13,5,2
"1500510",1,0,0,0,0,0,0,0,0,0,0
"1758881",1,0,0,0,0,0,0,0,0,0,0
"1932881",1,2,1,1,2,1,1,0,0,0,0
"1685767",1,0,1,0,0,0,0,0,0,0,0
"10257",31,20,26,3,15,21,25,19,18,17,7
"2733300",17,7,9,0,10,12,10,10,5,7,1
"1285599",13,6,14,0,5,11,1,5,6,6,1
"10260",7,2,4,0,0,1,0,8,1,2,0
"10278",6,0,4,1,8,3,1,5,14,12,1
"10242",2,2,1,0,0,3,2,0,3,1,0
"2733301",1,0,1,0,0,1,0,0,1,1,0
"573055",1,0,1,0,0,0,0,0,0,0,0
"2733302",1,2,2,0,0,1,0,0,0,0,0
"10497",4,3,6,0,2,5,1,2,3,0,0
"10491",6,1,4,0,3,0,1,0,2,2,0
"10487",1,0,7,0,0,2,1,0,0,0,0
"10492",3,0,2,0,0,3,2,1,1,3,0
"10494",2,0,3,0,2,1,1,0,0,0,0
"308906",1,0,0,0,1,0,0,0,0,0,0
"1813598",10,4,6,0,2,3,6,2,7,7,0
"1421067",2,0,0,0,0,0,1,0,1,0,0
"999883",1,0,2,0,1,0,1,1,0,0,0
"113366",2,1,0,0,2,0,0,0,1,1,1
"328613",2,0,0,0,0,0,0,0,0,0,0
"880158",10,5,36,3,8,6,7,8,4,13,2
"381899",3,0,0,0,0,2,2,1,2,0,0
"46021",1,0,1,0,0,1,0,0,0,0,0
"322019",1,3,0,0,0,1,2,0,1,1,0
"346674",1,1,2,0,2,1,0,1,3,0,0
"2023057",3,5,11,1,2,2,1,2,5,60,1
"1474867",2,0,3,0,0,0,1,0,0,0,0
"358403",3,1,1,0,0,0,0,0,1,0,1
"37665",1,0,2,0,0,3,0,1,1,3,0
"181082",1,0,1,2,2,0,0,0,0,0,1
"2501774",11,6,5,0,0,2,0,2,4,12,2
"985782",3,11,5,0,2,2,3,1,1,4,1
"1513235",2,2,2,0,0,0,1,0,1,0,0
"413684",2,1,0,0,2,1,1,0,0,1,0
"130310",2,0,0,0,0,0,0,0,0,0,0
"130308",2,1,4,0,2,4,1,0,2,2,0
"2015370",2,0,1,0,1,2,0,1,1,0,2
"1962299",1,1,0,0,0,0,0,0,0,0,0
"1146873",1,0,11,3,1,0,0,0,0,0,1
"1986017",1,0,0,0,0,0,0,0,0,0,0
"1986019",1,0,0,0,1,2,0,0,1,0,0
"1986022",1,0,0,0,1,0,0,0,0,0,1
"130369",1,0,4,0,0,0,0,1,1,1,0
"2015375",1,0,0,0,0,0,0,0,0,0,0
"2170000",1,0,0,0,0,0,0,0,0,0,0
"2170002",1,0,0,0,0,1,0,0,0,0,0
"108098",1,0,0,0,0,0,1,1,0,0,0
"1548417",5,1,1,1,1,2,2,2,1,3,0
"190064",1,0,0,0,0,1,0,0,0,0,0
"2003673",1,0,0,0,0,0,0,0,0,0,0
"1557035",1,0,1,0,0,0,0,0,0,0,0
"1154689",3,2,2,0,2,5,1,1,2,1,0
"1282967",1,2,3,0,0,0,3,0,0,0,1
"2049890",1,1,3,0,0,0,1,0,0,1,0
"1172985",6,4,0,0,0,1,0,1,0,0,0
"1983570",1,0,0,0,0,0,0,0,0,0,0
"11103",3,0,1,0,1,0,0,0,0,0,0
"2008770",1,0,0,0,0,0,0,0,1,0,0
"11083",1,0,0,0,0,0,0,0,0,0,0
"64319",1,0,3,0,0,0,0,0,0,0,0
"39686",1,1,0,0,0,1,0,1,0,0,0
"2170088",2,0,0,0,0,0,0,0,0,0,0
"2170085",1,0,0,0,0,0,0,0,0,0,0
"1985360",1,4,0,0,3,3,6,2,3,0,0
"135246",1,0,0,0,0,0,0,0,0,0,0
"84589",1,0,0,0,0,0,0,0,0,0,0
"45103",1,0,0,0,0,0,0,0,0,0,0
"1758139",1,0,0,0,0,0,0,0,0,0,0
"2316740",1,0,0,0,0,0,0,0,0,0,0
"327106",1,0,0,0,0,0,0,0,0,0,0
"12163",1,2,0,0,2,1,1,0,0,1,0
"1653394",3,1,0,0,0,1,0,0,0,0,1
"2560196",3,0,455,0,32,72,26,42,17,48,3
"11572",2,0,0,0,0,1,0,0,2,5,0
"2560074",1,0,2,0,1,1,1,1,0,0,0
"2734594",1,0,0,0,0,0,0,0,0,0,0
"1972611",3,1,0,0,0,2,0,1,0,3,0
"2733252",1,0,0,0,0,0,0,0,0,0,0
"2560069",2,1,1,0,0,1,0,0,1,0,0
"2560080",1,0,0,1,0,0,0,0,3,0,0
"186536",1,0,0,0,0,0,0,0,0,0,0
"2501931",3,2,9,0,3,3,2,1,2,3,2
"2501984",1,1,1,0,0,1,0,0,0,0,0
"2508228",1,0,0,0,0,0,0,1,0,0,0
"2499603",1,0,0,0,0,0,0,0,0,0,0
"2507288",1,1,0,0,0,0,0,0,0,0,0
"2170030",1,0,0,0,0,0,0,0,0,0,0
"32620",1,0,0,0,0,0,0,0,0,0,0
"185017",1,0,0,0,0,0,0,0,0,0,0
"397544",2,0,0,0,0,0,0,0,0,0,0
"42631",1,0,0,0,0,0,0,0,0,0,0
"48201",1,0,0,0,0,0,0,0,0,0,0
"1247114",1,0,0,0,0,0,0,0,0,0,0
"1906170",1,0,0,0,0,0,0,0,1,0,0
"2560353",1,0,0,0,0,0,0,0,0,0,0
"2560390",1,0,0,0,0,0,0,0,0,0,0
"327108",1,0,0,0,0,0,0,0,0,0,0
"1765754",1,0,0,0,0,0,0,0,0,0,0
"10882",1,2,1,0,0,1,0,1,0,0,0
"10979",1,0,0,0,1,0,0,4,1,0,0
"10985",1,0,0,0,1,1,0,0,0,0,0
"2169857",1,0,0,0,1,0,0,1,0,0,0
"343865",1,0,0,0,0,0,1,0,0,0,0
"1923146",2,0,0,0,0,0,0,0,0,0,0
"1923493",1,0,0,0,0,0,0,0,0,0,0
"1923186",1,0,0,0,0,0,0,0,0,0,0
"1923655",1,1,0,0,0,1,0,0,0,0,0
"1922431",1,0,0,0,0,0,0,0,0,0,0
"1923422",1,0,0,0,0,0,0,0,0,0,0
"1922703",1,0,0,0,0,0,0,0,0,0,0
"1923541",1,0,0,0,0,0,1,0,0,0,0
"1923487",1,0,0,0,0,0,0,1,0,0,0
"1922745",1,0,0,0,0,0,0,0,0,0,0
"1922602",1,0,0,0,0,0,0,0,0,0,0
"1922742",1,0,0,0,0,0,0,0,0,0,0
"1923336",1,0,0,0,0,0,0,0,0,0,0
"1922448",1,0,0,0,0,0,0,0,0,0,0
"1923671",1,0,0,0,0,0,0,0,0,0,0
"1922896",1,0,0,0,0,0,0,0,0,0,0
"1922901",1,0,0,0,0,0,0,0,0,0,0
"75914",2,0,0,0,0,0,0,0,0,0,0
"1500866",1,0,0,0,0,0,0,0,0,0,0
"1088890",1,0,0,0,0,0,0,0,0,0,0
"11646",1,0,0,0,0,0,0,0,0,0,0
"10449",8,8,7,0,2,5,1,0,3,4,2
"307461",1,0,0,0,0,1,0,0,0,0,0
"542343",1,1,0,0,0,0,0,0,0,0,0
"566270",1,0,1,0,0,0,0,0,2,0,0
"1346829",1,5,1,1,2,1,1,2,4,1,1
"1307956",2,0,1,0,0,1,1,0,0,0,1
"262177",2,3,0,0,2,5,1,0,2,6,0
"46242",2,0,0,0,0,2,1,1,0,0,0
"28288",2,2,0,0,3,0,2,2,0,0,0
"307467",1,3,0,0,1,0,2,1,0,1,1
"10456",1,1,0,0,2,2,0,1,3,1,1
"332054",1,2,0,1,1,0,1,0,0,0,0
"224399",1,1,0,0,0,0,0,2,0,0,0
"74660",1,0,0,0,0,2,1,0,1,0,0
"208973",1,0,8,0,1,2,1,0,0,0,0
"1592335",1,0,0,0,0,0,0,0,0,0,0
"1307954",1,0,0,0,0,0,0,0,0,0,0
"98383",2,0,0,0,0,1,1,0,1,0,0
"1750712",2,0,0,0,0,0,0,0,0,0,1
"1986290",1,0,0,0,0,0,0,0,0,0,0
"56947",1,1,0,0,0,3,0,0,0,0,0
"2169615",1,0,0,1,0,0,0,0,0,1,0
"1921823",1,0,0,0,0,0,0,0,0,0,0
"333750",1,0,3,0,0,2,0,0,0,0,0
"334211",1,0,0,0,1,0,0,0,2,1,0
"1507401",1,0,0,0,0,1,0,0,0,0,0
"10806",1,0,0,0,0,0,0,0,0,0,0
"367850",1,0,0,0,0,0,0,0,0,0,0
"932070",1,0,0,0,1,3,0,0,0,2,0
"263793",1,0,0,0,0,0,0,0,0,0,0
"1618233",1,0,0,0,0,0,0,0,0,0,0
"2011080",1,0,0,0,0,0,0,0,0,0,0
"2734333",1,1,1,0,1,1,1,1,1,0,0
"2072209",2,0,1,0,0,1,0,0,0,2,0
"1654582",1,0,0,0,1,0,0,0,0,1,0
