"","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","cSObM2TOMPOOM080315.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report"
"1515612",1148,550,1208,1020,1008,649,941,710,961,556,908
"317655",978,496,1095,737,888,571,835,628,788,486,877
"267128",565,318,601,353,639,415,451,347,476,311,539
"2675225",2179,1370,1376,579,2039,1389,1211,1222,1622,1021,1839
"2571749",1357,1185,1155,614,1704,996,794,896,1167,761,1176
"1609758",1079,1051,852,447,1319,792,746,788,1055,694,932
"1016987",754,621,1460,330,991,562,457,466,694,471,696
"2780074",871,655,719,349,1150,688,491,477,722,451,772
"702113",475,396,695,198,550,320,287,358,523,292,488
"164608",279,240,224,113,342,197,168,221,277,174,269
"158500",1437,1542,1322,713,1722,1097,964,1007,1400,934,1359
"279238",1331,997,1010,455,2112,857,779,803,1018,697,1143
"1176536",948,853,692,388,1067,658,549,607,807,493,928
"1088721",492,386,372,171,550,312,298,342,430,292,389
"2762748",1808,971,1565,941,2286,1345,1177,1212,1479,1104,1917
"2711215",1245,798,1124,451,1517,900,771,830,1073,673,1236
"941907",4154,1868,3989,2122,4125,2646,2762,2801,3261,2321,5129
"2584094",546,299,355,170,528,379,329,338,394,330,508
"2077182",497,323,462,211,601,371,319,394,405,285,507
"1806885",403,248,324,147,444,309,262,309,364,243,421
"2725558",156,115,152,54,173,126,105,109,134,88,159
"392610",328,206,273,120,362,227,163,244,319,187,313
"2026624",1683,953,1373,550,1734,1145,973,1094,1368,1011,1646
"2724527",481,293,385,166,481,332,252,319,389,305,461
"1850238",1930,1231,1547,671,2138,1366,1219,1285,1600,1118,1897
"1842535",366,233,309,133,420,229,181,210,281,223,342
"1550728",284,184,262,111,336,238,195,206,240,203,296
"1921510",1139,695,1125,504,1356,856,767,827,1032,666,1218
"1634516",984,640,811,374,1111,609,580,582,781,538,839
"2762729",794,487,728,364,911,587,537,583,731,535,947
"2806553",193,148,184,56,195,125,100,114,165,118,163
"120045",38,34,35,24,16,9,13,12,15,12,16
"120044",53,16,13,9,16,21,16,23,23,15,26
"2633097",4710,3172,3745,1903,5383,3386,2627,3041,3768,2427,4446
"39960",1727,1002,1360,657,1934,1191,996,1015,1306,817,1401
"2739433",703,511,582,328,818,527,419,448,595,360,586
"1112",721,445,556,219,844,472,343,452,547,352,575
"2182384",638,420,546,289,784,456,365,406,539,319,558
"2683265",3768,2404,2856,1399,4154,2492,2039,2367,2946,1981,3202
"2060312",1389,968,1215,737,2078,939,751,925,1175,650,1175
"2067415",1250,677,928,453,1377,764,565,637,895,549,961
"2604537",664,445,616,247,886,483,405,451,580,347,654
"2185142",303,194,216,126,339,195,149,183,231,140,188
"1267766",677,482,576,314,1045,500,370,389,540,294,526
"361183",559,354,462,236,629,410,319,325,445,281,572
"476157",215,180,184,78,252,191,103,120,155,113,166
"692370",1326,852,1025,549,1625,904,762,845,1105,690,1191
"2338327",1489,867,1018,570,1633,965,730,785,1140,678,1260
"1982042",1033,683,891,434,1433,810,554,649,797,450,857
"2055955",410,267,370,203,495,264,211,286,363,224,380
"450378",1570,1052,1276,606,1593,1093,930,976,1315,859,1386
"2798724",831,547,598,320,995,683,501,563,700,488,808
"1348774",663,479,527,298,770,477,383,453,584,338,601
"192812",1227,686,909,442,1291,822,635,720,982,580,1072
"1532023",1272,700,983,396,1322,841,659,770,1009,541,1097
"266951",534,352,505,222,629,380,343,395,436,292,480
"502682",597,359,468,263,762,466,298,331,456,299,562
"1648404",223,192,255,96,345,208,152,193,222,141,215
"543877",784,507,794,625,995,562,504,512,651,369,780
"645517",761,549,574,304,936,613,434,542,628,412,678
"1892855",4673,2238,4211,1973,4680,2947,2898,2987,3551,2749,5341
"2771430",2393,1085,2211,1582,2302,1579,1652,1588,1857,1382,3043
"335406",1459,1235,1429,644,1713,1200,983,1052,1346,963,1491
"2759707",1459,849,965,360,1374,956,776,912,1236,849,1274
"192",4306,2668,2166,1402,3466,2325,2591,2267,3391,2708,3105
"652764",1236,752,673,286,1140,773,754,664,1029,849,891
"709810",1156,764,626,339,967,684,700,596,1005,729,838
"664962",1116,656,539,293,840,611,714,618,894,699,845
"2202148",3723,2208,1870,747,3324,2143,2158,2066,3019,2252,2712
"137722",1550,818,752,269,1359,900,794,800,1198,920,1017
"862719",948,556,439,155,848,583,586,475,776,612,704
"528244",1986,1174,1021,351,1694,1161,1173,1035,1577,1295,1426
"682998",1130,705,604,227,1027,703,758,686,1032,775,959
"286727",893,584,466,235,780,562,514,480,746,545,602
"1226968",1045,518,494,184,833,579,543,523,744,635,693
"1064539",671,433,385,198,513,360,396,322,497,399,542
"2775420",9559,4603,1901,771,2769,1951,2680,2427,3467,2834,3023
"2233999",6983,3284,1387,507,2094,1445,1721,1639,2398,1973,2209
"2602016",3988,3002,2918,924,7025,3692,3088,3419,4604,2864,3545
"2602015",3367,2486,2450,702,5308,2890,2434,2647,3572,2473,2866
"1663591",1028,751,599,205,1219,735,656,664,948,713,793
"1639348",817,575,536,189,923,611,542,570,857,608,674
"431944",273,210,193,58,330,209,175,205,258,205,212
"342108",1030,705,667,218,1226,789,695,658,1034,745,827
"414684",2665,1575,1580,547,2502,1694,1733,1613,2290,1699,2059
"269796",5,1,1,4,7,3,1,4,6,1,1
"2594003",2505,1630,8709,629,5344,2301,2363,1759,3353,1643,2126
"1110502",2504,1509,1557,536,2682,1645,1552,1641,2319,1683,2004
"1441467",2213,1555,1258,465,2485,1512,1443,1345,2124,1544,1780
"2220096",2003,1304,1185,1121,2005,1327,1298,1260,1759,1244,1629
"111831",1330,886,849,223,1267,887,918,814,1124,994,1039
"2048283",197,160,145,43,254,173,120,127,177,129,154
"2785908",127,89,75,38,142,101,88,82,107,70,81
"2785911",79,53,54,30,95,61,38,40,60,58,48
"1891279",113,96,89,44,136,101,100,89,124,88,91
"1123366",70,53,56,19,79,41,43,48,71,34,46
"1612173",1082,677,579,216,1070,774,664,681,921,679,751
"1150469",931,531,522,169,890,584,535,579,781,616,642
"1288970",474,360,370,122,627,409,365,416,534,359,458
"1549855",118,99,86,19,120,94,73,81,118,76,100
"1401328",11,9,10,2,8,4,9,3,15,7,12
"1193729",10,9,6,3,18,7,12,4,7,2,3
"2768162",2934,1729,1298,476,2168,1397,1610,1411,1949,1675,2079
"2768161",2660,1549,1215,493,2036,1177,1646,1359,1820,1677,1899
"2018065",339,195,103,40,205,124,209,158,206,187,265
"257708",1911,1002,822,246,1280,915,1024,908,1214,1096,1270
"207340",440,201,143,39,190,132,186,148,204,188,246
"94",4820,3714,3382,1378,5711,3514,3314,3258,4821,3422,3901
"1296990",214,148,123,39,204,137,137,142,190,145,170
"265959",285,207,174,77,303,227,207,209,240,222,234
"714995",23,26,18,7,33,27,21,18,28,25,25
"265960",269,146,131,44,225,121,142,126,183,140,175
"634177",195,129,94,46,186,99,107,92,171,136,126
"65958",171,97,113,28,154,94,113,110,154,101,138
"33995",184,94,99,30,162,105,82,88,122,94,131
"215221",10,7,8,2,8,14,5,6,10,3,9
"2771361",3670,1814,1539,489,2263,1389,1926,1592,2212,1995,2509
"926570",313,164,171,49,268,181,165,143,255,202,246
"349163",204,148,105,35,195,131,123,106,173,132,127
"1484109",1583,956,891,272,1518,1042,900,904,1231,1043,1164
"1969806",1473,1040,804,270,1395,948,886,873,1229,902,1045
"435",563,410,320,150,618,424,331,331,460,364,447
"1076596",171,105,86,18,127,86,68,88,140,92,116
"2592655",157,103,116,30,151,88,91,96,123,103,119
"2259883",1,2,3,0,1,0,8,1,2,5,1
"431306",75,47,60,14,107,81,55,53,94,53,83
"481145",15,12,4,1,10,7,6,1,7,4,12
"1006554",2,1,2,1,1,3,5,3,8,0,3
"1266844",10,3,0,3,2,3,6,2,6,8,2
"481146",43,45,31,19,49,28,36,19,36,27,27
"146474",39,29,28,8,61,27,34,24,52,34,25
"104102",42,27,28,8,33,30,22,29,34,25,21
"446692",22,36,17,6,15,18,14,22,24,13,21
"2500548",12,6,4,0,13,8,2,4,11,4,5
"1633874",1,8,3,2,3,5,7,1,3,4,2
"65959",3,1,3,0,2,2,0,0,3,0,0
"272568",1081,700,660,180,975,666,631,633,836,682,812
"1288313",102,107,68,34,123,63,78,72,106,86,94
"290633",106,76,73,22,106,81,68,75,93,87,80
"1224746",2,0,0,0,0,0,1,1,0,1,2
"318683",159,147,114,34,158,120,82,78,174,95,142
"574987",161,97,66,21,142,82,68,65,115,73,102
"257438",36,32,27,7,59,29,22,26,51,29,42
"1052095",5,5,3,4,6,8,5,9,5,4,6
"320497",360,253,241,88,428,292,223,241,333,228,278
"153496",250,231,160,48,321,184,138,158,215,169,196
"1231624",205,171,142,37,199,131,136,121,201,144,144
"2558360",204,143,127,48,228,148,131,143,170,139,129
"2558361",114,99,67,13,102,77,75,59,89,68,81
"1293412",12,9,9,2,16,11,5,5,11,9,8
"1510841",169,104,81,30,132,83,70,86,138,90,132
"661191",46,37,25,8,71,26,34,34,59,36,35
"2070537",3,2,1,0,1,0,1,0,1,2,0
"2478912",0,1,1,0,1,1,3,1,1,0,1
"2697033",16,9,9,2,33,10,15,9,12,16,6
"2762277",13,7,15,3,24,13,12,14,9,10,27
"2560057",79,61,34,27,67,35,31,49,58,39,55
"2500532",931,511,672,302,645,473,465,421,689,520,647
"2760307",1111,536,613,289,741,461,500,462,641,531,699
"2589076",1015,455,448,914,617,411,532,467,670,444,693
"2812658",545,353,362,167,436,338,288,268,412,313,417
"1529068",419,286,259,126,408,216,250,196,360,228,282
"1545044",1511,820,904,333,1189,810,747,751,1031,737,979
"1077935",960,579,595,254,731,489,557,462,711,576,678
"147645",1279,612,609,316,864,567,563,546,755,617,717
"82367",1056,608,693,390,877,570,499,519,763,557,705
"2560053",1091,617,578,255,782,576,581,544,841,583,793
"34004",1063,525,570,254,740,490,537,516,753,549,737
"266",984,499,599,213,719,481,457,479,668,572,707
"2259340",827,486,555,217,643,462,403,391,607,525,587
"2065379",696,379,492,226,602,420,388,365,568,403,461
"1945662",774,442,471,199,627,423,369,361,571,378,542
"1367847",624,423,369,148,571,364,318,353,471,342,457
"135740",458,232,357,203,349,233,218,234,275,243,259
"1499308",92,55,83,43,73,49,52,62,69,56,78
"59779",2,1,1,0,2,2,2,2,3,2,1
"135742",3,2,0,0,2,6,1,2,3,0,1
"2033869",1550,822,874,344,1100,756,744,733,1038,769,951
"1850250",983,658,669,223,896,585,520,474,742,563,677
"272942",572,356,311,118,489,331,313,309,420,304,373
"1075",709,400,420,161,540,342,345,359,515,402,453
"557760",181,90,94,28,126,94,118,88,131,112,99
"349101",128,71,83,14,90,61,69,58,93,57,92
"992186",99,58,66,20,70,68,52,60,95,48,78
"1917485",764,450,479,166,590,458,429,406,557,496,501
"2587855",591,309,371,112,505,315,318,256,325,317,397
"1968541",319,188,188,90,278,190,163,162,248,166,206
"2070369",256,142,146,33,169,133,109,133,167,147,153
"1389004",206,165,129,47,182,126,120,133,172,156,140
"1389005",126,101,93,36,110,80,60,76,122,74,94
"664426",170,107,109,30,130,103,53,77,128,82,91
"1389011",105,47,40,11,53,37,40,51,52,38,63
"2785912",53,30,30,15,44,41,25,23,38,35,35
"1402135",771,485,418,170,569,406,432,357,536,413,510
"83219",341,264,245,89,302,234,202,182,317,206,251
"60137",65,48,36,17,54,42,35,43,63,23,62
"74349",2,1,1,1,3,0,1,2,4,5,1
"2587847",458,309,278,119,469,269,268,222,379,315,321
"2587846",193,161,104,55,193,115,107,123,153,134,168
"2587850",183,130,121,51,184,120,102,99,140,123,148
"391613",73,43,67,19,57,41,44,52,70,53,61
"540747",1260,726,736,282,953,671,611,653,920,674,866
"2494550",412,346,290,91,353,290,258,261,424,275,364
"215743",85,51,54,16,71,55,49,39,88,44,62
"1229727",1486,813,822,309,1148,747,770,684,1110,823,927
"311180",1224,691,747,248,913,661,595,610,897,652,804
"1792508",942,559,562,225,779,520,483,450,747,552,694
"1564506",704,341,431,161,487,340,324,332,425,348,463
"308754",638,324,431,140,496,311,295,254,442,359,393
"1188256",4,4,2,3,6,2,7,2,6,3,4
"991905",2320,1576,1510,650,2100,1367,1306,1260,1894,1232,1552
"1208324",1185,694,789,325,1029,681,626,628,900,683,850
"1411902",582,404,388,136,502,338,314,322,456,326,389
"1758178",408,306,338,107,370,259,256,252,384,250,314
"875171",198,139,121,40,166,96,89,94,134,94,136
"1397108",141,85,71,25,114,68,62,75,125,79,98
"2579971",2286,1285,1493,516,1860,1202,1160,1175,1682,1293,1566
"60890",523,321,334,106,444,312,284,291,385,322,367
"221822",453,274,241,80,358,240,215,218,330,220,359
"1580596",172,121,109,37,176,111,104,110,163,86,144
"1844006",108,81,80,27,87,53,59,66,72,79,72
"681157",84,31,25,7,40,26,28,28,50,28,47
"1826607",1468,824,916,320,1089,716,626,708,988,703,968
"1396826",581,339,366,136,509,332,304,295,492,298,446
"2508306",118,70,86,32,84,56,65,67,104,73,89
"2508307",98,61,58,28,95,68,73,60,95,76,107
"999552",358,228,225,108,287,203,191,182,288,199,272
"2789856",1550,827,965,344,1124,764,770,734,1080,774,1021
"1549850",610,360,383,126,510,310,293,304,433,343,402
"1915078",531,343,380,130,443,335,291,278,426,324,411
"2587852",724,455,537,194,651,442,374,389,541,375,519
"2588299",35,14,14,2,14,6,13,8,22,13,25
"2587858",9,11,6,4,10,11,11,2,13,2,7
"246200",745,413,381,160,532,378,387,364,509,384,520
"292414",264,180,161,51,192,147,119,118,217,157,173
"2587853",210,140,162,72,148,131,91,111,154,135,155
"2293862",157,100,113,28,126,79,82,99,130,87,116
"185588",4,2,2,2,7,2,3,5,3,9,8
"2009329",1312,750,797,260,934,746,673,674,925,747,840
"1335048",1064,586,697,352,820,567,501,467,798,544,705
"2588711",1208,676,797,284,910,636,675,617,869,608,806
"2494374",668,400,355,152,491,342,326,293,436,304,414
"1250539",993,608,586,205,836,567,588,486,825,620,732
"988812",1002,585,587,239,823,556,560,485,689,554,667
"1267768",939,534,507,199,712,471,416,492,647,507,666
"1891787",326,190,200,87,270,188,158,157,265,199,223
"2434",217,0,154,61,209,136,138,116,204,155,167
"391595",214,121,113,53,157,107,117,96,131,121,149
"2169400",593,416,409,158,536,346,309,334,450,310,468
"561184",887,497,507,188,661,462,473,451,653,470,521
"398580",811,478,546,214,630,430,452,388,671,417,514
"195105",662,405,456,246,550,377,413,383,574,387,484
"880591",0,0,0,0,0,0,0,0,2,0,0
"92947",319,191,214,76,339,223,189,191,277,189,221
"1294273",693,409,417,143,533,392,404,344,516,432,491
"2602067",251,184,184,57,224,132,126,120,182,117,173
"391616",178,115,85,31,143,101,76,76,125,98,132
"391626",158,86,108,30,144,103,86,112,142,96,113
"1458307",77,60,50,24,76,53,49,48,78,50,65
"1609966",602,465,411,170,562,387,346,346,486,385,399
"2587163",685,357,410,163,550,324,316,327,490,347,414
"2613965",696,406,408,159,510,331,331,300,441,329,440
"1537215",572,306,341,115,472,320,301,275,405,355,377
"2715211",525,327,320,139,463,326,292,312,430,269,338
"564137",447,281,292,88,376,261,243,217,301,260,266
"2017482",475,286,293,125,370,233,266,239,375,298,348
"290400",419,309,222,94,319,240,253,224,330,273,290
"2587842",455,270,292,113,346,254,244,270,379,245,316
"299262",476,255,296,107,334,279,220,251,358,228,331
"1265309",121,89,74,41,132,79,58,71,95,74,92
"74033",450,286,267,112,308,213,220,201,322,204,294
"2599296",295,224,210,92,236,195,174,174,218,212,197
"245188",326,232,217,91,240,198,176,171,229,160,238
"53501",237,171,161,74,231,164,115,117,205,142,175
"441209",229,164,143,49,198,144,127,100,169,159,179
"2552942",303,193,203,87,268,169,136,138,200,132,188
"1591409",280,154,203,57,210,164,149,160,222,179,230
"2500533",203,141,107,56,178,104,100,123,189,123,138
"2171755",177,151,138,63,181,142,133,102,161,125,159
"1715691",182,133,114,47,144,137,80,114,162,118,147
"2483033",162,108,127,35,162,120,103,86,143,98,113
"1920883",119,91,111,30,132,84,66,79,118,69,84
"666509",97,75,62,16,89,66,52,59,101,55,85
"1579316",109,83,66,29,93,88,52,56,78,63,83
"366602",1408,899,908,562,1738,1028,898,775,1135,914,1275
"69665",922,646,662,387,1287,723,714,545,778,672,867
"69666",2258,1657,2265,3656,3833,1907,1497,1270,1887,1643,2274
"155892",0,1338,1388,863,2563,1432,1298,1097,1583,1303,0
"1679497",1861,1124,1301,808,2541,1363,1112,997,1564,1190,1589
"2708539",1308,994,881,563,1735,981,791,742,1026,863,1068
"2010972",1692,883,1008,609,1993,1139,935,830,1228,1092,1365
"509190",1,0,1,0,0,0,0,0,0,0,0
"69395",812,508,545,399,1151,618,509,495,668,533,739
"2774190",1039,662,906,1408,1140,680,708,556,823,681,947
"2591463",856,579,1042,2131,940,577,601,514,755,587,898
"2561924",834,527,832,1510,1009,578,611,534,795,525,862
"1938605",863,506,699,1057,1023,568,534,443,662,484,745
"2800818",590,390,565,867,805,441,396,407,496,416,567
"2774189",624,395,1539,1228,729,409,365,360,537,371,576
"2752515",602,368,517,763,704,375,406,400,515,360,587
"2579977",278,180,243,569,229,146,164,144,173,142,193
"2813778",273,163,199,565,270,150,178,142,240,196,225
"2562582",146,124,146,324,222,155,111,110,170,115,152
"1532555",192,134,173,404,209,149,102,123,188,133,163
"1827469",172,138,185,391,222,125,134,101,183,98,168
"2560058",175,100,157,383,191,113,114,97,125,109,140
"588932",1350,978,1647,3509,1750,952,1021,942,1260,979,1307
"633149",826,484,692,901,966,513,504,459,657,501,676
"74329",625,392,540,1478,684,450,405,339,560,367,624
"293",438,259,444,1028,389,241,270,212,343,262,371
"41276",236,151,174,301,249,141,153,134,195,116,154
"1325724",143,97,147,257,158,94,97,109,142,79,131
"2686094",3697,7230,2936,1094,3405,1973,1939,3317,4486,1657,2192
"450851",4633,3001,5591,15422,13954,5658,4535,3581,4425,5046,7702
"2201350",1617,1057,1191,876,2652,1430,1065,959,1358,1132,1660
"573065",253,209,197,85,379,213,196,190,266,189,198
"1940610",3073,2302,1579,576,2854,1862,1661,1452,2293,1772,1941
"1868589",2618,2061,1626,620,2464,1556,1384,1434,2010,1454,1780
"2570229",1934,1484,1150,386,1846,1038,982,989,1457,1083,1232
"349215",121,92,118,205,165,107,1313,110,189,104,1199
"856793",133,117,101,3363,160,125,1393,142,169,96,9550
"488538",77,43,32,19,57,62,32,39,66,47,60
"2029849",1618,1080,1061,500,1804,1165,1057,1091,1604,1081,1381
"394221",579,400,383,168,573,386,321,318,495,354,434
"1434191",542,417,376,189,578,388,321,364,477,331,398
"2749086",377,337,304,122,472,294,263,312,400,237,367
"1873716",593,518,433,185,619,408,390,388,575,406,507
"1906738",430,327,236,75,382,262,242,249,407,226,316
"2016196",264,287,199,86,298,186,146,173,242,177,217
"582402",41,46,34,12,34,23,16,22,33,20,27
"949",6,8,3,4,14,12,4,15,18,13,7
"770",7,0,0,1,0,0,4,0,0,9,0
"948",4,9,3,0,5,5,8,2,9,3,11
"574556",9,4,0,0,3,3,3,4,11,10,2
"1248439",4,7,8,0,3,3,2,2,7,7,3
"2640676",72,42,62,13,55,51,37,56,79,46,59
"955",7,0,6,0,4,4,5,2,8,3,6
"1845000",4,2,3,1,1,0,1,2,5,2,3
"779",15,7,5,4,4,6,12,6,8,8,16
"945",8,1,0,1,3,2,0,1,1,3,2
"944",1,2,2,1,4,6,4,7,6,2,1
"35795",2,2,1,1,0,3,1,1,0,2,0
"391036",3,0,1,0,5,1,0,3,0,0,2
"1286528",4,8,2,2,7,12,7,8,10,8,4
"434131",11,2,3,1,2,1,1,5,4,2,1
"2686014",7,3,4,3,2,2,6,4,5,2,0
"222891",1,1,2,0,4,3,4,1,2,3,4
"114277",71,39,26,13,94,62,37,50,74,35,42
"114292",3,3,7,2,4,4,5,8,11,11,6
"114295",7,5,7,1,5,8,3,3,1,2,6
"1129742",9,7,6,4,12,11,5,4,15,6,9
"784",17,20,18,1,39,34,19,30,33,18,21
"2601646",9,7,3,1,6,3,0,1,2,3,1
"2115978",4,5,3,3,13,7,3,4,22,5,6
"696127",5,5,12,6,10,12,8,8,9,5,5
"1802984",7,12,16,2,17,5,9,11,11,8,8
"2486578",7,9,5,4,13,12,7,4,10,13,12
"2163644",6,2,2,1,5,7,4,11,11,2,7
"2043170",218,157,165,51,238,182,150,138,213,138,170
"2582913",234,161,176,60,280,192,165,161,220,175,183
"314260",265,210,171,61,265,235,178,191,252,171,187
"2066024",3,5,4,1,6,8,2,6,3,2,5
"2601575",2,2,1,1,2,7,0,5,4,3,3
"2601668",7,6,2,0,5,4,5,3,3,2,9
"86106",8,4,4,1,17,23,6,4,8,6,4
"91604",41,29,20,5,34,31,13,26,34,11,40
"1414854",26,27,21,7,40,24,24,29,29,24,23
"156889",95,78,70,14,110,64,56,55,88,77,99
"451514",0,0,1,0,4,0,0,0,3,0,1
"1002672",14,0,3,0,4,4,6,4,9,1,6
"2268451",4,3,2,1,4,3,2,1,1,3,1
"1388755",7,1,5,3,12,6,2,3,5,4,3
"1977865",10,3,9,2,8,4,4,4,4,2,5
"1977864",6,1,6,1,3,2,2,1,4,3,6
"335992",3,5,0,1,3,1,2,2,6,3,5
"2563896",3,2,1,2,3,4,3,0,6,4,2
"1925548",10,7,5,1,8,7,12,3,5,7,15
"2161677",47,38,45,7,51,30,30,29,46,37,50
"1034889",3245,2661,2027,462,3265,2134,1590,1766,2525,2119,2323
"662548",3101,1497,961,276,1518,986,868,894,1338,1025,1180
"434008",2503,1410,1145,295,1715,1138,971,949,1426,1218,1312
"207745",2946,1398,1078,257,1497,924,878,959,1376,1084,1189
"434009",2401,1399,1029,236,1577,1078,890,892,1315,1096,1242
"1795631",1382,974,965,200,1460,932,746,714,1036,894,1039
"2681552",1135,894,714,168,1156,753,640,658,992,785,840
"2762323",1028,795,685,162,1098,633,524,541,874,675,699
"2762322",1109,826,724,174,1004,679,566,591,860,717,790
"282217",881,632,466,103,784,566,478,450,696,586,589
"434014",732,495,429,103,669,465,385,409,578,455,491
"2774875",660,522,422,131,699,431,408,367,632,483,550
"2811425",31,25,15,3,18,16,16,23,28,26,19
"2126319",20,15,14,4,19,6,10,6,12,16,17
"1246301",1418,1169,940,193,1255,903,701,739,1152,965,915
"543728",1652,1069,909,223,1361,998,803,816,1265,1018,1091
"595537",1195,870,818,184,1220,821,667,617,1048,781,855
"436515",1037,690,608,153,860,611,515,516,768,704,715
"795665",1603,1172,13466,1185,1695,1065,1233,947,2285,1075,1187
"2716225",1785,1405,2433,1063,2136,1345,1125,1114,2050,1372,1355
"2806262",1677,1188,11644,585,1745,1129,1208,935,1864,1150,1260
"2651974",1466,1158,1468,284,1615,1017,906,815,1453,1121,1208
"1842537",1056,732,1156,216,1106,685,597,589,984,762,773
"434010",1015,761,1016,165,966,598,522,527,880,724,787
"2184519",536,468,2812,100,584,489,294,769,682,509,411
"2565558",511,365,514,110,517,388,310,302,514,389,420
"47421",567,580,1933,100,552,381,323,318,511,380,418
"1763535",507,334,464,88,509,342,271,266,457,289,385
"2518343",1273,612,26282,353,637,417,532,387,1942,521,2312
"1842533",851,481,1590,147,725,450,445,401,948,492,1081
"2714923",676,471,545,115,612,437,374,371,598,450,498
"358220",1032,444,12001,1098,737,448,471,397,1572,480,1565
"2478662",738,375,1207,117,533,312,338,313,731,369,862
"1858609",461,280,597,89,346,241,238,215,485,262,436
"232721",104,78,118,30,94,62,59,54,104,78,81
"80870",2345,1581,1654,441,2155,1504,1235,1158,1952,1582,1721
"1926868",1322,832,1268,260,1295,855,686,675,1139,977,1036
"2743470",1211,791,822,199,1130,753,674,607,1046,788,825
"553814",969,636,1121,182,756,528,513,457,849,549,879
"397945",0,0,0,0,2,0,0,0,0,0,0
"80868",547,363,423,91,607,351,314,290,549,413,441
"535289",100,52,92,50,102,72,45,46,66,55,69
"365046",4952,2869,5372,1305,5496,3666,3462,3104,4776,5095,4796
"2741720",1290,913,1821,254,1335,896,743,727,1087,945,921
"2752316",496,336,373,83,433,276,238,235,364,296,329
"2822760",330,198,241,46,262,194,164,160,265,223,203
"1842727",1764,1361,1418,310,1955,1324,1089,1090,1588,1381,1524
"2509614",1652,1175,1403,293,1789,1221,952,890,1387,1214,1263
"338969",589,443,496,114,554,403,341,362,547,383,499
"1484693",509,327,484,93,481,320,230,283,399,297,360
"81479",314,219,295,52,292,214,191,169,278,204,276
"2597701",961,786,901,206,1190,754,628,629,996,735,819
"1232667",9,5,11,3,4,6,6,7,6,3,6
"1082851",1115,786,765,162,1109,732,668,627,903,753,879
"1392005",54,38,128,223,59,44,35,32,38,24,40
"225991",850,489,658,249,764,488,494,439,723,653,655
"160825",611,442,408,118,543,396,327,293,506,390,451
"1562974",501,308,318,67,440,300,244,212,355,326,334
"363952",317,253,240,42990,334,201,187,171,281,210,228
"225992",319,199,255,97,284,196,224,153,247,207,302
"296591",1431,1012,1092,199,1220,849,905,779,1204,1203,1171
"1840265",12,23,21,1,11,20,14,24,30,22,13
"1840293",9,10,5,0,8,9,5,8,24,6,16
"1840303",8,6,0,0,1,0,0,0,7,5,3
"1869339",5,1,3,3,2,3,0,1,1,1,1
