"","X0n7bM2TOMPOOA100365.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report","AYtCM2TOMPOOA100360.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","FvY2M2TOMPOOB051329.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report"
"2734218",2,0,2,1,0,1,1,3,0,1,0
"2734230",2,0,0,2,0,0,0,5,3,2,2
"2734245",2,0,5,0,1,1,2,4,0,2,0
"2734247",2,0,4,0,1,1,2,2,0,0,1
"2734250",2,1,3,3,1,2,0,4,2,0,0
"1982152",2,0,0,0,0,0,0,0,0,0,0
"1982369",1,0,0,1,0,0,1,0,0,1,0
"466052",2,0,0,1,0,0,0,1,0,0,0
"1982091",2,0,0,0,0,0,1,3,0,1,1
"1982087",2,0,1,0,1,2,0,0,0,0,1
"1982373",1,0,1,1,0,0,0,0,1,0,0
"1982374",1,0,0,0,0,0,0,0,0,0,0
"1982375",2,0,5,0,3,3,3,2,0,0,0
"1909389",1,0,2,1,0,0,1,3,1,1,2
"1982151",2,3,1,0,1,0,1,5,1,0,0
"1982261",1,0,0,0,0,0,0,0,0,0,0
"1982265",1,0,0,0,0,0,0,0,0,0,0
"1982569",2,1,4,0,1,3,1,2,0,0,0
"2050979",2,0,0,0,0,0,2,1,0,0,1
"1982237",2,0,1,0,0,0,0,0,0,0,0
"2560503",1,0,1,3,0,0,0,0,0,0,1
"1623275",1,0,0,0,0,0,0,1,0,0,1
"2560650",1,0,0,0,0,0,0,1,0,0,0
"2734262",1,1,0,1,0,0,0,0,1,0,0
"205872",1,0,1,1,0,0,1,2,5,1,0
"2560139",1,0,0,0,0,0,0,0,1,0,0
"2041859",1,0,0,0,0,0,0,0,0,0,0
"1982363",1,0,0,0,1,0,0,1,0,0,0
"2734214",1,0,3,0,0,3,0,1,0,0,1
"2560360",1,0,0,2,1,0,0,1,0,1,0
"2734244",1,0,0,0,0,0,1,0,0,0,0
"1921712",1,0,0,0,0,0,0,0,0,0,0
"85154",1,0,0,0,0,1,1,0,0,0,0
"2734238",1,1,3,1,0,2,0,4,2,1,0
"2734237",1,2,2,0,1,0,1,0,1,1,0
"2005060",1,0,1,2,0,0,1,2,2,0,1
"2734231",1,1,0,0,0,1,0,0,1,0,0
"2705462",1,0,0,0,0,0,0,0,0,0,0
"2734229",1,1,5,0,1,2,5,3,1,0,1
"2560514",1,0,1,1,0,0,0,4,0,0,0
"1921117",1,0,0,0,0,1,0,0,0,0,0
"1918720",1,0,0,0,0,0,0,0,0,0,0
"2734275",1,0,0,0,0,0,0,0,0,0,0
"1982567",1,1,4,0,0,3,0,2,2,1,0
"2169651",1,0,0,0,0,0,0,0,0,0,0
"2560785",1,1,5,5,2,1,1,1,2,1,1
"2734284",1,0,3,2,0,2,3,4,4,0,0
"2734286",1,0,0,0,1,1,0,0,0,0,0
"2169613",1,1,1,1,0,4,3,0,2,0,0
"2560484",1,1,4,0,1,3,4,1,3,0,2
"2560111",1,0,0,0,0,1,0,2,0,0,0
"2560387",1,0,3,0,1,2,0,1,1,2,0
"2560388",1,0,0,0,0,0,0,1,0,0,0
"1982561",1,0,0,0,0,0,0,0,1,0,0
"1982228",1,0,1,0,1,0,0,0,0,0,0
"374422",1,0,3,0,0,2,0,1,1,0,0
"2734291",1,1,0,1,2,2,0,1,2,0,0
"36343",1,0,0,0,0,0,0,0,0,0,0
"546805",17,1,14,7,4,2,7,16,10,2,3
"1007869",13,0,14,2,5,10,4,14,8,3,4
"2201420",3,0,2,0,0,0,0,3,0,0,0
"1493510",3,0,1,0,0,0,1,1,0,0,0
"2593333",3,0,5,0,0,3,1,5,0,1,0
"1913591",2,0,0,2,0,0,2,1,0,6,3
"1273754",2,0,0,0,0,1,0,0,0,0,1
"1273755",2,0,0,1,0,0,0,1,0,0,1
"1161927",2,0,1,1,1,1,1,1,2,0,2
"2589665",2,0,0,0,0,0,0,1,0,0,0
"2024252",2,0,0,0,0,0,0,0,0,0,0
"1124849",2,0,1,1,0,0,0,4,3,1,0
"2713256",2,1,3,3,0,2,0,3,2,2,2
"1458860",2,0,1,0,0,1,0,0,0,0,0
"1026955",1,0,2,1,0,1,0,1,3,1,0
"1883368",1,0,1,0,0,1,3,1,2,1,0
"929833",1,0,0,0,0,0,1,5,0,0,0
"1567487",1,0,0,0,1,0,0,0,0,0,0
"1079999",1,0,3,2,0,0,0,1,0,0,0
"1003177",1,0,0,0,0,0,0,0,1,0,0
"2547425",1,0,0,0,0,0,0,0,0,0,0
"445685",1,0,0,1,0,0,0,0,0,0,0
"2767570",1,0,2,0,1,1,1,0,2,1,1
"2596673",1,0,0,1,0,0,0,1,0,0,0
"2588520",1,0,2,0,0,0,0,0,0,0,0
"1503929",1,1,2,1,3,0,0,3,1,1,2
"445686",1,0,2,0,0,0,0,0,3,0,2
"407392",1,0,0,0,0,0,0,1,0,0,0
"1892568",12,0,8,6,1,9,9,11,4,1,2
"227470",3,0,1,0,0,0,0,0,0,0,0
"1985325",2,0,1,0,0,2,0,1,0,2,0
"1914165",2,0,5,0,0,1,0,4,1,0,0
"1913652",2,0,0,2,0,2,0,1,1,1,2
"1985329",1,0,0,0,0,1,0,0,1,0,0
"1985328",1,0,0,1,0,0,1,3,0,1,0
"1198137",1,0,6,0,0,2,1,3,0,2,1
"10663",1,0,1,1,0,2,0,1,0,2,0
"1913654",1,0,0,2,0,0,0,0,0,3,0
"1913653",1,0,2,1,0,1,0,0,2,1,0
"1133560",4,0,1,3,3,3,1,4,2,1,4
"2006134",4,0,2,0,1,0,2,3,1,0,0
"1980948",3,0,1,0,0,1,0,1,1,1,0
"2560300",1,0,1,1,1,0,0,1,0,1,0
"2594900",6,0,9,4,2,3,4,5,5,0,0
"1980923",3,0,2,3,2,1,2,3,1,0,0
"2732982",2,0,1,0,0,2,1,1,1,3,1
"2732983",2,0,0,0,0,2,0,0,1,0,0
"2578230",1,0,0,0,0,0,0,0,0,0,0
"2732972",1,0,1,0,0,0,0,0,1,0,0
"2732974",1,0,0,0,0,0,1,0,0,0,1
"260373",3,0,0,0,0,0,0,0,0,0,0
"1966265",1,0,1,2,0,2,0,0,0,0,2
"1914852",4,0,3,3,0,2,0,0,0,0,0
"1914850",2,1,1,2,1,0,0,0,5,0,0
"2508196",1,0,2,3,0,4,1,0,2,1,1
"1198140",4,0,2,1,1,1,1,3,0,0,0
"1985293",3,0,1,1,1,0,1,0,0,1,0
"1984784",2,0,3,0,0,0,2,1,0,0,0
"1984783",1,0,0,0,0,0,0,0,0,0,0
"2560302",1,0,2,1,0,0,1,1,1,0,0
"2562722",1,1,4,0,0,1,0,2,1,5,0
"2520516",1,0,2,2,0,1,1,0,0,0,2
"2734089",4,0,4,2,0,0,2,3,0,0,0
"2560286",4,1,1,3,0,3,2,1,1,1,0
"1980925",2,0,1,0,0,0,0,4,2,0,0
"1980926",2,0,1,2,0,0,0,1,0,0,0
"2734129",4,0,9,8,4,8,6,3,1,2,3
"2560700",4,0,0,1,2,2,0,1,1,1,1
"1198980",4,0,0,0,0,1,0,0,0,0,0
"2734130",1,0,0,0,0,0,0,0,0,0,0
"2738374",1,0,0,0,0,0,0,0,0,0,0
"2752533",2,0,1,3,0,0,1,2,2,0,0
"2734115",1,0,0,0,0,0,0,0,0,2,0
"2560671",3,0,3,2,0,0,0,0,2,1,0
"2734111",3,0,0,0,0,0,1,2,0,0,0
"2560687",1,0,0,1,0,0,0,0,1,0,0
"2169882",2,1,0,2,0,0,1,0,0,1,0
"2169883",1,0,1,0,0,0,3,2,0,1,3
"2734080",2,0,0,1,0,1,3,2,0,0,1
"2734081",1,0,0,0,0,0,0,3,1,0,0
"2560244",3,0,1,4,0,0,0,1,0,0,0
"2560261",3,0,8,3,1,0,1,1,1,0,0
"2734085",2,0,2,0,1,0,0,0,0,0,1
"2560086",2,0,0,0,0,1,0,0,0,0,0
"2560752",2,0,1,0,0,0,0,0,0,0,0
"2560400",1,0,1,0,0,1,1,0,2,2,1
"2560628",1,0,1,0,0,0,0,0,2,0,1
"2752547",2,0,0,0,0,0,2,0,3,1,0
"2734102",2,0,1,0,2,1,1,0,1,0,0
"2734109",2,0,1,0,0,0,0,1,0,1,0
"2733109",2,0,0,3,0,0,1,0,0,1,0
"2734123",2,0,1,0,0,0,0,1,0,1,0
"2562339",1,0,0,0,0,0,0,0,0,0,0
"1980944",1,0,1,0,0,0,2,4,0,1,0
"2738809",1,0,4,0,0,1,2,2,1,0,1
"2734158",1,0,2,2,0,0,0,1,0,2,0
"2560680",1,0,0,0,0,0,0,0,0,2,0
"2560676",1,0,1,0,0,0,3,0,0,0,1
"2733139",1,0,0,0,0,0,0,0,0,2,1
"2734150",1,0,0,0,0,0,0,0,0,0,0
"2560337",1,0,0,0,1,1,0,0,0,0,0
"2560336",1,0,1,0,2,0,0,1,0,1,0
"2560834",1,0,0,1,0,1,1,1,0,0,0
"2734147",1,1,0,1,0,0,2,0,1,3,1
"2734144",1,0,2,0,0,0,0,1,0,0,0
"2734143",1,0,0,1,0,0,1,1,0,0,0
"2752794",1,0,1,0,0,0,0,2,0,0,0
"2734141",1,0,1,0,0,0,0,0,0,0,0
"2734140",1,0,0,0,0,0,1,1,1,2,1
"2734084",1,0,2,0,0,3,1,3,1,1,1
"2752797",1,0,1,0,0,0,0,0,0,0,0
"2734136",1,0,0,0,0,0,0,0,0,0,0
"2734122",1,0,2,0,0,1,3,1,0,2,0
"2560540",1,0,0,0,0,0,0,0,0,0,0
"1980947",1,0,5,0,3,2,0,2,2,0,0
"1984796",1,0,0,0,0,0,0,1,0,0,0
"1925780",1,0,0,1,0,0,0,0,0,0,0
"1922212",1,0,0,0,1,0,0,0,0,0,0
"1921704",1,0,1,0,0,0,0,0,0,0,0
"1984777",1,0,0,0,0,0,1,0,0,0,0
"499235",1,0,1,0,0,0,0,1,0,2,0
"431894",1,0,0,0,1,0,1,1,0,0,0
"1084719",1,0,1,0,0,2,2,0,1,0,1
"2560474",1,0,0,0,0,0,0,0,0,0,0
"2590948",4,0,5,2,0,4,3,5,9,1,4
"2713257",4,0,7,1,0,5,2,5,3,5,0
"2590877",3,0,0,0,0,1,0,1,0,1,0
"1188795",3,0,4,4,1,1,1,4,2,1,2
"2053812",3,0,5,3,1,1,4,4,0,58,1
"754069",3,0,4,1,0,0,0,0,0,0,0
"2053723",2,0,1,1,0,0,0,1,0,3,0
"1131315",2,0,1,1,1,1,0,0,7,0,1
"2565510",2,0,0,1,1,0,0,0,1,0,0
"2182408",2,0,2,1,0,0,1,4,1,4,1
"179237",2,0,5,0,0,1,1,1,1,0,1
"2708562",2,0,0,1,1,0,0,3,2,6,0
"1417599",1,0,0,1,0,0,1,3,0,0,0
"1622116",1,0,0,0,0,0,0,1,0,0,0
"2315703",1,0,2,0,0,1,0,0,0,0,0
"1235689",1,0,1,1,0,1,0,0,0,0,1
"1563661",1,0,0,0,1,0,1,2,2,2,1
"2583039",1,0,1,0,0,0,0,0,1,2,0
"1054968",1,0,2,0,0,0,1,0,0,0,0
"1526550",1,0,0,0,0,0,0,0,0,0,0
"1461743",1,0,0,0,0,0,0,0,0,0,0
"2108116",1,0,0,3,0,0,0,0,0,0,0
"2053813",1,0,1,2,0,0,3,4,0,3,0
"926066",1,0,0,0,0,0,0,0,0,0,0
"2604899",1,0,0,1,0,0,0,1,1,0,0
"1881421",1,0,1,0,0,0,0,0,0,0,0
"1978007",1,1,17,4,0,0,0,1,1,0,1
"644524",3,1,12,0,1,1,3,1,1,4,0
"1195073",2,0,5,1,0,4,2,3,0,2,0
"242527",1,1,1,0,1,6,2,0,3,1,0
"1136535",1,1,2,2,1,1,0,3,4,5,3
"2560611",3,0,1,2,0,0,1,3,0,1,0
"2529391",2,1,0,1,1,4,0,4,1,1,0
"2529390",2,0,1,0,0,0,0,2,1,1,0
"1922330",1,0,3,1,0,0,0,0,0,0,0
"2184035",1,0,0,0,0,0,0,0,2,0,0
"279280",2,1,1,6,0,1,0,1,1,0,0
"2734260",1,0,0,0,1,0,0,1,1,0,0
"2560658",1,0,0,1,0,0,1,1,2,1,0
"2560692",1,0,0,1,0,0,0,0,0,0,0
"2047764",1,0,0,0,0,0,0,1,0,0,0
"1231360",1,0,0,0,0,0,0,0,0,0,0
"2734187",1,0,0,1,0,0,0,0,0,0,0
"388452",1,0,0,0,0,0,0,0,0,0,1
"10752",1,0,0,0,0,0,0,0,0,0,0
"2734191",1,0,0,0,0,1,0,0,0,0,0
"1985720",4,0,1,0,0,0,0,1,0,0,0
"2732686",2,0,0,1,0,1,1,3,0,1,0
"110456",1,0,2,0,0,2,2,0,0,0,0
"2732677",1,0,0,2,0,0,0,0,0,1,0
"2732683",1,0,2,1,1,0,2,0,1,1,0
"477967",3,2,2,1,1,0,0,2,0,0,0
"2732909",2,0,1,0,1,0,0,1,0,0,0
"2732929",3,2,2,1,1,2,1,2,2,1,3
"2732930",2,0,2,0,1,1,0,0,2,0,1
"2731677",3,0,2,1,1,0,0,2,1,0,0
"2731675",1,0,0,0,0,0,0,0,0,0,0
"2733956",3,0,2,0,0,1,0,0,1,0,0
"2733922",3,1,0,3,0,0,0,1,0,0,0
"2733941",3,0,3,0,0,0,0,1,0,2,1
"2733892",3,0,0,1,0,1,0,0,2,0,0
"1985736",2,0,0,0,1,1,1,1,0,0,0
"1985734",1,0,0,0,0,0,0,0,0,0,0
"1985730",2,0,0,0,0,0,2,3,1,1,0
"2733939",2,0,0,0,0,1,0,2,0,0,0
"151528",2,0,0,0,0,0,0,0,0,0,0
"1920774",2,0,1,0,0,0,0,3,0,2,2
"2733946",1,0,0,0,0,1,2,2,0,0,0
"2733945",1,0,0,0,0,0,0,0,0,0,0
"2731928",1,0,0,0,0,0,0,0,0,0,1
"2733920",1,0,0,0,0,0,0,0,0,0,0
"2733937",1,0,1,0,0,0,0,0,0,0,0
"2560657",1,0,0,0,0,0,0,0,0,1,0
"1415145",1,1,1,1,0,0,0,0,0,0,0
"2572874",27,1,53,19,7,15,22,22,44,25,9
"1911929",2,0,4,2,0,0,1,1,1,1,0
"1922327",2,1,2,1,0,3,2,5,2,0,0
"1921016",1,0,0,0,0,0,0,1,0,0,0
"2560335",1,0,1,0,0,0,0,2,0,0,0
"2732970",5,0,0,0,0,0,0,0,2,0,0
"1857846",1,0,0,1,0,1,0,0,0,0,0
"2732969",1,0,0,0,0,0,0,0,0,0,0
"632112",3,0,0,0,0,0,0,0,0,0,0
"1857844",3,0,2,3,0,0,0,0,0,0,0
"2041210",1,0,0,0,0,0,0,1,1,0,0
"2510941",1,0,0,0,0,0,0,0,0,1,0
"2560112",7,0,0,9,0,0,0,1,0,1,0
"2560156",1,0,1,0,0,1,0,1,0,1,0
"2733998",1,0,2,1,0,0,0,0,1,0,0
"2733999",1,0,0,0,0,0,1,0,0,0,0
"187218",1,0,5,1,0,2,0,2,1,3,0
"2733996",1,0,0,0,0,0,0,1,0,0,0
"1978922",2,0,2,4,2,0,0,3,1,1,0
"2555548",2,0,0,0,0,0,2,1,4,0,0
"1636182",1,0,0,0,0,0,0,1,1,1,0
"2099338",1,0,1,0,0,0,0,0,0,0,1
"2267403",1,0,2,0,0,1,0,1,0,0,0
"2419930",1,0,0,1,0,0,0,2,0,2,0
"2601680",1,0,0,0,1,0,0,0,1,1,0
"2169532",3,0,1,2,0,0,0,4,0,4,0
"2169536",1,0,0,1,0,1,0,2,2,0,0
"2731622",1,0,0,0,0,0,1,0,0,0,0
"2734031",6,0,0,5,0,1,0,0,0,0,0
"2732068",2,0,0,0,0,0,0,0,1,0,0
"2560227",1,0,1,0,0,0,0,0,0,0,0
"2734037",1,0,0,0,0,0,1,0,0,0,0
"2732062",1,0,0,0,0,0,1,0,0,0,0
"1920866",1,0,0,0,0,0,0,1,1,0,0
"2734029",1,0,0,0,0,0,0,0,0,0,0
"10294",48,5,66,37,21,27,39,44,26,20,14
"10319",43,5,57,32,8,27,24,25,19,17,8
"180252",9,1,5,2,3,5,1,5,2,1,0
"180255",2,0,5,2,1,5,9,6,1,4,0
"10358",18,2,21,22,5,6,20,21,15,11,4
"10365",13,2,19,12,4,9,9,11,2,10,4
"10397",12,1,18,3,6,9,8,9,2,2,1
"40272",5,0,3,4,1,2,3,5,0,1,0
"548689",5,2,3,5,2,0,1,3,2,2,2
"33706",4,0,5,2,0,1,1,7,1,3,2
"10379",6,0,6,3,0,3,3,7,3,1,0
"10375",5,0,2,3,2,3,1,3,3,2,0
"548687",2,0,5,1,0,1,1,2,0,0,0
"35249",1,0,1,3,0,2,1,5,0,2,1
"548688",1,0,5,7,2,2,3,10,4,2,1
"180230",11,0,23,6,0,7,3,11,2,4,1
"10401",2,1,3,1,0,1,0,1,2,0,0
"508441",1,0,0,0,0,1,0,1,0,1,0
"389214",2,0,0,1,1,2,1,1,3,1,0
"1513231",1,0,0,0,0,0,0,1,0,1,1
"1349409",79,3,63,36,23,45,37,61,69,33,15
"2107708",65,3,50,20,14,28,18,31,16,19,7
"1349410",62,5,91,45,13,25,32,54,27,24,10
"2107709",52,4,43,27,16,26,15,29,20,20,9
"1605721",41,5,42,25,10,27,26,36,30,33,14
"2107707",25,5,31,17,8,19,20,21,21,9,7
"1450746",6,0,0,1,1,1,19,4,0,2,0
"1903266",4,0,17,4,0,0,1,2,1,1,0
"1100043",2,0,1,3,0,4,2,3,2,1,0
"762905",1,0,0,0,0,0,0,0,0,0,0
"1262528",2,1,1,1,1,1,0,1,2,0,0
"1273751",2,0,2,0,0,0,3,0,5,0,0
"1262530",1,0,0,2,0,0,0,0,0,1,0
"1273748",1,0,1,0,0,3,1,1,1,1,0
"1273749",1,0,2,2,2,1,0,1,1,0,1
"1273752",1,0,0,1,1,1,1,0,0,1,0
"1454028",1,0,0,0,0,0,0,0,0,0,0
"1592101",1,0,0,0,0,0,0,0,0,0,0
"1391455",1,0,1,0,0,0,0,0,0,0,0
"1678078",18,0,12,9,5,5,6,11,13,6,2
"1500510",1,0,0,0,0,0,0,0,0,0,0
"1758881",1,0,0,0,0,0,0,0,0,0,0
"1932881",1,0,3,2,0,2,1,1,0,0,0
"1685767",1,0,0,0,0,0,0,0,0,0,0
"10257",31,7,40,20,9,15,20,21,18,11,7
"2733300",17,2,17,7,3,10,5,12,5,9,1
"1285599",13,0,7,6,1,5,2,11,6,5,1
"10260",7,2,32,2,1,0,2,1,1,3,0
"10278",6,1,9,0,4,8,1,3,14,3,1
"10242",2,2,4,2,4,0,1,3,3,0,0
"2733301",1,0,0,0,0,0,0,1,1,0,0
"573055",1,0,0,0,0,0,0,0,0,0,0
"2733302",1,0,3,2,1,0,1,1,0,0,0
"10497",4,0,1,3,0,2,2,5,3,2,0
"10491",6,5,2,1,0,3,0,0,2,1,0
"10487",1,0,1,0,0,0,0,2,0,1,0
"10492",3,0,2,0,1,0,3,3,1,0,0
"10494",2,0,2,0,0,2,0,1,0,0,0
"308906",1,0,3,0,0,1,0,0,0,0,0
"1813598",10,1,10,4,4,2,6,3,7,4,0
"1421067",2,0,3,0,1,0,1,0,1,0,0
"999883",1,0,0,0,1,1,2,0,0,0,0
"113366",2,0,0,1,0,2,0,0,1,2,1
"328613",2,0,0,0,0,0,0,0,0,1,0
"880158",10,1,20,5,1,8,5,6,4,5,2
"381899",3,0,2,0,1,0,1,2,2,0,0
"46021",1,0,0,0,0,0,0,1,0,2,0
"322019",1,0,1,3,0,0,0,1,1,0,0
"346674",1,0,1,1,3,2,0,1,3,0,0
"2023057",3,1,9,5,10,2,4,2,5,5,1
"1474867",2,0,1,0,3,0,1,0,0,0,0
"358403",3,1,0,1,0,0,0,0,1,0,1
"37665",1,0,0,0,0,0,0,3,1,0,0
"181082",1,0,1,0,1,2,0,0,0,0,1
"2501774",11,3,9,6,0,0,5,2,4,16,2
"985782",3,0,8,11,2,2,4,2,1,4,1
"1513235",2,0,0,2,1,0,0,0,1,0,0
"413684",2,0,0,1,0,2,0,1,0,1,0
"130310",2,0,0,0,0,0,0,0,0,0,0
"130308",2,0,2,1,1,2,0,4,2,1,0
"2015370",2,0,1,0,0,1,0,2,1,1,2
"1962299",1,0,2,1,0,0,0,0,0,0,0
"1146873",1,0,1,0,1,1,1,0,0,1,1
"1986017",1,0,0,0,0,0,0,0,0,0,0
"1986019",1,0,0,0,0,1,0,2,1,0,0
"1986022",1,0,0,0,0,1,0,0,0,0,1
"130369",1,0,1,0,0,0,0,0,1,0,0
"2015375",1,0,0,0,0,0,0,0,0,0,0
"2170000",1,0,1,0,0,0,0,0,0,0,0
"2170002",1,0,1,0,0,0,2,1,0,0,0
"108098",1,0,0,0,0,0,0,0,0,0,0
"1548417",5,0,1,1,0,1,1,2,1,2,0
"190064",1,1,0,0,0,0,0,1,0,0,0
"2003673",1,0,0,0,0,0,0,0,0,0,0
"1557035",1,0,0,0,0,0,0,0,0,0,0
"1154689",3,0,3,2,1,2,0,5,2,1,0
"1282967",1,0,1,2,0,0,1,0,0,0,1
"2049890",1,0,2,1,1,0,0,0,0,0,0
"1172985",6,1,9,4,0,0,0,1,0,0,0
"1983570",1,0,0,0,0,0,0,0,0,0,0
"11103",3,0,0,0,0,1,0,0,0,0,0
"2008770",1,0,0,0,0,0,0,0,1,0,0
"11083",1,0,0,0,0,0,0,0,0,0,0
"64319",1,0,0,0,0,0,0,0,0,0,0
"39686",1,0,0,1,0,0,0,1,0,0,0
"2170088",2,0,0,0,0,0,0,0,0,0,0
"2170085",1,0,0,0,0,0,0,0,0,0,0
"1985360",1,0,0,4,0,3,5,3,3,5,0
"135246",1,0,0,0,0,0,0,0,0,0,0
"84589",1,0,0,0,0,0,0,0,0,0,0
"45103",1,0,0,0,0,0,0,0,0,0,0
"1758139",1,0,0,0,0,0,0,0,0,0,0
"2316740",1,0,0,0,0,0,0,0,0,0,0
"327106",1,0,0,0,0,0,0,0,0,0,0
"12163",1,0,0,2,1,2,2,1,0,0,0
"1653394",3,0,0,1,0,0,1,1,0,3,1
"2560196",3,0,0,0,244,32,0,72,17,22,3
"11572",2,0,2,0,1,0,0,1,2,1,0
"2560074",1,0,1,0,0,1,0,1,0,3,0
"2734594",1,0,0,0,1,0,0,0,0,0,0
"1972611",3,0,8,1,1,0,2,2,0,0,0
"2733252",1,0,0,0,0,0,0,0,0,0,0
"2560069",2,0,2,1,0,0,0,1,1,0,0
"2560080",1,0,0,0,0,0,1,0,3,0,0
"186536",1,0,0,0,0,0,0,0,0,0,0
"2501931",3,1,6,2,1,3,5,3,2,0,2
"2501984",1,0,2,1,0,0,0,1,0,0,0
"2508228",1,0,0,0,0,0,0,0,0,0,0
"2499603",1,0,0,0,0,0,0,0,0,0,0
"2507288",1,0,0,1,0,0,1,0,0,0,0
"2170030",1,0,1,0,0,0,0,0,0,0,0
"32620",1,0,0,0,0,0,0,0,0,0,0
"185017",1,0,0,0,0,0,0,0,0,0,0
"397544",2,0,0,0,0,0,0,0,0,0,0
"42631",1,0,0,0,0,0,0,0,0,0,0
"48201",1,0,0,0,0,0,0,0,0,0,0
"1247114",1,0,0,0,0,0,0,0,0,0,0
"1906170",1,0,0,0,0,0,0,0,1,0,0
"2560353",1,0,1,0,0,0,0,0,0,0,0
"2560390",1,0,0,0,2,0,0,0,0,1,0
"327108",1,0,0,0,1,0,0,0,0,0,0
"1765754",1,0,0,0,0,0,0,0,0,0,0
"10882",1,0,0,2,0,0,0,1,0,0,0
"10979",1,0,0,0,0,1,0,0,1,1,0
"10985",1,0,0,0,0,1,1,1,0,0,0
"2169857",1,0,0,0,2,1,0,0,0,0,0
"343865",1,0,0,0,0,0,0,0,0,0,0
"1923146",2,1,0,0,0,0,0,0,0,0,0
"1923493",1,0,3,0,0,0,0,0,0,0,0
"1923186",1,0,0,0,0,0,0,0,0,0,0
"1923655",1,0,0,1,0,0,0,1,0,0,0
"1922431",1,0,0,0,0,0,0,0,0,0,0
"1923422",1,0,0,0,1,0,0,0,0,0,0
"1922703",1,0,0,0,0,0,0,0,0,0,0
"1923541",1,0,0,0,0,0,0,0,0,0,0
"1923487",1,0,0,0,0,0,1,0,0,0,0
"1922745",1,0,0,0,0,0,0,0,0,0,0
"1922602",1,0,0,0,0,0,0,0,0,0,0
"1922742",1,0,0,0,1,0,0,0,0,0,0
"1923336",1,0,0,0,0,0,0,0,0,0,0
"1922448",1,0,0,0,0,0,0,0,0,0,0
"1923671",1,0,0,0,0,0,0,0,0,0,0
"1922896",1,0,0,0,0,0,0,0,0,0,0
"1922901",1,0,0,0,0,0,0,0,0,0,0
"75914",2,0,0,0,0,0,0,0,0,0,0
"1500866",1,0,0,0,0,0,0,0,0,0,0
"1088890",1,0,0,0,0,0,0,0,0,0,0
"11646",1,0,0,0,1,0,0,0,0,1,0
"10449",8,0,8,8,0,2,2,5,3,2,2
"307461",1,0,1,0,1,0,0,1,0,0,0
"542343",1,0,0,1,0,0,0,0,0,0,0
"566270",1,0,0,0,1,0,1,0,2,0,0
"1346829",1,0,8,5,1,2,4,1,4,0,1
"1307956",2,0,1,0,1,0,1,1,0,0,1
"262177",2,0,2,3,0,2,0,5,2,1,0
"46242",2,0,0,0,0,0,0,2,0,1,0
"28288",2,0,3,2,0,3,0,0,0,0,0
"307467",1,0,2,3,1,1,0,0,0,0,1
"10456",1,1,4,1,0,2,1,2,3,1,1
"332054",1,0,1,2,0,1,2,0,0,0,0
"224399",1,0,0,1,0,0,0,0,0,1,0
"74660",1,0,0,0,0,0,0,2,1,1,0
"208973",1,0,0,0,0,1,0,2,0,0,0
"1592335",1,0,0,0,0,0,0,0,0,0,0
"1307954",1,0,0,0,0,0,0,0,0,0,0
"98383",2,0,0,0,1,0,0,1,1,0,0
"1750712",2,0,1,0,1,0,0,0,0,1,1
"1986290",1,0,1,0,0,0,0,0,0,0,0
"56947",1,0,1,1,0,0,0,3,0,0,0
"2169615",1,0,0,0,0,0,0,0,0,0,0
"1921823",1,0,0,0,0,0,0,0,0,0,0
"333750",1,0,0,0,0,0,0,2,0,0,0
"334211",1,0,0,0,0,1,0,0,2,0,0
"1507401",1,0,0,0,0,0,0,1,0,0,0
"10806",1,0,0,0,0,0,0,0,0,0,0
"367850",1,0,0,0,0,0,0,0,0,0,0
"932070",1,0,1,0,0,1,2,3,0,0,0
"263793",1,0,0,0,0,0,0,0,0,0,0
"1618233",1,0,0,0,0,0,0,0,0,0,0
"2011080",1,0,0,0,0,0,0,0,0,0,0
"2734333",1,0,3,1,1,1,0,1,1,0,0
"2072209",2,0,0,0,0,0,0,1,0,1,0
"1654582",1,0,1,0,0,1,0,0,0,0,0
"2057187",1,0,0,0,0,1,0,0,0,0,0
"39640",1,0,3,0,0,0,0,3,0,0,0
"53988",1,0,0,0,0,0,0,0,0,0,0
"419435",1,0,0,0,0,1,0,2,0,1,0
"342409",3,0,0,0,0,4,1,3,1,1,0
"346883",1,0,0,0,0,0,0,1,0,0,0
"346884",1,0,0,0,0,0,0,0,0,0,0
"351054",1,0,0,0,0,0,0,0,0,0,0
"2776735",2,0,2,1,0,0,2,1,0,0,0
"1619215",1,0,0,0,0,0,0,0,0,0,0
"687342",1,0,0,0,0,0,0,0,0,0,0
"1123964",1,0,0,0,0,0,0,0,0,1,1
"858422",0,979,9940,0,1442,0,1526,0,0,0,783
"40137",0,146,0,0,0,0,0,0,0,0,0
"531813",0,60,831,556,0,540,502,602,580,528,405
"33047",0,1,0,0,6,0,0,0,6,0,3
"35806",0,95,0,0,0,0,0,0,0,0,0
"92945",0,36,365,225,0,211,203,0,0,0,0
