"","X1qGgM2TOMPOOM080340.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","dSz8M2TOMPOOA051340.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","nG3jM2TOMPOOA051345.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","X9JUZM2TOMPOOB100355.extra.kraken2.report"
"1112",1340,784,749,346,362,493,787,622,397,454,71
"2182384",1253,713,835,363,375,461,677,523,412,453,74
"2683265",7255,3899,4580,2030,1993,2539,4168,3143,2234,2448,363
"2060312",2850,1657,2057,671,772,922,1305,1215,977,871,130
"2067415",2781,1282,1482,673,739,746,1156,1186,668,773,252
"2604537",1417,809,867,401,422,527,689,647,393,502,59
"2185142",617,348,367,159,172,195,303,237,169,170,29
"1267766",1674,847,1029,353,376,484,606,520,469,460,56
"361183",1095,593,669,331,308,402,508,494,342,431,55
"476157",521,245,258,150,146,157,186,187,117,164,19
"692370",3249,1600,1803,750,942,869,1439,1375,864,996,158
"2338327",3542,1558,1743,719,932,939,1493,1258,805,1018,150
"1982042",2202,1216,1608,550,683,723,1202,1174,603,787,105
"2055955",1201,428,583,292,284,337,495,339,289,298,34
"450378",3443,1601,1731,896,785,1009,1600,1259,916,1077,150
"2798724",1657,882,1014,506,464,614,1033,810,653,603,93
"1348774",1456,757,804,376,367,443,689,596,417,458,62
"192812",2363,1113,1448,622,651,830,1237,1011,602,829,119
"1532023",1999,1103,1407,659,669,868,1321,1046,618,888,130
"266951",1225,542,713,268,338,409,667,500,290,399,55
"502682",1151,632,769,324,322,388,618,530,362,421,63
"1648404",637,309,320,171,148,191,259,237,159,185,30
"543877",2081,931,1752,419,525,531,851,807,466,590,91
"645517",1434,846,1051,412,470,556,961,786,495,585,90
"1892855",5877,2964,4448,2599,2368,3587,5053,3699,3604,4080,558
"2771430",3865,1384,2596,1336,1403,2024,2740,2175,1743,2292,302
"335406",40661,1902,1576,983,816,1121,1787,1379,856,1162,166
"2759707",2145,1219,1270,838,654,914,1468,1144,695,1029,161
"192",4537,3845,2885,2086,1099,2288,4118,2643,2127,2444,426
"652764",1977,1154,979,656,414,657,1281,934,618,717,106
"709810",3740,1100,872,619,358,666,1115,889,615,671,131
"664962",986,973,627,538,274,565,1046,583,501,707,76
"2202148",3806,3084,2784,1880,1050,2023,3716,2574,1883,2283,326
"137722",1817,1331,1085,796,416,739,1447,993,682,817,136
"862719",1506,862,735,539,279,508,955,636,624,581,96
"528244",2359,1774,1385,972,554,982,1778,1232,927,1173,175
"682998",1714,1014,935,604,334,708,1260,878,695,753,93
"286727",2703,842,608,465,280,561,960,627,439,523,84
"1226968",1329,826,631,515,281,515,949,618,510,583,98
"1064539",721,623,448,329,155,312,624,480,313,407,59
"2775420",3490,5236,2389,1824,881,2345,3841,2156,10011,2519,916
"2233999",2516,3846,1838,1281,664,1536,2905,1696,3722,1740,744
"2602016",5627,4456,4702,2548,2426,2941,6133,4068,1954,3194,342
"2602015",4699,3655,7682,2064,2009,2241,4699,3426,1531,2470,266
"1663591",1347,1170,811,520,358,590,1162,787,487,686,102
"1639348",1211,856,757,539,318,513,968,680,354,595,69
"431944",415,302,259,162,96,181,331,257,137,192,14
"342108",1506,1142,938,611,389,642,1267,878,489,686,77
"414684",3168,2481,2132,1416,890,1636,2729,1767,1258,1712,246
"269796",30,4,11,3,2,3,5,5,9,4,1
"2594003",31783,2473,4917,1414,1348,1722,3502,2580,1848,1734,257
"1110502",3622,2368,2190,1299,841,1426,2569,1884,1130,1647,216
"1441467",2961,2094,1950,1439,900,1360,2682,1915,1023,1451,225
"2220096",3200,1835,1694,996,722,1200,2107,1432,1133,1385,198
"111831",1974,1452,1230,847,441,788,1419,1012,676,929,131
"2048283",520,251,197,106,77,126,244,162,132,119,10
"2785908",300,140,124,55,66,83,140,92,73,94,12
"2785911",194,83,72,38,46,49,87,58,37,71,5
"1891279",530,150,107,72,69,98,145,93,68,104,18
"1123366",182,89,64,34,26,54,82,51,50,52,5
"1612173",3043,1022,842,568,366,595,1124,691,439,631,92
"1150469",1223,848,736,494,278,520,935,620,397,591,77
"1288970",850,590,560,325,227,372,582,446,290,396,54
"1549855",184,127,116,65,43,86,119,84,74,120,10
"1401328",32,16,10,13,9,11,17,4,4,11,1
"1193729",35,9,16,3,1,6,3,9,5,6,2
"2768162",2744,2035,1800,1533,864,1398,2657,1705,1303,1632,300
"2768161",2807,1874,1689,1413,728,1395,2496,1685,1332,1581,274
"2018065",316,203,141,132,81,148,294,177,122,189,23
"257708",1946,1340,1128,939,471,911,1737,1107,757,1001,182
"207340",371,217,160,164,86,183,277,155,141,175,27
"94",9255,5302,4409,2923,1715,2979,5697,4032,2316,3385,405
"1296990",270,200,175,135,78,120,220,191,94,130,17
"265959",449,282,262,201,113,169,306,230,124,207,21
"714995",57,46,27,8,11,22,33,20,9,20,2
"265960",337,203,159,148,86,136,211,163,98,155,22
"634177",238,191,148,112,59,87,193,156,59,113,22
"65958",269,177,125,96,66,155,179,147,73,91,16
"33995",253,143,173,78,78,103,157,116,71,77,8
"215221",22,13,8,2,0,4,11,6,3,5,2
"2771361",3666,2301,2009,1494,948,1677,3134,1977,1690,2024,367
"926570",325,265,227,155,70,167,277,180,121,181,26
"349163",264,164,200,135,87,96,206,167,80,125,13
"1484109",1686,1481,1278,951,543,878,1615,1299,633,1059,133
"1969806",1921,1461,1254,874,531,884,1630,1386,634,878,147
"435",958,607,476,336,212,330,620,445,235,372,46
"1076596",216,147,101,76,57,81,174,80,64,91,10
"2592655",233,118,125,66,63,87,152,110,75,94,11
"2259883",3,1,0,1,1,2,8,1,0,5,0
"431306",167,81,83,64,44,39,95,62,42,54,8
"481145",14,12,5,9,2,4,16,2,4,13,2
"1006554",3,7,0,0,2,2,1,2,10,4,1
"1266844",6,5,4,2,3,3,7,0,3,5,3
"481146",97,48,50,35,20,20,46,34,18,29,5
"146474",104,39,35,29,12,16,56,25,17,16,1
"104102",99,35,42,25,11,19,28,30,15,28,2
"446692",53,32,27,20,13,16,36,25,6,17,0
"2500548",22,9,8,3,5,9,12,5,6,6,1
"1633874",3,7,3,6,1,9,5,2,3,4,0
"65959",4,1,2,0,0,1,1,1,0,0,0
"272568",1240,978,812,603,370,629,1115,764,476,655,96
"1288313",211,128,123,63,45,66,137,80,59,84,13
"290633",174,87,110,84,39,71,112,92,38,70,8
"1224746",0,2,1,0,0,3,3,1,1,0,0
"318683",227,158,135,92,54,115,179,119,77,149,16
"574987",200,146,115,47,41,72,102,77,58,64,12
"257438",68,55,40,40,14,35,47,29,24,30,0
"1052095",11,11,14,6,2,4,4,10,4,8,2
"320497",566,385,346,245,159,243,409,341,166,250,22
"153496",408,293,238,176,113,179,264,226,125,182,23
"1231624",308,218,185,106,92,138,231,141,98,154,19
"2558360",308,211,179,104,73,131,226,151,88,133,18
"2558361",141,115,88,63,35,74,113,80,46,80,12
"1293412",49,11,14,13,8,6,11,9,8,8,1
"1510841",253,125,119,95,48,104,143,129,71,119,10
"661191",107,64,53,31,13,43,63,26,28,32,6
"2070537",0,7,2,1,1,0,3,0,2,1,1
"2478912",6,3,1,3,0,1,1,1,0,1,0
"2697033",43,27,13,4,6,11,20,6,7,10,1
"2762277",28,21,21,15,12,10,22,21,13,18,2
"2560057",147,96,73,46,32,31,61,51,22,46,8
"2500532",1931,899,754,409,260,422,805,569,431,545,192
"2760307",1734,881,779,445,285,459,807,565,588,554,129
"2589076",1940,795,1612,343,207,397,656,561,433,459,259
"2812658",1185,542,472,259,159,291,504,385,251,314,56
"1529068",845,462,380,177,141,237,354,297,202,229,44
"1545044",2304,1340,1169,730,471,781,1312,1059,900,809,134
"1077935",2298,1143,763,435,264,501,777,572,448,577,97
"147645",2386,1096,874,537,301,479,879,693,562,562,120
"82367",2961,1088,1063,478,307,469,886,647,515,577,92
"2560053",1694,992,938,544,290,572,981,655,484,615,119
"34004",1931,948,763,433,281,491,829,619,399,607,88
"266",1714,890,809,458,256,461,804,540,440,0,97
"2259340",1509,815,734,385,243,366,705,540,383,473,64
"2065379",1513,725,646,354,241,362,650,494,346,398,61
"1945662",1620,717,670,366,223,417,678,561,393,458,59
"1367847",1326,678,501,344,186,314,559,414,286,382,63
"135740",1272,421,468,195,146,214,340,261,225,228,38
"1499308",207,98,72,52,34,50,71,77,51,56,10
"59779",5,5,1,2,1,3,1,0,2,1,0
"135742",2,3,3,4,2,2,4,2,2,2,0
"2033869",2745,1365,1107,652,390,663,1175,923,814,846,127
"1850250",2503,1126,823,496,290,487,826,711,511,598,95
"272942",1268,580,414,269,202,283,482,320,237,310,52
"1075",4000,929,601,312,225,340,598,433,363,424,79
"557760",888,151,118,74,43,81,140,90,73,97,20
"349101",203,113,86,40,30,68,102,51,55,66,20
"992186",208,87,80,50,36,62,89,64,53,62,14
"1917485",1888,712,598,364,231,367,616,490,403,484,70
"2587855",930,543,475,265,194,307,502,438,254,298,57
"1968541",597,292,243,192,130,141,259,190,133,186,27
"2070369",411,273,159,125,75,124,182,140,88,116,19
"1389004",364,263,159,102,61,108,190,143,78,120,19
"1389005",272,166,126,43,37,75,134,86,54,80,18
"664426",284,151,95,71,50,67,149,74,56,90,20
"1389011",191,98,65,37,16,42,72,48,37,36,7
"2785912",110,48,32,34,13,28,36,43,16,30,1
"1402135",1613,785,574,348,216,406,671,448,361,492,83
"83219",788,430,324,169,111,190,306,227,150,199,32
"60137",101,75,45,46,15,44,53,38,27,55,3
"74349",10,4,2,3,0,1,1,2,0,4,0
"2587847",1041,470,327,228,138,243,408,347,232,290,37
"2587846",321,185,186,102,58,95,217,159,109,152,24
"2587850",362,185,154,97,55,111,189,110,91,110,19
"391613",231,82,65,33,18,45,55,43,44,45,10
"540747",1914,1131,985,598,343,699,1106,754,606,749,116
"2494550",863,514,392,241,159,285,404,286,200,312,39
"215743",148,107,77,41,41,35,106,59,47,39,6
"1229727",2151,1253,1123,703,388,665,1180,946,751,826,159
"311180",1769,1128,952,619,323,592,1033,727,547,649,115
"1792508",1512,975,658,446,263,472,773,555,429,559,75
"1564506",1515,667,503,295,171,287,502,380,312,349,58
"308754",1048,575,473,296,165,260,504,409,273,327,58
"1188256",3,9,6,8,2,3,3,5,1,0,0
"991905",3939,2615,1795,1087,805,1199,1973,1499,1061,1460,188
"1208324",2129,1186,960,560,435,611,1078,784,635,691,123
"1411902",1116,610,497,284,200,335,488,397,263,322,61
"1758178",887,448,380,223,159,234,414,260,234,244,45
"875171",413,210,156,81,47,95,151,109,104,125,20
"1397108",251,125,97,62,39,66,113,76,67,81,8
"2579971",3293,2031,1952,1014,662,1145,1859,1382,1078,1370,208
"60890",1024,546,394,289,139,279,458,335,273,313,31
"221822",817,402,304,231,111,234,392,236,196,273,35
"1580596",397,227,150,96,63,87,168,128,110,110,29
"1844006",358,103,85,54,47,49,92,70,49,57,10
"681157",87,52,31,26,10,26,52,19,21,27,8
"1826607",2306,1681,1063,578,435,702,1060,885,772,811,143
"1396826",1159,536,452,253,168,300,479,376,288,347,52
"2508306",203,134,86,65,40,75,92,90,62,65,8
"2508307",207,133,83,51,22,65,90,70,32,78,9
"999552",785,389,304,187,99,178,313,205,174,233,40
"2789856",2047,1419,1187,632,405,739,1143,883,723,939,134
"1549850",1158,591,499,326,194,300,503,434,301,333,58
"1915078",997,585,456,260,161,291,464,340,263,326,40
"2587852",1273,702,607,363,198,331,633,531,362,445,66
"2588299",152,22,19,9,5,6,27,16,8,9,3
"2587858",22,12,17,6,6,7,10,11,1,3,2
"246200",1341,685,471,333,172,330,656,414,280,401,67
"292414",458,252,207,116,77,125,216,134,108,167,25
"2587853",458,198,172,87,65,122,180,114,93,105,18
"2293862",353,176,129,67,52,72,152,104,88,103,17
"185588",16,6,6,2,3,10,12,7,1,4,1
"2009329",2065,1227,999,558,330,637,1080,736,667,666,119
"1335048",3878,1086,792,455,319,450,816,613,507,591,105
"2588711",1875,1065,895,530,373,624,1014,729,672,691,111
"2494374",6649,1025,519,267,178,272,486,361,364,334,78
"1250539",1671,983,797,474,299,491,797,655,432,572,96
"988812",1587,971,778,464,280,488,841,585,476,613,90
"1267768",1688,878,625,411,222,457,797,497,454,616,72
"1891787",524,350,246,126,113,146,260,224,124,204,23
"2434",420,250,197,129,66,116,238,163,135,142,22
"391595",373,211,138,72,61,83,142,95,90,122,16
"2169400",3014,818,501,267,200,309,491,392,336,379,42
"561184",1584,815,652,389,224,400,681,487,404,471,70
"398580",1484,801,660,330,223,408,690,510,454,488,74
"195105",2742,767,561,317,209,351,550,451,369,408,76
"880591",1,2,0,2,2,2,0,1,1,1,0
"92947",552,326,270,155,106,200,288,243,157,206,30
"1294273",1153,688,519,297,203,381,603,432,321,460,73
"2602067",550,223,217,108,85,135,195,175,105,135,23
"391616",246,201,98,81,40,89,116,82,79,85,20
"391626",369,159,118,70,43,89,159,99,76,103,16
"1458307",238,94,84,43,47,56,84,52,38,69,7
"1609966",2333,660,567,314,192,299,557,387,322,382,58
"2587163",1234,621,450,266,156,296,526,366,301,367,43
"2613965",1185,572,501,323,155,316,537,424,306,381,56
"1537215",968,534,420,261,134,320,426,360,228,339,39
"2715211",983,493,429,244,177,278,472,346,228,304,44
"564137",1090,482,325,200,142,250,369,293,197,255,48
"2017482",822,470,372,225,157,266,387,307,246,297,38
"290400",758,470,335,195,130,216,348,269,193,243,49
"2587842",849,459,379,224,153,259,400,289,253,259,49
"299262",730,413,325,198,127,255,374,307,200,281,45
"1265309",256,132,94,59,28,63,113,73,66,82,9
"74033",766,372,307,185,137,194,287,257,178,221,60
"2599296",614,363,289,165,102,187,307,213,170,199,33
"245188",946,343,275,175,80,199,273,203,172,226,30
"53501",570,291,207,126,83,140,188,152,109,132,18
"441209",497,288,189,117,64,101,194,169,109,137,19
"2552942",680,287,262,156,106,173,281,198,122,193,28
"1591409",541,281,209,128,93,152,209,173,130,196,25
"2500533",532,229,145,68,78,93,187,135,89,134,17
"2171755",501,227,176,107,84,126,226,153,96,132,16
"1715691",384,204,187,97,51,124,172,127,84,101,14
"2483033",335,189,155,72,64,86,122,104,90,119,17
"1920883",297,128,133,82,51,75,139,96,85,86,19
"666509",169,119,80,79,43,65,126,50,42,61,9
"1579316",250,109,85,52,25,55,98,48,50,66,16
"366602",3308,1423,1267,970,867,1128,1765,1124,910,912,131
"69665",2007,999,922,689,732,770,1176,889,596,580,98
"69666",6017,2294,2611,1754,2259,2522,3576,2103,2001,1445,251
"155892",4701,1890,1996,1333,1513,1544,2444,0,1354,1213,200
"1679497",3918,1687,1813,1284,1397,1627,2410,1543,1251,1134,335
"2708539",2620,1468,1316,932,909,1021,1640,1028,868,768,140
"2010972",2931,1446,1502,1155,1046,1333,2045,1221,950,990,171
"509190",0,2,0,1,0,0,0,0,1,1,0
"69395",1838,772,859,547,658,723,1057,672,568,560,99
"2774190",2719,970,1103,633,660,699,1109,686,738,712,103
"2591463",3772,856,1410,497,719,668,995,599,896,636,194
"2561924",2709,813,1072,508,668,650,918,591,663,617,75
"1938605",2235,755,973,497,542,616,951,609,618,531,101
"2800818",1818,634,752,377,441,456,732,465,433,461,90
"2774189",1943,598,765,391,413,495,721,465,492,400,67
"2752515",1574,578,752,339,402,473,621,517,436,391,68
"2579977",630,300,361,145,158,175,264,170,161,139,29
"2813778",605,266,275,182,147,181,256,162,154,165,27
"2562582",419,189,237,86,93,143,189,143,113,102,30
"1532555",673,177,234,125,116,124,206,175,136,128,19
"1827469",427,173,247,114,105,136,214,140,104,133,27
"2560058",497,133,238,118,83,132,207,115,116,109,31
"588932",3944,1361,1849,950,929,1044,1660,1128,1087,981,152
"633149",1893,823,824,471,467,607,866,567,611,492,94
"74329",1562,647,826,391,340,464,633,457,440,408,68
"293",1021,370,602,257,235,297,457,275,246,282,41
"41276",480,202,230,117,111,116,226,160,103,158,24
"1325724",366,165,183,99,87,88,162,110,93,102,12
"2686094",5746,6275,1445,788,1817,1973,1894,864,724,1906,271
"450851",63564,4512,7077,6952,10625,10140,12130,7893,9184,4143,665
"2201350",3846,1582,1850,1480,1584,1765,2637,1788,1450,1176,194
"573065",909,306,315,191,131,198,352,244,175,214,33
"1940610",4581,3539,2241,1546,984,1436,2513,1907,1223,1659,273
"1868589",3769,3235,2163,1292,933,1266,2198,1647,1200,1467,253
"2570229",3003,2294,1355,936,673,896,1637,1162,811,1042,173
"349215",610,136,168,81,81,123,132,116,62,129,11
"856793",2172,136,108,78,714,146,118,110,77,315,15
"488538",119,75,90,44,30,46,86,65,29,40,4
"2029849",2370,1794,1472,859,661,1028,1682,1243,786,1114,148
"394221",907,593,517,290,248,357,604,449,271,374,51
"1434191",1038,551,521,300,270,340,557,377,264,351,50
"2749086",838,507,377,185,195,317,480,296,219,310,45
"1873716",1211,662,565,314,273,369,589,449,298,378,58
"1906738",568,426,353,207,152,253,394,254,203,322,30
"2016196",651,346,237,164,126,196,313,214,173,178,33
"582402",84,46,37,33,11,16,25,17,16,35,2
"949",9,18,8,5,2,10,14,8,3,4,0
"770",0,14,0,9,1,5,0,0,0,0,1
"948",16,14,6,6,2,2,10,4,5,1,0
"574556",4,7,7,4,1,4,4,2,2,3,1
"1248439",8,7,5,1,1,9,5,7,4,2,0
"2640676",153,58,76,51,22,42,48,46,27,47,7
"955",11,3,7,5,3,2,2,4,2,7,0
"1845000",7,2,1,1,0,1,1,0,1,4,1
"779",30,13,9,5,8,23,23,8,4,3,1
"945",9,7,3,1,1,2,4,12,0,2,0
"944",11,6,3,2,5,7,10,0,2,1,0
"35795",19,4,4,1,1,2,5,2,0,0,0
"391036",2,3,4,0,3,0,1,1,0,0,0
"1286528",10,8,7,7,1,4,28,4,2,2,1
"434131",54,6,4,1,1,0,1,0,3,4,0
"2686014",5,5,1,3,1,4,7,3,3,0,1
"222891",7,3,2,2,1,3,3,2,3,2,1
"114277",106,79,74,48,25,31,109,107,34,28,3
"114292",21,12,13,4,1,3,4,8,5,2,0
"114295",22,10,7,4,2,4,4,6,4,1,0
"1129742",26,8,5,1,0,3,8,5,2,6,1
"784",37,38,31,18,10,18,29,8,8,14,1
"2601646",6,5,4,3,0,0,5,2,1,4,0
"2115978",89,19,7,6,5,16,10,6,4,5,1
"696127",39,13,14,0,3,6,2,4,6,6,0
"1802984",16,9,11,12,4,9,23,5,7,9,0
"2486578",42,16,17,11,4,6,11,9,4,6,2
"2163644",21,10,10,2,0,11,21,6,3,12,1
"2043170",498,236,194,109,73,130,239,161,115,154,20
"2582913",433,232,255,165,99,172,288,214,117,156,25
"314260",427,300,248,141,91,180,293,241,137,160,25
"2066024",13,6,8,0,2,6,9,9,3,7,1
"2601575",1,6,2,0,2,3,4,2,3,4,1
"2601668",9,15,4,3,1,4,6,2,2,10,1
"86106",38,10,19,4,7,7,5,23,12,3,1
"91604",94,37,42,41,15,33,34,29,21,16,4
"1414854",222,35,27,15,16,16,23,29,12,21,4
"156889",148,89,88,54,29,50,78,77,48,70,7
"451514",0,2,3,0,0,1,3,0,0,2,0
"1002672",51,9,4,5,2,8,6,7,4,2,0
"2268451",28,6,3,3,2,1,3,4,1,2,2
"1388755",13,2,4,3,3,0,2,4,7,0,0
"1977865",15,2,8,1,0,5,1,6,2,4,1
"1977864",11,1,1,1,0,3,2,5,2,4,1
"335992",18,5,5,3,0,3,4,3,4,4,0
"2563896",15,5,9,0,0,4,4,2,0,2,0
"1925548",18,6,58,4,2,12,11,32,1,7,0
"2161677",76,38,56,28,9,21,42,38,32,36,4
"1034889",4433,4323,2238,1862,1074,1590,3317,2032,2089,1826,435
"662548",2193,2506,1148,822,535,776,1570,1022,1061,874,545
"434008",2415,2495,1315,1010,679,918,1844,1176,1190,1014,407
"207745",2170,2395,1097,833,605,826,1653,971,1001,923,483
"434009",2214,2226,1173,914,601,819,1659,1042,1107,991,382
"1795631",2108,1792,1078,804,548,744,1546,985,947,824,199
"2681552",1766,1453,841,757,391,556,1151,757,749,598,175
"2762323",1771,1305,718,621,385,492,1062,613,722,566,152
"2762322",1858,1290,774,596,379,488,1044,601,707,567,171
"282217",997,1057,546,496,275,382,874,551,428,461,112
"434014",918,863,458,351,252,327,693,409,409,398,98
"2774875",1135,860,543,396,246,337,698,496,429,405,101
"2811425",60,26,24,13,6,16,27,14,15,20,5
"2126319",34,11,11,6,4,5,22,12,10,6,10
"1246301",2103,1765,982,736,525,664,1383,897,934,735,290
"543728",1884,1744,996,825,539,786,1542,855,1014,861,355
"595537",1663,1451,835,688,419,615,1283,761,834,636,178
"436515",1524,1123,708,562,383,489,1011,649,634,488,158
"795665",36909,2738,1411,809,575,851,1590,931,1517,971,334
"2716225",17607,2479,1887,1115,757,1006,2116,1320,1586,1072,287
"2806262",136426,2140,1381,967,688,975,1853,1028,1447,963,277
"2651974",5325,2019,1228,818,590,854,1688,982,1335,840,205
"1842537",4717,1395,841,575,407,578,1103,735,1098,575,143
"434010",3882,1299,838,489,417,587,1037,592,913,562,156
"2184519",4777,951,1331,401,208,420,1742,388,3283,664,301
"2565558",1727,694,395,319,219,301,542,351,435,340,58
"47421",3218,1047,1118,314,179,255,533,367,2517,336,343
"1763535",1480,578,419,264,202,245,452,303,422,264,79
"2518343",128236,1107,1118,370,1162,338,649,530,3305,383,215
"1842533",4643,845,768,393,582,449,818,537,928,433,136
"2714923",1856,810,489,364,280,371,691,390,601,364,97
"358220",12939,774,1835,411,899,366,722,930,1484,463,152
"2478662",3553,611,509,292,461,316,550,325,764,308,104
"1858609",1986,495,346,207,261,199,388,236,453,214,63
"232721",448,137,113,60,54,55,86,83,97,44,19
"80870",4493,2595,1648,1331,873,1277,2394,1481,1745,1270,311
"1926868",3605,1473,1460,777,651,668,1481,899,1342,582,204
"2743470",2182,1395,877,659,450,586,1234,755,958,580,175
"553814",3553,1003,728,467,479,466,845,525,946,437,106
"397945",0,3,0,0,0,0,0,0,3,0,0
"80868",1123,613,410,310,179,280,592,330,432,327,76
"535289",243,94,187,55,23,37,101,70,59,44,8
"365046",8197,4851,3606,3499,3373,3967,7584,3211,8057,3201,883
"2741720",39449,1708,1102,795,658,758,1479,720,1475,704,213
"2752316",1707,523,359,252,183,240,467,232,452,272,52
"2822760",696,363,227,151,122,178,300,194,217,147,29
"1842727",3783,2285,1400,1032,814,1062,2064,1096,1457,1100,293
"2509614",3878,2190,1268,1049,807,960,2035,1253,1478,992,217
"338969",1660,711,451,327,228,289,557,355,452,344,72
"1484693",2050,541,379,243,212,231,481,284,480,222,62
"81479",902,430,235,171,110,162,273,198,265,191,52
"2597701",2249,1369,925,616,476,660,1215,768,867,608,138
"1232667",112,24,6,5,5,10,14,7,6,3,2
"1082851",1998,1291,855,656,394,572,1139,729,732,631,140
"1392005",228,77,45,25,24,36,58,32,39,20,8
"225991",1993,835,617,468,314,430,909,551,678,486,129
"160825",1568,685,422,323,239,331,595,384,394,288,70
"1562974",962,485,350,257,174,235,424,284,305,248,61
"363952",4517,381,254,151,136,179,323,206,194,194,47
"225992",926,330,276,174,94,150,282,160,218,231,43
"296591",2839,1661,880,734,495,759,1458,819,1069,880,193
"1840265",36,36,19,9,21,19,36,18,14,17,0
"1840293",11,23,8,8,3,8,7,1,2,2,1
"1840303",0,4,0,1,0,1,4,0,3,5,1
"1869339",5,4,0,2,1,2,8,0,2,1,1
