"","X0n7bM2TOMPOOA100365.extra.kraken2.report","DYZgM2TOMPOOB100370.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","vcXtM2TOMPOOB050180.extra.kraken2.report","XR8LM2TOMPOOB051125.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","abKIM2TOMPOOA051320.extra.kraken2.report","cuu6M2TOMPOOB051315.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","OeS0M2TOMPOOA051355.extra.kraken2.report"
"83171",6,3,5,3,1,1,1,6,5,3,13
"73913",4,1,3,1,2,0,2,3,0,0,4
"2190",3,6,19,2,1,2,3,4,6,2,2
"1301915",3,0,10,1,3,2,2,4,3,2,7
"2641196",3,4,10,5,1,3,2,5,4,2,2
"2189",3,1,11,3,1,0,2,3,5,1,7
"2624956",4,0,2,1,3,1,3,1,2,8,6
"387631",29,14,15,18,16,24,15,29,26,19,34
"693661",22,14,5,10,8,11,6,6,9,7,18
"1344584",2,0,0,1,2,0,0,1,1,2,0
"224325",1,0,4,4,1,1,1,0,2,0,1
"572546",9,4,4,2,4,6,5,4,5,5,2
"113653",17,14,24,23,21,24,25,39,35,12,29
"589924",14,12,12,17,6,9,10,12,10,3,8
"190192",49,30,33,26,28,30,29,32,28,23,36
"1937005",5,0,4,4,3,2,2,2,4,4,5
"1937004",4,4,2,0,3,3,4,3,9,2,4
"2259673",5570,52,2321,60,19,15,21,42,21,23,41
"1470066",95,17,8,34,23,8,19,22,20,18,31
"1959104",87,11,20,38,16,13,9,20,23,7,24
"1470067",86,13,5,47,11,11,10,13,18,19,21
"1582439",75,10,6,52,8,10,16,14,6,13,15
"2508726",73,7,8,30,18,11,17,29,28,27,19
"1229909",72,17,10,34,11,6,21,29,24,4,31
"1229908",65,12,7,36,5,6,18,16,7,10,10
"1580092",61,9,8,36,19,11,20,21,28,26,37
"436308",47,9,5,33,11,9,19,26,18,17,21
"1898749",61,9,8,34,6,7,14,14,7,8,21
"497727",2253,1128,345,7772,4585,4734,2390,5042,3845,1539,5122
"1034015",454,264,185,4965,1650,3352,2183,2035,1001,9787,12169
"1459637",451,242,142,3357,1533,2363,1891,1839,935,7116,9409
"1826872",564,181,2016,251,540,428,93,221,140,58,101
"1353260",325,183,206,253,239,199,223,416,226,149,295
"1798806",222,83,570,381,234,330,60,173,128,92,134
"2045011",2,1,7,0,1,1,3,1,1,2,6
"1603555",843,68,618,4093,25,16,25,24,18,30,33
"1846278",423,26,122,8048,29,26,22,26,24,93,439
"2259672",101,17,38,392,24,25,17,22,24,17,32
"1903276",61,24,5,47,49,36,39,60,61,22,55
"1410606",40,19,8,37,16,20,25,28,28,17,29
"1874277",73,47,55,55,67,63,49,68,48,31,71
"70771",42,32,57,23,25,21,26,43,26,24,33
"1104324",40,22,35,35,29,23,20,34,32,17,21
"121277",26,16,34,35,27,24,9,29,28,22,42
"13773",23,12,29,7,13,12,12,12,19,11,20
"2277",20,11,11,6,7,7,8,5,13,7,8
"181486",19,11,17,21,12,14,16,24,9,5,22
"184117",70,52,76,50,49,58,58,76,61,42,91
"2271",20,13,14,29,20,20,25,29,25,13,26
"76887",10,5,10,4,0,4,5,5,4,6,14
"164451",6,2,10,2,1,4,5,3,7,3,2
"985052",4,5,3,2,1,3,3,3,3,0,8
"2269",33,16,15,10,26,18,19,39,24,11,33
"1365176",15,4,12,7,12,12,8,13,22,4,14
"2620628",13,8,13,8,9,7,7,8,11,3,12
"1550241",8,9,6,5,3,5,1,7,5,3,7
"56636",25,11,5,15,16,11,16,14,18,7,21
"229980",20,11,44,11,11,11,8,11,9,6,17
"160233",31,14,35,22,16,20,17,25,22,13,31
"54259",4,2,0,7,1,3,1,2,4,0,1
"1200300",25,20,15,17,25,12,11,19,20,13,23
"2275",13,2,9,6,4,6,10,2,5,2,2
"94694",9,7,6,3,0,2,3,1,1,3,3
"2280",12,5,7,2,2,1,3,5,1,0,3
"84599",2,3,1,0,3,1,1,4,2,0,1
"54254",8,5,11,5,4,10,3,8,5,4,9
"1273541",16,10,13,17,9,10,17,12,15,15,12
"54248",14,4,13,8,8,4,11,11,11,7,7
"54252",11,11,13,11,12,9,8,15,17,10,16
"2641160",25,19,16,11,10,14,25,8,8,8,18
"2285",15,9,12,4,3,2,6,5,3,2,3
"43080",11,6,15,11,12,4,6,15,5,8,16
"41673",7,4,11,5,4,4,1,4,8,4,9
"312539",6,6,3,4,0,3,3,4,4,1,6
"282676",5,6,10,3,3,6,3,15,10,3,7
"563177",5,1,7,1,2,4,7,3,5,1,1
"2283",4,1,3,3,0,0,2,2,4,1,2
"1006005",5,0,9,9,6,3,1,2,6,5,1
"1532350",5,3,6,5,6,0,2,9,10,4,6
"79601",3,1,8,3,2,2,10,9,6,4,14
"69656",10,4,5,1,0,2,1,1,3,4,7
"111955",4,1,1,1,2,1,9,3,1,0,2
"1294262",15,10,5,5,5,8,10,20,15,5,15
"1670455",11,8,11,9,5,9,8,9,7,10,14
"41675",5,3,6,3,2,0,2,7,5,1,2
"2287",3,2,4,1,2,4,7,3,9,2,7
"2635519",24,19,18,20,18,28,22,32,11,25,26
"242703",22,10,18,19,18,5,13,8,14,10,19
"200415",4,1,11,3,0,5,2,4,2,4,2
"683846",4,1,2,2,2,3,4,2,6,0,4
"374847",11,8,12,6,3,3,7,10,7,5,12
"1291540",50,25,53,29,28,23,39,42,40,22,45
"1577791",21,9,11,10,6,9,10,12,8,8,18
"1406512",8,3,26,3,3,14,6,12,7,6,9
"273075",14,15,12,6,15,2,6,7,10,11,11
"273116",3,3,6,5,1,4,1,4,5,4,2
"333146",3,3,0,0,6,2,2,15,3,1,3
"74969",1,0,2,0,1,0,0,1,0,0,2
"263820",4,2,6,4,2,2,7,2,5,3,2
"1673428",1,1,7,6,4,3,4,4,8,4,4
"439481",12,5,5,10,6,5,8,7,5,3,5
"673860",6,3,7,6,6,10,4,4,4,2,11
"2282148",5,1,2,6,2,1,4,3,1,3,5
"1920749",3,0,4,4,0,0,1,2,7,1,0
"2594042",8,7,21,8,8,8,6,6,10,14,27
"89593",18407,12394,44308,13731,7271,8036,7015,7997,9386,13155,14705
"716546",8665,5581,87471,13535,5880,5063,11653,6845,7510,3876,20048
"4891",1435,887,2118,1088,701,710,695,815,1047,675,1309
"34346",53,22,146,37,24,16,19,19,31,38,33
"5267",607,342,574,455,289,300,351,338,427,258,560
"162474",161,89,240,106,74,61,90,90,109,69,166
"5234",237,143,302,153,92,106,103,160,172,118,168
"6033",34,10,22,23,12,11,16,22,15,7,25
"423054",1481,916,3403,1196,683,1203,1010,1102,1069,795,2700
"5820",712,437,1176,562,322,364,358,449,479,422,694
"5864",157,92,181,182,96,73,89,89,109,71,133
"5873",121,84,203,117,79,65,77,120,116,54,115
"340080",1,1,6,4,1,0,4,1,1,1,3
"33847",171,110,268,105,68,59,297,90,113,106,150
"38748",166,131,295,129,84,75,125,108,102,71,160
"227086",8,8,20,10,5,6,1,0,1,15,17
"1286322",1510,927,1621,1240,716,736,826,1020,1070,720,1385
"5690",106,61,167,93,48,51,53,55,62,70,88
"5782",107,66,210,97,41,38,44,45,46,54,70
"2898",12,14,58,25,13,4,15,6,10,15,24
"464988",11,4,12,3,1,1,4,0,4,15,3
"55529",12,5,13,10,4,5,7,5,5,4,13
"5741",40,25,93,25,26,28,33,30,39,23,44
"279303",14,43,1915,8,2,9,2,3,4,2,5
"1109710",7,2,0,6,2,0,1,2,1,2,4
"1647475",7,0,3,3,1,1,2,3,5,3,1
"2719575",7,3,1,1,2,1,1,3,3,0,0
"1327959",7,0,3,0,0,1,3,2,0,0,2
"1524882",7,1,2,2,4,3,3,6,2,2,4
"1647305",6,1,0,2,1,2,2,3,0,1,4
"2656534",6,3,3,7,2,1,1,2,1,4,4
"2794947",5,1,2,4,4,1,3,1,3,1,0
"658401",5,0,4,4,0,3,1,2,3,3,0
"1109711",5,1,2,4,1,4,4,2,4,1,1
"1414737",5,2,0,4,2,2,0,1,3,2,2
"1647476",5,11,6,3,5,6,1,2,3,2,2
"1458831",4,3,2,3,0,2,4,1,0,1,2
"10702",4,5,1,5,0,6,2,2,1,0,6
"1690818",4,2,5,7,1,2,4,3,4,2,5
"2601610",4,0,6,6,2,1,4,4,4,5,6
"981330",4,5,5,5,3,2,4,5,4,1,5
"2315704",4,0,0,0,0,0,0,0,0,0,1
"1647304",3,2,2,2,2,3,4,2,0,0,0
"1647470",3,1,0,1,2,0,0,2,4,0,0
"416419",3,3,3,1,0,4,1,1,2,1,3
"2517971",3,1,4,5,1,0,1,2,0,0,3
"1647472",3,0,0,0,0,1,0,2,0,0,0
"691963",3,2,2,0,2,1,6,3,3,0,1
"754066",3,1,3,5,0,1,4,1,3,4,2
"2182360",3,2,0,3,2,0,7,2,4,1,7
"984175",3,0,0,0,0,0,0,0,0,0,1
"1647474",3,0,1,3,2,0,2,2,4,1,2
"1664246",3,1,1,1,0,1,2,1,1,0,1
"1887644",3,0,1,1,0,0,0,4,4,0,3
"1838072",3,1,0,0,1,1,0,3,0,0,1
"1821559",3,0,1,0,1,0,0,4,0,5,2
"1805457",3,0,3,5,0,1,2,3,3,2,2
"1821563",2,0,1,0,1,0,0,0,2,0,1
"2591211",2,1,0,1,1,1,0,0,0,1,1
"2591031",2,1,0,1,1,2,1,3,0,0,0
"2593268",2,1,0,0,1,0,0,0,2,1,0
"2599838",2,0,0,1,1,0,2,0,1,0,1
"2599845",2,0,1,0,0,0,0,0,0,0,0
"1527493",2,1,3,1,1,0,8,3,1,0,2
"1109717",2,1,2,3,0,1,0,1,0,1,1
"1308863",2,1,0,0,0,0,0,0,0,0,0
"1109712",2,6,2,0,3,2,9,2,2,5,15
"45764",2,1,1,0,3,2,3,5,3,0,2
"2315475",2,0,0,2,0,0,0,0,0,0,2
"1089121",2,1,3,0,2,2,1,0,5,0,2
"1838062",2,0,1,4,1,2,0,1,0,1,1
"2283304",2,0,2,0,0,0,1,0,0,1,0
"1071177",2,0,0,0,0,0,0,0,0,0,0
"1414742",2,0,0,0,2,0,1,3,1,1,0
"1589748",2,0,2,2,1,0,0,1,1,0,2
"2729575",2,0,0,2,2,0,1,2,1,1,1
"2126925",2,2,1,2,0,0,0,1,0,0,0
"909297",1,0,0,0,0,1,0,1,0,0,0
"984186",1,0,0,1,0,0,0,0,0,0,2
"2743909",1,2,3,1,1,1,1,3,0,1,1
"1538804",1,0,0,0,0,0,0,0,0,1,0
"2250336",1,0,10,0,0,0,1,0,1,0,0
"2571253",1,0,1,0,0,0,1,0,0,0,0
"2557579",1,1,0,0,0,0,0,0,0,0,0
"2250352",1,1,3,0,1,0,0,0,0,2,0
"2283249",1,0,0,0,0,0,3,0,0,0,0
"2507858",1,1,2,0,0,0,0,0,0,0,0
"2507854",1,0,0,0,0,0,1,0,1,0,0
"2488789",1,0,1,1,12,0,7,3,1,0,1
"2419978",1,0,0,0,0,0,0,2,0,1,1
"691966",1,0,9,0,1,0,0,0,0,0,0
"2696356",1,0,0,0,0,0,0,0,0,0,1
"1458863",1,0,0,0,0,0,0,0,0,0,0
"2742114",1,0,1,0,0,0,0,0,0,0,0
"747763",1,0,0,3,0,1,0,1,3,1,1
"753085",1,2,0,0,1,0,0,0,0,0,1
"2686278",1,0,0,0,0,0,0,0,0,0,0
"754053",1,0,2,0,0,0,0,0,1,0,0
"1643326",1,0,0,0,0,0,0,0,0,0,0
"330398",1,0,0,2,0,0,0,0,0,0,0
"2656526",1,2,4,5,1,0,0,1,1,0,0
"1647471",1,1,3,1,1,0,2,0,1,2,1
"1964565",1,0,1,0,3,0,1,1,2,1,4
"2591132",1,0,2,2,2,0,0,1,0,1,1
"370623",1,1,2,2,0,11,2,6,4,0,2
"1868596",1,0,0,0,0,0,0,0,0,0,0
"2608321",1,0,1,0,0,0,0,0,1,0,0
"1647309",1,1,1,2,1,1,1,2,4,2,1
"322855",1,0,0,0,0,0,0,0,0,0,1
"2601626",1,0,1,0,0,0,0,0,0,0,1
"2599852",1,0,1,1,1,1,0,0,1,1,1
"1327037",1,0,0,0,0,2,0,0,0,0,1
"319522",1,2,0,1,0,3,0,1,2,1,1
"2759389",1,0,0,0,0,0,1,1,1,0,0
"2656540",1,0,0,0,1,1,0,5,3,3,3
"1983555",1,1,1,2,0,0,4,1,3,1,1
"1327970",1,1,0,2,0,0,0,0,0,0,0
"1838081",1,0,3,0,0,0,2,0,0,1,1
"2761110",1,0,0,0,0,0,0,0,0,0,0
"2562717",121,62,123,105,79,69,57,86,86,51,97
"1993872",3,3,3,1,4,2,1,2,4,4,2
"1195070",2,3,2,11,2,4,4,1,2,1,5
"1034114",1,0,0,1,0,0,0,1,0,1,1
"1034152",1,2,0,1,0,0,5,0,0,0,2
"2562522",59,1,1,1,0,0,1,1,2,1,2
"2560593",32,0,2,0,0,0,0,0,0,0,0
"2560591",4,0,0,0,0,0,0,0,1,1,3
"2315863",42,38,65,39,30,22,38,35,41,43,67
"1982898",20,21,20,35,11,18,23,25,21,9,29
"1982900",13,1,3,12,2,3,4,7,4,8,3
"1623295",12,7,1,5,12,6,5,4,5,3,7
"1982897",12,10,9,10,8,7,10,10,5,5,4
"1982899",4,9,7,8,4,4,7,8,5,1,16
"2562661",44,34,43,33,22,21,23,30,41,16,34
"1089129",4,0,0,0,0,0,0,0,0,0,1
"373405",2,1,1,0,0,0,0,0,0,0,0
"1211282",2,0,2,1,1,0,1,1,1,0,0
"1089111",1,1,0,1,0,0,2,0,0,0,2
"1041807",1,0,1,1,1,0,0,0,0,0,1
"1034136",1,0,1,0,2,0,0,0,2,0,0
"1211281",1,0,0,0,0,0,0,0,0,0,0
"1993862",1,0,0,1,0,0,0,0,0,0,0
"1993863",1,1,0,0,0,0,0,0,0,1,0
"1993865",1,0,0,0,0,0,0,0,6,0,2
"1032892",1,1,0,0,0,0,0,0,0,0,2
"1993873",1,0,0,0,1,1,1,1,1,0,1
"2733155",18,16,29,14,18,14,20,23,8,5,18
"2733152",17,8,34,22,6,6,17,18,21,10,19
"2733153",16,13,20,18,12,11,18,11,12,14,17
"2733154",11,12,6,12,0,5,8,6,7,2,8
"1982880",25,16,24,15,11,10,11,9,14,10,19
"1982881",6,3,5,3,3,0,1,0,2,2,3
"1982879",3,3,4,5,3,1,4,4,10,1,3
"1982895",2,6,3,18,3,1,3,5,4,5,13
"2562663",27,11,7,15,14,6,9,13,14,6,19
"2560504",4,1,2,1,0,0,1,2,1,1,1
"2562660",20,12,12,13,9,7,10,15,10,5,17
"1034112",1,0,0,0,0,0,1,0,0,0,1
"1983734",10,5,9,8,2,1,5,0,4,2,3
"1623277",4,4,3,2,5,1,1,2,4,0,1
"2700041",4,0,7,3,0,1,4,0,2,0,4
"1983735",2,1,0,0,0,0,1,0,0,2,0
"1983744",8,5,1,5,3,1,1,4,4,3,5
"1623301",7,0,7,3,1,0,0,2,4,2,2
"2734220",5,1,0,0,0,2,0,0,0,0,1
"2734219",3,1,0,1,2,0,0,1,1,0,3
"1993887",3,0,0,0,0,0,0,0,0,0,0
"1776684",1,0,1,0,0,0,3,0,2,1,0
"2560792",12,0,2,1,1,0,2,3,0,1,1
"1211643",12,12,9,6,4,5,7,8,6,6,10
"2171586",3,3,2,0,1,1,1,2,4,0,0
"1982084",2,0,0,0,0,0,0,0,1,0,0
"1982080",1,0,0,0,0,0,0,0,0,1,0
"2170239",3,1,3,4,0,1,1,1,1,0,3
"2520510",2,1,3,0,0,1,3,2,2,4,1
"2315855",7,1,2,11,4,6,5,1,8,7,22
"2734266",6,1,10,0,4,2,1,1,0,3,2
"2734267",2,3,3,0,0,1,2,2,2,0,5
"2201166",6,0,9,5,4,1,3,1,1,1,6
"1034137",1,0,0,1,0,0,0,0,0,0,0
"2170253",3,0,3,2,2,6,1,2,0,0,1
"1982357",4,4,0,4,2,2,0,2,5,1,1
"1982358",4,2,4,3,2,5,1,2,1,2,8
"1623280",2,1,0,1,1,3,0,0,1,1,2
"2169633",2,4,2,4,0,3,1,2,0,1,0
"2169634",2,1,0,0,1,2,0,4,4,0,3
"205879",1,1,1,0,0,1,1,0,1,0,1
"1034111",1,1,1,0,0,0,0,0,0,0,0
"2233782",1,2,1,2,0,1,3,0,3,1,4
"279383",4,2,1,3,0,2,0,0,2,1,3
"1981048",1,2,0,0,0,0,0,0,0,0,0
"1981049",1,0,0,0,0,0,0,0,0,1,0
"2734268",8,4,2,9,3,3,2,6,3,6,3
"2734242",8,3,5,4,1,7,5,4,0,3,5
"1623285",7,0,0,0,0,2,2,0,5,0,3
"2762717",1,1,4,2,2,0,1,1,1,0,4
"2560595",7,1,3,5,1,0,2,2,3,0,3
"2570373",5,2,7,3,0,2,5,2,5,0,5
"2560688",2,0,1,0,1,0,2,1,1,0,0
"1982747",3,2,1,3,4,2,1,4,5,2,9
"2301302",2,0,9,9,12,3,1,11,4,2,5
"1982746",1,2,9,1,8,7,3,8,3,0,23
"2734243",7,13,2,8,5,4,2,10,11,1,13
"2315856",4,2,3,2,0,1,1,4,3,0,1
"1982102",2,1,0,3,2,2,2,2,0,1,0
"2734251",6,0,4,0,1,0,0,0,1,1,4
"2560847",3,1,180,2,2,1,3,2,0,1,1
"2560848",2,2,22,1,3,2,0,0,1,0,1
"2560509",6,2,3,5,0,2,3,5,5,2,0
"2169611",6,4,2,4,3,2,2,1,6,2,3
"1982563",2,0,0,0,0,0,1,0,0,0,0
"2219090",1,0,0,0,0,0,0,1,0,0,0
"2560513",1,0,0,0,0,0,0,0,0,0,0
"2169635",2,2,2,1,2,1,8,11,3,4,9
"2169636",1,1,2,0,3,1,1,2,4,1,7
"373407",1,0,0,1,0,0,0,0,0,0,0
"2201169",1,2,0,1,0,3,0,2,0,0,3
"2560506",5,2,2,1,3,3,3,4,1,1,3
"2182400",2,1,0,0,0,1,0,1,0,0,0
"2560485",5,1,3,2,4,1,1,2,6,1,3
"2734217",4,3,2,1,1,2,1,1,5,0,4
"2169652",4,3,0,0,0,3,0,1,2,0,4
"2560502",4,2,3,1,1,1,2,1,1,3,2
"2041855",2,0,2,0,0,1,0,1,0,0,0
"2560719",2,1,0,9,1,1,1,0,0,0,3
"2560590",4,0,0,1,0,0,0,0,0,1,4
"2560359",4,4,0,0,1,2,0,2,4,1,0
"2560778",4,5,6,2,2,1,1,1,2,0,2
"1982098",2,3,0,1,1,1,1,1,1,2,3
"2734227",1,1,0,0,0,0,0,2,0,0,0
"2744421",1,1,0,0,0,1,0,0,1,2,2
"2560303",2,0,2,0,1,1,0,1,0,0,1
"2560298",1,1,1,1,2,1,3,3,6,5,6
"2560492",4,0,1,0,1,1,1,1,1,0,1
"2734264",2,2,1,3,0,3,1,1,2,0,6
"2744423",2,3,9,2,0,5,4,1,2,0,6
"1982560",2,0,5,0,2,0,0,1,4,1,3
"2734263",1,1,0,4,3,3,2,2,2,2,9
"1910991",2,3,1,0,2,0,0,0,1,0,0
"1910993",2,1,0,1,0,0,1,4,1,11,0
"2734280",2,0,2,1,2,2,2,2,2,0,0
"2734281",1,1,0,1,1,1,2,0,2,0,0
"2734252",4,1,5,4,3,2,2,2,4,4,2
"2734254",1,2,2,0,0,0,1,1,1,0,1
"2734255",1,1,0,0,1,1,0,0,1,0,0
"2733156",3,1,6,2,4,2,3,0,3,1,0
"2733158",1,0,0,0,0,0,0,1,1,0,0
"2560782",4,1,3,0,0,1,0,1,2,2,3
"2560489",3,0,3,0,2,2,3,1,1,0,6
"1982241",1,0,0,0,0,0,0,0,1,1,1
"2560487",3,1,3,3,2,1,1,0,0,1,1
"2560490",1,0,1,0,0,0,0,0,0,0,0
"2560497",1,0,0,2,0,0,0,0,0,0,0
"2560511",1,0,1,0,0,0,0,0,0,0,0
"2560493",3,2,2,0,0,1,1,3,2,1,3
"2734239",3,0,5,74,12,8,2,4,2,1,4
"2169870",1,1,0,0,0,0,0,0,1,0,0
"2169871",1,0,0,0,1,0,0,0,1,0,0
"2734272",3,0,0,0,0,1,6,2,3,0,1
"2734257",1,0,0,0,0,0,0,0,1,0,0
"2734258",1,1,0,1,1,0,0,2,0,0,0
"2744481",1,2,2,0,1,1,0,1,0,0,2
"2734249",3,0,2,2,0,0,0,0,1,1,1
"2560784",1,0,2,2,0,0,1,0,0,0,3
"2560625",3,1,1,2,0,0,0,1,0,0,1
"2734279",3,2,2,2,0,1,11,3,2,0,3
"2734215",3,0,6,8,0,3,2,3,3,1,4
"2734225",1,0,0,0,2,0,1,0,0,1,0
"2734226",1,0,0,0,0,0,0,0,0,0,0
"2734236",3,2,2,8,1,3,3,3,4,2,4
"2734241",3,0,3,0,0,0,1,1,0,0,5
"2734276",2,1,1,0,3,0,1,1,1,4,1
"2734278",2,1,14,3,4,1,2,1,0,1,2
"2734292",2,2,3,1,2,0,3,3,3,3,1
"2560588",2,2,2,5,1,1,6,2,3,3,1
"2560494",2,0,0,0,2,0,0,0,1,11,1
"2560500",2,0,1,0,0,0,1,3,2,0,4
"2560501",1,1,3,1,0,0,0,1,1,1,0
"2560505",1,2,4,2,3,0,2,1,1,0,3
"2560721",1,2,1,0,0,0,0,0,0,0,0
"2560407",2,3,2,0,4,2,0,4,2,4,3
"2560608",2,0,2,1,1,1,0,3,2,2,2
"2733160",1,0,1,1,1,0,0,1,1,0,0
"2733161",1,0,0,0,0,0,0,0,0,0,0
"2734218",2,1,1,0,1,1,0,0,1,1,0
"2734230",2,2,4,4,0,2,1,1,1,2,0
"2734245",2,0,3,1,2,1,2,7,2,2,5
"2734247",2,0,2,1,2,3,0,1,0,0,2
"2734250",2,3,2,2,0,1,2,0,5,0,0
"1982152",2,0,0,0,0,0,0,1,0,0,0
"1982369",1,1,0,0,1,0,0,3,0,1,0
"466052",2,1,0,0,0,0,0,0,0,0,0
"1982091",2,0,0,0,1,0,1,2,0,1,4
"1982087",2,0,4,1,0,1,0,1,0,0,0
"1982373",1,1,0,1,0,1,0,1,1,0,0
"1982374",1,0,0,0,0,0,0,0,0,0,0
"1982375",2,0,1,3,3,1,0,1,0,0,0
"1909389",1,1,1,2,1,0,0,1,0,1,1
"1982151",2,0,1,1,1,0,0,2,1,0,2
"1982261",1,0,1,0,0,0,0,0,0,0,0
"1982265",1,0,0,0,0,0,0,0,0,0,1
"1982569",2,0,3,0,1,1,0,0,0,0,0
"2050979",2,0,4,1,2,0,0,0,2,0,1
"1982237",2,0,0,0,0,0,0,0,0,0,0
"2560503",1,3,0,0,0,0,0,0,1,0,0
"1623275",1,0,2,0,0,0,0,0,3,0,0
"2560650",1,0,1,0,0,0,0,0,0,0,0
"2734262",1,1,0,0,0,0,0,0,1,0,0
"205872",1,1,1,0,1,0,5,5,4,1,4
"2560139",1,0,0,0,0,0,1,0,0,0,0
"2041859",1,0,0,0,0,0,0,0,0,0,0
"1982363",1,0,1,1,0,0,0,0,0,0,1
"2734214",1,0,2,1,0,0,0,1,0,0,0
"2560360",1,2,0,0,0,1,1,0,0,1,0
"2734244",1,0,0,0,1,0,0,0,0,0,0
"1921712",1,0,0,0,0,0,0,0,0,0,2
"85154",1,0,0,0,1,0,0,0,0,0,0
"2734238",1,1,1,0,0,3,0,0,1,1,6
"2734237",1,0,0,0,1,0,0,1,0,1,0
"2005060",1,2,3,0,1,0,1,0,1,0,1
"2734231",1,0,0,0,0,0,0,0,1,0,0
"2705462",1,0,0,0,0,0,0,0,0,0,0
"2734229",1,0,1,1,5,5,1,6,0,0,1
"2560514",1,1,5,0,0,0,0,2,0,0,2
"1921117",1,0,0,0,0,0,0,0,0,0,0
"1918720",1,0,1,0,0,0,0,0,0,0,0
"2734275",1,0,0,0,0,0,0,0,0,0,0
"1982567",1,0,1,4,0,1,3,1,1,1,0
"2169651",1,0,0,0,0,0,0,0,1,0,0
"2560785",1,5,6,1,1,2,2,2,1,1,0
"2734284",1,2,4,2,3,3,5,7,1,0,4
"2734286",1,0,0,1,0,0,0,0,0,0,0
"2169613",1,1,3,3,3,1,2,1,6,0,3
"2560484",1,0,2,3,4,2,1,1,1,0,2
"2560111",1,0,0,0,0,0,0,0,0,0,0
"2560387",1,0,2,0,0,0,1,0,0,2,1
"2560388",1,0,1,4,0,2,0,1,0,0,0
"1982561",1,0,0,0,0,1,0,0,1,0,0
"1982228",1,0,0,1,0,0,0,1,0,0,0
"374422",1,0,0,1,0,0,2,1,0,0,1
"2734291",1,1,1,1,0,0,1,3,1,0,0
"36343",1,0,0,0,0,0,0,0,0,0,0
"546805",17,7,8,3,7,8,9,7,9,2,10
"1007869",13,2,16,15,4,6,4,15,8,3,13
"2201420",3,0,0,1,0,1,1,0,2,0,2
"1493510",3,0,0,0,1,1,0,0,0,0,0
"2593333",3,0,3,1,1,2,0,1,0,1,1
"1913591",2,2,2,2,2,3,0,0,2,6,0
"1273754",2,0,0,0,0,1,0,0,0,0,1
"1273755",2,1,0,1,0,0,0,2,1,0,1
"1161927",2,1,6,1,1,0,2,0,0,0,5
"2589665",2,0,0,0,0,1,0,0,0,0,0
"2024252",2,0,0,1,0,0,0,0,0,0,0
"1124849",2,1,1,0,0,0,0,0,1,1,1
"2713256",2,3,7,0,0,0,1,0,0,2,3
"1458860",2,0,0,0,0,0,0,0,0,0,0
"1026955",1,1,0,2,0,0,0,0,0,1,0
"1883368",1,0,0,0,3,0,0,2,0,1,0
"929833",1,0,0,1,1,0,0,0,2,0,2
"1567487",1,0,0,0,0,1,0,0,0,0,0
"1079999",1,2,1,0,0,0,0,0,7,0,0
"1003177",1,0,0,0,0,0,0,0,0,0,0
"2547425",1,0,1,0,0,0,0,0,0,0,0
"445685",1,1,0,0,0,0,1,0,0,0,0
"2767570",1,0,20,0,1,0,0,0,1,1,0
"2596673",1,1,0,0,0,0,0,0,0,0,2
"2588520",1,0,1,0,0,0,0,0,2,0,0
"1503929",1,1,2,1,0,0,3,2,3,1,2
"445686",1,0,0,3,0,0,0,0,0,0,1
"407392",1,0,1,0,0,0,0,1,0,0,0
"1892568",12,6,11,8,9,11,3,7,10,1,10
"227470",3,0,0,2,0,1,1,1,1,0,4
"1985325",2,0,1,1,0,1,0,0,0,2,1
"1914165",2,0,3,1,0,0,1,0,1,0,4
"1913652",2,2,0,3,0,1,0,2,1,1,1
"1985329",1,0,2,0,0,0,0,1,0,0,0
"1985328",1,1,0,2,1,0,0,2,3,1,0
"1198137",1,0,0,4,1,1,1,3,0,2,1
"10663",1,1,3,2,0,0,1,3,2,2,1
"1913654",1,2,4,2,0,1,1,2,1,3,1
"1913653",1,1,0,1,0,0,0,1,1,1,1
"1133560",4,3,10,6,1,2,3,3,2,1,4
"2006134",4,0,0,0,2,0,0,0,1,0,0
"1980948",3,0,1,1,0,0,0,0,0,1,0
"2560300",1,1,0,1,0,0,1,2,0,1,0
"2594900",6,4,8,3,4,5,4,7,7,0,7
"1980923",3,3,2,3,2,1,0,3,0,0,3
"2732982",2,0,0,2,1,1,3,2,1,3,4
"2732983",2,0,0,1,0,0,0,1,0,0,0
"2578230",1,0,0,0,0,0,0,0,0,0,0
"2732972",1,0,0,0,0,0,0,0,0,0,0
"2732974",1,0,0,1,1,0,0,0,1,0,0
"260373",3,0,0,0,0,0,0,0,0,0,0
"1966265",1,2,2,0,0,1,0,0,0,0,1
"1914852",4,3,0,0,0,0,3,1,2,0,0
"1914850",2,2,2,0,0,0,1,0,0,0,1
"2508196",1,3,3,3,1,1,1,2,1,1,0
"1198140",4,1,0,0,1,1,0,4,0,0,1
"1985293",3,1,0,1,1,1,0,1,0,1,1
"1984784",2,0,0,0,2,0,0,1,0,0,0
"1984783",1,0,1,2,0,0,3,0,3,0,1
"2560302",1,1,3,0,1,0,0,1,0,0,0
"2562722",1,0,1,2,0,1,0,0,1,5,4
"2520516",1,2,5,1,1,0,1,1,0,0,2
