"","AYtCM2TOMPOOA100360.extra.kraken2.report","TECcM2TOMPOOA051310.extra.kraken2.report","s9OmM2TOMPOOB051285.extra.kraken2.report","X1qGgM2TOMPOOM080340.extra.kraken2.report","X0n7bM2TOMPOOA100365.extra.kraken2.report","Nm8MM2TOMPOOA051300.extra.kraken2.report","a50wM2TOMPOOB051350.extra.kraken2.report","iYASM2TOMPOOA050195.extra.kraken2.report","wQqUM2TOMPOOA080335.extra.kraken2.report","IGpcM2TOMPOOB051290.extra.kraken2.report","aFJgM2TOMPOOM090325.extra.kraken2.report","nodos","degrees","closeness","betweenness"
"51173",5.24569226032318e-06,1.56263952138584e-05,7.68919437514461e-06,3.85866213984449e-05,1.60769890338012e-05,4.88550377760476e-06,9.66043568564942e-06,8.08719433213478e-06,9.47370143543802e-06,5.38048973890165e-06,6.28224121738702e-05,"v_4032",11,2.28524417834046e-05,14812.9123871134
"247480",7.98257517875266e-06,1.2054647736405e-05,1.01357562217815e-05,2.90981079398109e-05,1.07179926892008e-05,1.02151442622645e-05,7.90399283371316e-06,2.15658515523594e-05,1.29186837755973e-05,1.31149437385728e-05,3.49896979196239e-05,"v_3910",16,2.28519195612431e-05,58187.557569545
"28232",0.00012840542358965,0.000164300383962854,0.000146094693127748,6.09795131608212e-05,0.000177128931811002,0.000182984323306651,0.000153249638831439,0.000172077523844868,0.000115837531187856,0.000125096386429463,4.29419019922657e-05,"v_2831",358,2.28513973629487e-05,22029.108216714
"225992",7.27554709149172e-05,6.83096705062952e-05,0.000105551668240621,0.000117151512835934,9.30773049325331e-05,0.0001025955793297,6.58666069476097e-05,8.80605605054676e-05,9.38757687693403e-05,5.38048973890165e-05,7.71363795046254e-05,"v_853",12,2.28498309112513e-05,10063.0362041276
"2744520",2.30354312301148e-05,2.00910795606751e-05,1.29318269036523e-05,5.14909997021872e-05,3.01796109932759e-05,1.82096049892541e-05,2.59075320660598e-05,2.65080258664418e-05,1.98086484559159e-05,2.65661680858269e-05,3.1013595883303e-05,"v_99",16,2.2848264674298e-05,12273.9701251537
"97481",1.36844145921474e-06,1.339405304045e-06,2.79607068187077e-06,4.17494592179896e-06,1.41026219594747e-06,8.88273414109957e-07,1.31733213895219e-06,4.49288574007488e-07,1.29186837755973e-06,2.35396426076947e-06,0,"v_2779",11,2.28440890919475e-05,36718.7512679009
"1331258",0.000139581028839904,0.00013929815162068,0.000153434378667658,0.000123856729013369,0.000176846879371813,0.000167439538559727,0.000138758985302964,0.000163091752364718,0.000112392548847696,0.000148636029037158,9.94025509080224e-05,"v_1063",383,2.28420018730442e-05,44697.1635184775
"683846",1.14036788267895e-06,1.339405304045e-06,2.09705301140308e-06,2.53027025563573e-07,1.12820975675798e-06,1.33241012116494e-06,0,4.04359716606739e-06,1.29186837755973e-06,6.72561217362706e-07,0,"v_5515",14,2.28373070247556e-05,1835.70996125963
"2005703",3.42110364803686e-06,2.67881060809001e-06,2.44656184663692e-06,5.06054051127147e-06,2.25641951351595e-06,5.32964048465974e-06,2.19555356492032e-06,3.5943085920599e-06,4.73685071771901e-06,2.69024486945082e-06,7.15698366537761e-06,"v_4287",11,2.28362639872117e-05,7883.84614023638
"2112",9.12294306143162e-07,1.339405304045e-06,6.99017670467692e-07,1.8977026917268e-06,1.41026219594747e-06,8.88273414109957e-07,1.31733213895219e-06,8.98577148014976e-07,8.6124558503982e-07,6.72561217362706e-07,0,"v_4749",16,2.28336568101381e-05,38875.2377371243
"1664069",2.64565348781517e-05,3.57174747745334e-05,2.55141449720707e-05,3.54237835789003e-05,3.27180829459813e-05,2.93130226656286e-05,2.50293106400917e-05,5.03203202888386e-05,1.76555344933163e-05,3.19466578247285e-05,5.32797672867e-05,"v_3841",9,2.28289653912885e-05,1672.14031294849
"1006005",6.84220729607371e-07,1.339405304045e-06,2.09705301140308e-06,1.13862161503608e-06,1.41026219594747e-06,0,2.19555356492032e-06,8.98577148014976e-07,1.29186837755973e-06,6.72561217362706e-07,0,"v_5503",14,2.28263598803899e-05,77765.7469025389
"2509456",4.26497588121928e-05,3.16992588623984e-05,3.42518658529169e-05,4.35206483969346e-05,4.00514463649082e-05,3.10895694938485e-05,3.51288570387252e-05,3.27980659025466e-05,2.15311396259955e-05,2.62298874771455e-05,4.77132244358508e-05,"v_3960",12,2.28258388495777e-05,9574.08839709914
"1286",2.2807357653579e-06,1.78587373872667e-06,2.09705301140308e-06,9.23548643307043e-06,2.53847195270545e-06,3.10895694938485e-06,8.78221425968129e-07,2.69573144404493e-06,3.01435954763937e-06,3.02652547813218e-06,9.54264488717015e-06,"v_4066",20,2.28175055902889e-05,21313.7137528046
"1354",3.64917722457265e-06,5.80408965086168e-06,3.8445971875723e-06,1.21452972270515e-05,4.7948914662214e-06,2.66482024232987e-06,2.19555356492032e-06,4.04359716606739e-06,4.73685071771901e-06,5.04420913022029e-06,1.98805101816045e-05,"v_4281",17,2.28169849636069e-05,13788.3175550002
"644524",2.73688291842949e-06,8.92936869363336e-07,2.09705301140308e-06,5.06054051127147e-07,8.46157317568482e-07,1.33241012116494e-06,1.75644285193626e-06,4.49288574007488e-07,4.3062279251991e-07,3.36280608681353e-07,0,"v_6024",31,2.28159437815145e-05,45458.8153614031
"1224145",1.36844145921474e-06,1.78587373872667e-06,1.04852650570154e-06,3.28935133232645e-06,1.41026219594747e-06,2.66482024232987e-06,4.39110712984065e-07,8.98577148014976e-07,4.3062279251991e-07,1.34512243472541e-06,7.95220407264179e-07,"v_2107",14,2.28138617023704e-05,11689.5216565948
"2187",9.12294306143162e-07,3.12527904277168e-06,2.09705301140308e-06,5.06054051127147e-07,1.12820975675798e-06,1.77654682821991e-06,8.78221425968129e-07,1.34786572202246e-06,1.72249117007964e-06,1.68140304340676e-06,0,"v_5422",11,2.28138617023704e-05,5369.78066390689
"273116",2.05266218882211e-06,1.78587373872667e-06,1.74754417616923e-06,7.5908107669072e-07,8.46157317568482e-07,2.22068353527489e-06,1.75644285193626e-06,1.34786572202246e-06,8.6124558503982e-07,1.00884182604406e-06,0,"v_5521",15,2.28091784133936e-05,7897.37230224663
"260714",6.84220729607371e-07,8.92936869363336e-07,1.04852650570154e-06,6.32567563908934e-07,1.12820975675798e-06,8.88273414109957e-07,8.78221425968129e-07,1.79715429602995e-06,0,6.72561217362706e-07,0,"v_2926",46,2.28070975687634e-05,232326.390136771
"985762",2.05266218882211e-06,4.46468434681668e-07,1.39803534093538e-06,4.68099997292611e-06,2.53847195270545e-06,4.44136707054978e-07,2.19555356492032e-06,2.69573144404493e-06,2.58373675511946e-06,1.00884182604406e-06,2.38566122179254e-06,"v_4063",11,2.2802417056208e-05,5491.79514065998
"1808001",2.73688291842949e-06,4.01821591213501e-06,3.49508835233846e-06,3.7954053834536e-06,2.53847195270545e-06,3.99723036349481e-06,5.26932855580878e-06,4.04359716606739e-06,3.01435954763937e-06,4.37164791285759e-06,3.9761020363209e-06,"v_1550",6,2.27998176014592e-05,4280.18487328869
"286802",0.000164669122258841,0.000138851683185999,0.000153084869832424,6.26241888269844e-05,0.000152026264723137,0.000138126515894098,0.000122950999635538,0.000157700289476628,0.000120574381905575,0.000138211330168036,6.2027191766606e-05,"v_3561",235,2.27946204695692e-05,19221.5095082142
"79601",2.2807357653579e-06,8.92936869363336e-07,2.09705301140308e-06,1.01210810225429e-06,8.46157317568482e-07,8.88273414109957e-07,1.75644285193626e-06,2.24644287003744e-06,1.29186837755973e-06,1.34512243472541e-06,0,"v_5505",10,2.27899450762324e-05,28609.488452327
"1562974",0.000114264861844431,9.46513081525136e-05,0.000116735950968105,0.000121705999296079,0.000136795433006905,0.000110145903349635,0.000103191017551255,0.000134786572202246,0.000131339951718573,9.55036928655042e-05,5.32797672867e-05,"v_851",45,2.27889063603838e-05,40026.8231079047
"2631942",0.000144598647523691,0.000117421198321279,0.000147143219633449,4.71895402676064e-05,0.000163872467169096,0.000141235472843483,0.000116364338940777,0.000156352423754606,7.66508570685439e-05,0.000143591819906938,0.000120873501904155,"v_5307",184,2.27889063603838e-05,16792.0233254109
"2268451",9.12294306143162e-07,4.46468434681668e-07,3.49508835233846e-07,3.54237835789003e-06,1.69231463513696e-06,8.88273414109957e-07,4.39110712984065e-07,1.34786572202246e-06,4.3062279251991e-07,1.34512243472541e-06,7.95220407264179e-07,"v_786",20,2.27878677392156e-05,46479.778654975
"573065",5.7702614863555e-05,8.48290025895169e-05,6.92027493763015e-05,0.000115000783118644,8.63080463919852e-05,9.50452553097654e-05,8.69439211708448e-05,9.56984662635949e-05,7.53589886909842e-05,8.20524685182501e-05,6.75937346174552e-05,"v_731",20,2.27868292127151e-05,614.409200591821
"2773299",0.000146195162559442,0.000170104473613716,0.000183841647333003,5.78166753412765e-05,0.000161333995216391,0.000186537416963091,0.000144906535284741,0.000172077523844868,0.000101626979034699,0.000128122911907595,5.72558693230209e-05,"v_2866",362,2.27852716004375e-05,24402.8791854885
"133448",1.36844145921474e-06,1.339405304045e-06,2.09705301140308e-06,1.8977026917268e-06,2.82052439189494e-06,1.33241012116494e-06,8.78221425968129e-07,2.69573144404493e-06,3.01435954763937e-06,4.03536730417623e-06,0,"v_1801",9,2.27769679300292e-05,4340.67644410952
"486698",0.000156002326350481,0.000161621573354764,0.000169511785088415,7.31248103878727e-05,0.000194616183040751,0.000162998171489177,0.000130854992469251,0.000180164718177003,9.60288827319399e-05,0.000148972309645839,0.000100197771315287,"v_3408",404,2.27748929580031e-05,31288.4746560858
"827",1.59651503575053e-06,1.78587373872667e-06,2.79607068187077e-06,3.54237835789003e-06,1.69231463513696e-06,2.66482024232987e-06,2.19555356492032e-06,4.49288574007488e-07,1.72249117007964e-06,1.68140304340676e-06,0,"v_2921",7,2.27743742740668e-05,13959.8349405279
"604354",6.84220729607371e-07,1.339405304045e-06,3.49508835233846e-07,1.01210810225429e-06,1.41026219594747e-06,1.77654682821991e-06,1.31733213895219e-06,1.34786572202246e-06,8.6124558503982e-07,6.72561217362706e-07,0,"v_5394",22,2.27728183640007e-05,40791.7472778475
"217",2.05266218882211e-06,1.339405304045e-06,3.49508835233846e-06,1.77118917894501e-06,2.25641951351595e-06,1.33241012116494e-06,5.26932855580878e-06,1.34786572202246e-06,8.6124558503982e-07,3.36280608681353e-07,2.38566122179254e-06,"v_2956",7,2.27691887338054e-05,4991.18012884239
"2587847",0.000104457698053392,9.91159924993303e-05,0.000112192336110065,0.00013170056680584,0.000132564646419062,0.000128799645045944,0.000106703903255128,0.000120858626408014,9.99044878646191e-05,0.000116689371212429,9.46312284644373e-05,"v_613",37,2.27681519091095e-05,10479.9013284113
"2527996",0.000127493129283507,0.000175908563264577,0.000150987816821021,8.72943238194328e-05,0.000174872512297486,0.000175433999286716,0.000145345645997725,0.000146468075126441,8.65551812965019e-05,0.000118034493647155,7.0774616246512e-05,"v_4867",300,2.27671151788357e-05,14839.1170326808
"55529",1.59651503575053e-06,2.23234217340834e-06,1.74754417616923e-06,1.64467566616323e-06,3.38462927027393e-06,4.44136707054978e-07,1.75644285193626e-06,1.79715429602995e-06,1.72249117007964e-06,2.01768365208812e-06,4.77132244358508e-06,"v_5552",5,2.2766078542971e-05,25351.0437751208
"1581557",5.47376583685897e-06,3.12527904277168e-06,1.39803534093538e-06,6.19916212630755e-06,4.7948914662214e-06,3.99723036349481e-06,2.19555356492032e-06,4.04359716606739e-06,6.88996468031856e-06,4.03536730417623e-06,6.36176325811343e-06,"v_1215",16,2.27624510607302e-05,2149.59358500378
"861914",0.000121107069140505,0.000161175104920082,0.000164269152559908,0.000113735647990826,0.000150898054966379,0.000161665761368012,0.00013392876746014,0.000186904046787115,9.60288827319399e-05,0.000139556452602761,7.23650570610403e-05,"v_4913",331,2.27598607096525e-05,23724.9131727753
"2682487",5.47376583685897e-06,3.12527904277168e-06,1.11842827274831e-05,6.83172969021648e-06,7.05131097973735e-06,8.43859743404459e-06,2.10773142232351e-05,9.88434862816473e-06,4.73685071771901e-06,8.40701521703382e-06,1.27235265162269e-05,"v_1656",5,2.27593427101825e-05,3644.7309016199
"2282475",0.000145054794676763,0.000134386998839182,0.000155880940514295,0.000103614566968283,0.000182487928155603,0.000160333351246847,0.000117681671079729,0.00017342538956689,0.000115406908395336,0.000136866207733311,0.000132801808013118,"v_1075",329,2.27572709480679e-05,21564.9745257994
"2622230",0.000122247437023184,0.000121885882668095,0.000106250685911089,4.11168916540807e-05,0.000130590279344736,0.00011236658688491,8.03572604760838e-05,0.000122206492130037,5.59809630275883e-05,0.000102565585647813,0.000124849603940476,"v_5313",24,2.27536462718151e-05,5607.81051668096
"1805478",0.000141177543875654,0.000137958746316635,0.000162172099548504,5.8702269930749e-05,0.00015597499887179,0.000158112667711572,0.000130854992469251,0.000168932503826815,9.04307864291811e-05,0.000175202197122985,5.24845468794358e-05,"v_3822",172,2.27495051982619e-05,6185.77083786833
"759620",1.82458861228632e-06,1.339405304045e-06,2.09705301140308e-06,2.65678376841752e-06,1.97436707432646e-06,3.55309365643983e-06,1.75644285193626e-06,2.24644287003744e-06,2.15311396259955e-06,1.68140304340676e-06,4.77132244358508e-06,"v_4148",15,2.27443309755044e-05,21171.318160376
"1396826",0.000132510747967294,0.000131708188231092,0.000155880940514295,0.000146629161314091,0.000151180107405569,0.000154115437348077,0.000131733213895219,0.000149163806570486,0.000124019364245734,0.000126441508864189,0.000108149975387928,"v_639",139,2.27386420482969e-05,8332.43327984824
"1789",0.000155090032044338,0.000158942762746674,0.000157628484690464,6.97089455427645e-05,0.000158513470824496,0.000166995401852672,0.000127342106765379,0.000148714517996478,0.000100765733449659,0.000129468034342321,8.50885835772672e-05,"v_3415",309,2.27381250142113e-05,20000.1619009606
"53408",0.000111756052502537,0.000158942762746674,0.000210404318810775,7.7679296848017e-05,0.000143564691547452,0.000139903062722318,0.00017608339590661,0.000150960960866516,7.88039710311435e-05,0.000123078702777375,5.96415305448135e-05,"v_1425",208,2.27365740530217e-05,8644.15051161892
"63",0.000106966507395286,0.000119653540494687,0.000142599604775409,0.00011753105337428,0.000178821246446139,0.000155891984176297,0.00012207277820957,0.000145569497978426,0.000158899810439847,9.88664989523178e-05,5.16893264721717e-05,"v_1274",45,2.27324391907252e-05,22099.3728082536
"2662362",2.5088093418937e-06,3.12527904277168e-06,6.99017670467692e-07,3.7954053834536e-06,1.97436707432646e-06,2.22068353527489e-06,2.63466427790439e-06,1.34786572202246e-06,2.15311396259955e-06,1.00884182604406e-06,0,"v_1592",9,2.27319224386806e-05,924.730988424103
"1413",9.35101663796741e-06,6.69702652022502e-06,5.24263252850769e-06,3.70684592450635e-05,1.15641500067693e-05,6.2179138987697e-06,7.4648821207291e-06,9.43506005415724e-06,1.46411749456769e-05,9.75213765175924e-06,3.9761020363209e-05,"v_3854",28,2.27314057101291e-05,66860.5985516663
"2500132",4.10532437764423e-06,1.339405304045e-06,1.39803534093538e-06,6.32567563908934e-07,3.10257683108444e-06,1.33241012116494e-06,8.78221425968129e-07,3.5943085920599e-06,2.58373675511946e-06,2.35396426076947e-06,2.38566122179254e-06,"v_1761",6,2.27215923291904e-05,4935.95613312243
"590652",0.000166721784447663,0.000120992945798732,0.000137706481082135,6.60400536720927e-05,0.000168103253756938,0.000152338890519858,0.000132611435321188,0.000143323055108389,0.000107655698129977,0.000145273222950344,7.5545938690097e-05,"v_3414",191,2.27215923291904e-05,8234.09906904938
"2587861",6.84220729607371e-05,8.21501919814269e-05,7.23483288934061e-05,8.28663508720703e-05,0.000104359402500113,9.01597515321606e-05,7.15750462164025e-05,8.31183861913853e-05,7.10527607657851e-05,7.53268563446231e-05,8.4293363170003e-05,"v_273",11,2.27210760701627e-05,2328.0556710395
"2518976",2.5088093418937e-06,1.339405304045e-06,2.44656184663692e-06,7.5908107669072e-07,8.46157317568482e-07,8.88273414109957e-07,1.75644285193626e-06,1.34786572202246e-06,0,3.36280608681353e-07,7.95220407264179e-07,"v_2055",12,2.27195274338294e-05,7488.37941775938
"333146",4.56147153071581e-07,8.92936869363336e-07,1.04852650570154e-06,0,8.46157317568482e-07,2.22068353527489e-06,4.39110712984065e-07,2.24644287003744e-06,0,1.00884182604406e-06,0,"v_5522",17,2.27179790085874e-05,51903.1434266606
"1315283",4.56147153071581e-07,1.78587373872667e-06,1.04852650570154e-06,1.77118917894501e-06,1.41026219594747e-06,8.88273414109957e-07,8.78221425968129e-07,3.14502001805241e-06,1.72249117007964e-06,1.34512243472541e-06,7.95220407264179e-07,"v_2451",12,2.27174629137418e-05,15590.7123927724
"29543",0.000136844145921474,0.000168765068309671,0.000183841647333003,6.43953780059294e-05,0.000177975089128571,0.000184316733427816,0.000154127860257407,0.000186904046787115,0.000105933206959898,0.000142919258689575,6.12319713593418e-05,"v_2840",377,2.27169468423444e-05,34096.0123048325
"1925021",6.15798656646634e-06,7.58996338958836e-06,6.99017670467692e-06,8.22337833081614e-06,7.61541585811634e-06,7.10618731287965e-06,3.51288570387252e-06,4.49288574007488e-06,4.3062279251991e-06,9.07957643439653e-06,1.11330857016985e-05,"v_3859",7,2.27169468423444e-05,2919.93603838924
"2771360",2.80530499139022e-05,3.66104116438968e-05,4.05430248871261e-05,0.000111205377735191,3.46924500203078e-05,3.06454327867935e-05,0.00011987722464465,3.8638817364644e-05,1.8947402870876e-05,4.23713566938505e-05,2.30613918106612e-05,"v_958",4,2.27148827912048e-05,56.7548082948551
"1235834",2.05266218882211e-06,1.78587373872667e-06,3.49508835233846e-07,2.02421620450859e-06,3.94873414865292e-06,4.44136707054978e-07,1.31733213895219e-06,3.5943085920599e-06,3.01435954763937e-06,2.01768365208812e-06,3.18088162905672e-06,"v_1837",7,2.27123032546731e-05,5798.81835381192
"435",0.00012840542358965,0.000147781051879632,0.000156230449349529,0.000121199945244952,0.000171205830588023,0.000165218855024452,0.000144906535284741,0.000190498355379175,0.000101196356242179,0.000149644870863202,0.000119283061089627,"v_537",360,2.27102400472373e-05,30357.8929986635
"2545632",4.33339795418002e-06,7.58996338958836e-06,6.99017670467692e-06,1.56876755849416e-05,4.51283902703191e-06,5.32964048465974e-06,4.83021784282471e-06,7.63790575812729e-06,8.18183305787829e-06,5.716770347583e-06,6.36176325811343e-06,"v_2203",5,2.2709724303947e-05,11150.9511164707
"388396",1.14036788267895e-06,1.339405304045e-06,1.04852650570154e-06,1.39164864059965e-06,1.12820975675798e-06,1.77654682821991e-06,2.19555356492032e-06,1.34786572202246e-06,0,6.72561217362706e-07,7.95220407264179e-07,"v_2651",16,2.27050836682333e-05,23524.0784954631
"182773",3.19303007150107e-06,1.78587373872667e-06,2.44656184663692e-06,6.95824320299827e-06,1.97436707432646e-06,0,3.51288570387252e-06,3.14502001805241e-06,1.72249117007964e-06,2.35396426076947e-06,5.56654285084926e-06,"v_4385",17,2.27035372110975e-05,10788.3726667462
"187101",0,8.92936869363336e-07,1.39803534093538e-06,2.02421620450859e-06,2.82052439189494e-06,4.44136707054978e-07,1.75644285193626e-06,8.98577148014976e-07,8.6124558503982e-07,1.00884182604406e-06,0,"v_5242",10,2.27035372110975e-05,23880.377136977
"2724123",3.67198458222623e-05,3.30386641664434e-05,3.77469542052554e-05,3.2007918733792e-05,4.48463378311296e-05,4.53019441196078e-05,5.13759534191356e-05,4.17838373826964e-05,4.17704108744313e-05,3.73271475636302e-05,5.88463101375493e-05,"v_1668",6,2.27019909646076e-05,5929.06417095559
"1193095",2.05266218882211e-06,8.92936869363336e-07,2.79607068187077e-06,1.8977026917268e-06,8.46157317568482e-07,8.88273414109957e-07,4.39110712984065e-07,1.34786572202246e-06,4.3062279251991e-07,2.69024486945082e-06,7.95220407264179e-07,"v_4211",9,2.27014755959137e-05,2515.02564102547
"1411902",0.00013273882154383,0.000143762835967497,0.000135958936905966,0.000141189080264474,0.000172051987905591,0.000143012019671703,0.000147102088849662,0.000151859538014531,0.000113253794432736,0.000133503401646497,0.000108149975387928,"v_628",217,2.26999296302181e-05,13508.3636337767
"342113",0.000118598259798611,0.000138405214751317,0.000144347148951578,6.62930806976562e-05,0.000168385306196128,0.000131464465288274,0.000178718060184514,0.000159946732346666,9.90432422795793e-05,0.000139892733211443,6.44128529883985e-05,"v_935",183,2.26994143551096e-05,5833.37658686068
"68202",0.000162388386493483,0.000152245736226449,0.000132463848553628,6.54074861081837e-05,0.000136795433006905,0.000158112667711572,0.000131294103182235,0.000122206492130037,9.43063915618603e-05,0.000123751263994738,7.5545938690097e-05,"v_3116",148,2.26983838750681e-05,11878.2962570074
"1503055",0.000130914232931544,0.000132154656665774,0.000144347148951578,6.89498644660738e-05,0.000162744257412338,0.000161221624660957,0.000174326953054674,0.000188251912509137,0.000113253794432736,0.000139892733211443,5.08941060649075e-05,"v_905",289,2.26947779315979e-05,27643.02077952
"33028",2.5088093418937e-06,1.78587373872667e-06,3.14557951710461e-06,7.33778374134363e-06,3.10257683108444e-06,1.33241012116494e-06,4.39110712984065e-07,8.98577148014976e-07,1.29186837755973e-06,1.68140304340676e-06,6.36176325811343e-06,"v_4059",16,2.26916880346729e-05,6226.55447895094
"1504",2.05266218882211e-06,2.67881060809001e-06,1.74754417616923e-06,2.40375674285395e-06,2.25641951351595e-06,1.33241012116494e-06,2.63466427790439e-06,3.14502001805241e-06,2.58373675511946e-06,2.35396426076947e-06,2.38566122179254e-06,"v_4384",5,2.26916880346729e-05,13689.2046951201
"55205",9.12294306143162e-07,2.23234217340834e-06,2.09705301140308e-06,1.13862161503608e-06,2.53847195270545e-06,4.44136707054978e-07,4.39110712984065e-07,8.98577148014976e-07,1.29186837755973e-06,6.72561217362706e-07,7.95220407264179e-07,"v_4497",9,2.26916880346729e-05,13853.3184746515
"2528027",0.000113124493961752,0.000182159121350121,0.000178948523639729,8.84329454344689e-05,0.000181077665959655,0.000165662991731507,0.000126902996052395,0.000154555269458576,0.000101626979034699,0.000144600661732982,9.94025509080224e-05,"v_4864",281,2.26783081982084e-05,15578.4398387817
"393595",6.84220729607371e-07,2.23234217340834e-06,2.79607068187077e-06,6.32567563908934e-07,1.69231463513696e-06,1.77654682821991e-06,3.07377499088845e-06,8.98577148014976e-07,2.58373675511946e-06,3.36280608681353e-07,7.95220407264179e-07,"v_2276",6,2.26747086299941e-05,2452.4653548931
"1462996",2.05266218882211e-05,2.63416376462184e-05,2.37666007959015e-05,3.22609457593556e-05,2.79231914797599e-05,2.70923391303537e-05,3.07377499088845e-05,3.45952201985766e-05,1.80861572858362e-05,3.06015353900031e-05,4.21466815850015e-05,"v_3964",10,2.26736803918012e-05,14539.2649182115
"2184083",0.000119054406951683,0.000129475846057684,0.000142250095940175,0.000117024999323153,0.000175154564736676,0.000139014789308208,0.000106703903255128,0.000176121121010935,0.00014210552153157,0.000124423825212101,9.94025509080224e-05,"v_1167",164,2.26716241951573e-05,36528.5925755103
"1699624",1.14036788267895e-06,8.92936869363336e-07,2.44656184663692e-06,1.8977026917268e-06,1.12820975675798e-06,2.66482024232987e-06,1.31733213895219e-06,2.69573144404493e-06,8.6124558503982e-07,1.34512243472541e-06,1.59044081452836e-06,"v_1604",11,2.26716241951573e-05,3823.38762280062
"1493",5.24569226032318e-06,4.46468434681668e-06,6.29115903420923e-06,4.93402699848968e-06,4.7948914662214e-06,6.2179138987697e-06,3.51288570387252e-06,4.04359716606739e-06,2.11005168334756e-05,5.716770347583e-06,3.18088162905672e-06,"v_4370",3,2.2670596236681e-05,2117.78959018226
"316276",0.000132054600814223,0.000167872131440307,0.000153783887502892,0.000100831269687084,0.000188128976939393,0.000174989862579661,0.000131294103182235,0.000199484126859325,0.000126603101000853,0.000144936942341663,8.58838039845314e-05,"v_2195",375,2.2666485334784e-05,25172.6155242048
"1806885",9.19136513439236e-05,0.000137958746316635,0.000147143219633449,9.51381616119036e-05,0.000107461979331197,0.000152338890519858,0.000126024774626427,0.000138830169368314,9.00001636366612e-05,0.000124760105820782,0.000116897399867834,"v_435",63,2.26639167780976e-05,21594.4768234049
"60550",0.000135931851615331,0.000144209304402179,0.000154832414008594,8.08421346675617e-05,0.000185308452547498,0.000139014789308208,0.000178718060184514,0.000208469898339474,0.000108086320922497,0.000142919258689575,6.67985142101911e-05,"v_904",311,2.26639167780976e-05,23618.7286768154
"225194",0.000123159731329327,0.000180373247611394,0.00018628820917964,5.97143780330033e-05,0.000169795568392075,0.000188313963791311,0.000155884303109343,0.000193643375397227,0.000121866250283134,0.000148636029037158,4.53275632140582e-05,"v_2832",351,2.26623759234918e-05,25862.0545995678
"1884634",1.36844145921474e-06,2.67881060809001e-06,2.09705301140308e-06,2.27724323007216e-06,1.41026219594747e-06,1.77654682821991e-06,5.26932855580878e-06,1.34786572202246e-06,4.3062279251991e-07,2.01768365208812e-06,7.95220407264179e-07,"v_3797",7,2.26598082980218e-05,1762.82224729408
"2674991",0.000142089838181797,0.000162960978658809,0.000133162866224095,9.71623778164122e-05,0.000147513425696105,0.000149674070277528,0.000142271871006837,0.000186454758213107,9.68901283169797e-05,0.000145273222950344,9.78121100934941e-05,"v_3994",234,2.26592948427445e-05,17723.352914863
"944",2.2807357653579e-07,3.12527904277168e-06,3.49508835233846e-07,1.39164864059965e-06,1.69231463513696e-06,4.44136707054978e-07,3.07377499088845e-06,2.69573144404493e-06,8.6124558503982e-07,0,7.95220407264179e-07,"v_756",10,2.26577546165175e-05,14589.0270859748
"239106",2.07546954647569e-05,2.00910795606751e-05,2.55141449720707e-05,5.098494565106e-05,2.53847195270545e-05,1.86537416963091e-05,1.97599820842829e-05,1.97686972563295e-05,1.63636661157566e-05,1.91679946948371e-05,4.77132244358508e-05,"v_304",14,2.2655701307234e-05,2867.36541843018
"2714947",4.33339795418002e-06,4.46468434681668e-07,1.39803534093538e-06,3.41586484510824e-06,1.69231463513696e-06,3.55309365643983e-06,1.31733213895219e-06,3.5943085920599e-06,2.58373675511946e-06,2.69024486945082e-06,4.77132244358508e-06,"v_4297",13,2.26541615694803e-05,5577.5219005468
"2733866",1.36844145921474e-06,0,1.39803534093538e-06,2.65678376841752e-06,8.46157317568482e-07,2.22068353527489e-06,1.31733213895219e-06,3.5943085920599e-06,1.72249117007964e-06,3.36280608681353e-07,7.95220407264179e-07,"v_1606",9,2.2650569661827e-05,2810.59131541841
"1971",0.000148019751171728,0.000183944995088847,0.000138055989917369,5.66780537262404e-05,0.000144410848865021,0.000142123746257593,0.000116803449653761,0.000160396020920673,0.000114976285602816,0.000149308590254521,6.99793958392478e-05,"v_3114",151,2.26495436116962e-05,5136.51685203216
"2151",1.36844145921474e-06,0,1.39803534093538e-06,1.39164864059965e-06,1.97436707432646e-06,8.88273414109957e-07,1.31733213895219e-06,1.79715429602995e-06,1.72249117007964e-06,3.36280608681353e-07,0,"v_4798",12,2.26464660189777e-05,36228.5226183752
"395631",9.12294306143162e-07,8.92936869363336e-07,1.04852650570154e-06,1.01210810225429e-06,3.66668170946342e-06,2.66482024232987e-06,8.78221425968129e-07,2.69573144404493e-06,2.58373675511946e-06,6.72561217362706e-07,1.59044081452836e-06,"v_1912",10,2.26418511977539e-05,5439.21309202241
"2211211",0.000126808908553899,0.000148227520314314,0.000151337325656255,8.69147832810875e-05,0.000193205920844803,0.000168327811973837,0.000201112706546702,0.000156801712328613,0.000105933206959898,0.000142246697472212,6.75937346174552e-05,"v_985",253,2.26403133419367e-05,11284.2787278924
"2110",2.2807357653579e-07,1.339405304045e-06,1.39803534093538e-06,1.51816215338144e-06,1.12820975675798e-06,1.33241012116494e-06,8.78221425968129e-07,2.24644287003744e-06,0,3.36280608681353e-07,1.59044081452836e-06,"v_4756",10,2.26403133419367e-05,51919.4692132309
